"-","Denmark","-","-","-","Germany","-","-","-","Netherlands","-","-","-","Ireland","-","-","-","Northern Ireland","-","-","-","Great Britain","-","-"
"Week ended","Weekly","Cumulative","% change on previous year","nan","Weekly","Cumulative","% change on previous year","nan","Weekly","Cumulative","% change on previous year","nan","Weekly","Cumulative","% change on previous year","nan","Weekly","Cumulative","% change on previous year","nan","Weekly","Cumulative","% change on previous year"
"2017-05-20 00:00:00","na","na","na","nan","992,015","19,448,701","-1.1719904645180912","nan","na","na","na","nan","63,014","1,216,334","-1.3699807578316792","nan","30,211","622,563","-2.133355550874512","nan","167,959","3,290,697","-5.753237132330158"
"2017-05-27 00:00:00","na","na","na","nan","871,985","20,320,686","-1.4984956487508416","nan","na","na","na","nan","62,123","1,278,457","-1.1816857263216463","nan","32,026","654,589","-1.6613886017835142","nan","162,356","3,453,053","-5.580556820607663"
"2017-06-03 00:00:00","na","na","na","nan","1,008,324","21,329,010","-1.2436515542067594","nan","na","na","na","nan","62,832","1,341,289","-1.0961873827106783","nan","28,726","683,315","-1.266329421930152","nan","161,048","3,614,101","-5.378560789796049"
"2017-06-10 00:00:00","na","na","na","nan","872,926","22,201,936","-1.5942207690955446","nan","na","na","na","nan","52,826","1,394,115","-0.9045798352479095","nan","30,093","713,408","-1.3140002794273613","nan","161,648","3,775,749","-5.287045955556269"
"2017-06-17 00:00:00","na","na","na","nan","948,597","23,150,533","-1.5295951198595392","nan","na","na","na","nan","62,282","1,456,397","-0.9890240627623781","nan","30,043","743,451","-1.363096620120075","nan","157,504","3,933,254","-5.318659745430166"
"2017-06-24 00:00:00","na","na","na","nan","983,714","24,134,247","-1.3569110274111673","nan","na","na","na","nan","62,435","1,518,832","-0.7963945722636812","nan","30,370","773,821","-0.8967461255623874","nan","165,937","4,099,191","-5.056006112641331"
"2017-07-01 00:00:00","na","na","na","nan","961,963","25,096,210","-1.2700477641881425","nan","na","na","na","nan","62,542","1,581,374","-0.7417189778250011","nan","30,854","804,675","-0.7335117150925043","nan","162,835","4,262,026","-4.956166314070987"
"2017-07-08 00:00:00","na","na","na","nan","949,011","26,045,221","-1.2047456520784205","nan","na","na","na","nan","59,538","1,640,912","-0.786915021037804","nan","33,689","838,364","-0.2986175115207317","nan","163,461","4,425,488","-5.077943881228775"
"2017-07-15 00:00:00","na","na","na","nan","958,309","27,003,530","-1.1615730414559877","nan","na","na","na","nan","58,886","1,699,798","-0.8674545335784378","nan","22,119","860,483","-0.5309360102464922","nan","165,068","4,590,556","-4.996991888813273"
"2017-07-22 00:00:00","na","na","na","nan","958,853","27,962,383","-1.164127968821993","nan","na","na","na","nan","64,102","1,763,900","-0.6268637040450664","nan","31,633","892,116","-0.21520289919914148","nan","168,537","4,759,094","-5.013810970342414"
"2017-07-29 00:00:00","na","na","na","nan","939,589","28,901,972","-1.1677279183417988","nan","na","na","na","nan","62,555","1,826,455","-0.5195550747987165","nan","32,517","924,633","0.14491576365082892","nan","170,267","4,929,361","-5.002974957463769"
"2017-08-05 00:00:00","na","na","na","nan","952,039","29,854,011","-1.1562175510655748","nan","na","na","na","nan","62,918","1,889,373","0.22837372444919346","nan","31,726","956,359","0.6275285539170596","nan","166,793","5,096,155","-4.89338030419807"
"2017-08-12 00:00:00","na","na","na","nan","966,513","30,820,524","-1.0960184732295986","nan","na","na","na","nan","50,833","1,940,206","-0.3214036544253118","nan","32,089","988,448","0.8006347153825573","nan","168,440","5,264,596","-4.741332402598564"
"2017-08-19 00:00:00","na","na","na","nan","965,887","31,786,411","-1.0173414839814154","nan","na","na","na","nan","62,803","2,003,009","-0.26951507203167857","nan","31,776","1,020,224","0.9910791002284611","nan","168,557","5,433,153","-4.609493706594692"
"2017-08-26 00:00:00","na","na","na","nan","987,952","32,774,363","-0.9610934373716851","nan","na","na","na","nan","63,809","2,066,818","-0.16577708006279002","nan","32,764","1,052,988","1.2316173112845092","nan","162,399","5,595,552","-4.569535155147653"
"2017-09-02 00:00:00","na","na","na","nan","986,491","33,760,854","-0.9136842078076302","nan","na","na","na","nan","62,951","2,129,769","0.0654019471174605","nan","32,940","1,085,928","1.358726342228806","nan","172,966","5,768,519","-4.3198463226738255"
"2017-09-09 00:00:00","na","na","na","nan","999,893","34,760,747","-0.8415224561312273","nan","na","na","na","nan","63,670","2,193,439","0.1369131316082628","nan","33,954","1,119,882","1.60304768679012","nan","168,414","5,936,933","-4.282819865302335"
"2017-09-16 00:00:00","na","na","na","nan","1,006,402","35,767,149","-0.736410266998988","nan","na","na","na","nan","63,232","2,256,671","0.22766589164329165","nan","28,642","1,148,524","1.3666784638481033","nan","167,374","6,104,307","-4.203373492207929"
"2017-09-23 00:00:00","na","na","na","nan","1,030,988","36,798,137","-0.623148708621557","nan","na","na","na","nan","63,562","2,320,233","0.3211684512961499","nan","35,760","1,184,284","1.6633073169726629","nan","166,194","6,270,502","-4.3232430559125845"
"2017-09-30 00:00:00","na","na","na","nan","999,424","37,797,561","-0.6519858150268232","nan","na","na","na","nan","64,963","2,385,196","0.4838838779800403","nan","36,268","1,220,552","2.078106287174748","nan","186,170","6,456,673","-4.064816018286499"
"2017-10-07 00:00:00","na","na","na","nan","894,006","38,691,567","-0.6209181643965445","nan","na","na","na","nan","63,482","2,448,678","0.5627160185562419","nan","36,749","1,257,301","2.4978376258803365","nan","153,940","6,610,613","-4.301187357934122"
"2017-10-14 00:00:00","na","na","na","nan","1,045,649","39,737,216","-0.6066843761245555","nan","na","na","na","nan","64,245","2,512,923","0.6266029972670228","nan","35,162","1,292,463","2.7133797444211467","nan","183,361","6,793,974","-4.060628666134991"
"2017-10-21 00:00:00","na","na","na","nan","1,039,010","40,776,226","-0.666717612775447","nan","na","na","na","nan","61,452","2,574,375","0.5993267782658851","nan","35,427","1,327,890","2.9254805847705825","nan","175,985","6,969,959","-3.8878235735194"
"2017-10-28 00:00:00","na","na","na","nan","1,023,226","41,799,452","-0.7003779682988265","nan","na","na","na","nan","65,993","2,640,368","0.7143620024107067","nan","36,004","1,363,894","3.0532268971692247","nan","178,411","7,148,370","-3.7602054787378214"
"2017-11-04 00:00:00","na","na","na","nan","836,693","42,636,145","-1.0796953517405727","nan","na","na","na","nan","53,944","2,694,312","0.7987770865343746","nan","36,110","1,400,004","3.1789338698622487","nan","189,448","7,337,819","-3.5085924188454465"
"2017-11-11 00:00:00","na","na","na","nan","1,042,806","43,678,951","-1.1228216928428458","nan","na","na","na","nan","67,504","2,761,816","0.9160513982664042","nan","35,864","1,435,868","3.3226019540992553","nan","175,909","7,513,728","-3.5325115325906875"
"2017-11-18 00:00:00","na","na","na","nan","1,045,137","44,724,088","-1.07449992997104","nan","na","na","na","nan","70,864","2,832,680","1.0367333020879554","nan","36,138","1,472,006","3.4519207049882255","nan","199,098","7,712,827","-3.26528287650113"
"2017-11-25 00:00:00","na","na","na","nan","1,033,386","45,757,474","-1.106390111787503","nan","na","na","na","nan","70,690","2,903,370","1.2379230843260647","nan","36,008","1,508,014","3.6358813228983564","nan","195,853","7,908,681","-3.0391290228318213"
"2017-12-02 00:00:00","na","na","na","nan","1,053,007","46,810,481","-1.0628940165160916","nan","na","na","na","nan","66,259","2,969,629","1.1797258197944638","nan","34,968","1,542,982","3.597695176171854","nan","180,474","8,089,156","-3.0906866661907673"
"2017-12-09 00:00:00","na","na","na","nan","1,060,859","47,871,340","-1.0587942122482263","nan","na","na","na","nan","73,998","3,043,627","1.3064946952361156","nan","35,218","1,578,200","3.5751201824476055","nan","186,271","8,275,427","-3.006571752104392"
"2017-12-16 00:00:00","na","na","na","nan","1,084,048","48,955,388","-1.063171922106343","nan","na","na","na","nan","69,949","3,113,576","1.3782679733241876","nan","36,512","1,614,712","3.5968305905751805","nan","188,947","8,464,375","-2.9607552833716744"
"2017-12-23 00:00:00","na","na","na","nan","900,298","49,855,686","-0.3194332823384216","nan","na","na","na","nan","55,083","3,168,659","1.4098088464217007","nan","29,695","1,644,407","3.8068886978237515","nan","186,595","8,650,970","-2.6079514439155127"
"2017-12-30 00:00:00","na","na","na","nan","673,354","50,529,040","na †","nan","na","na","na","nan","na","na","na","nan","21,182","1,665,589","3.7476081085121393","nan","103,655","8,754,625","-2.7005704674059605"
"2018-01-06 00:00:00","na","na","na","nan","864,858","864,858","-7.3631105398457635","nan","na","na","na","nan","51,453","51,453","4.217050495229998","nan","29,282","29,282","5.319569830593835","nan","137,554","137,554","-3.013630862469469"
"2018-01-13 00:00:00","na","na","na","nan","1,010,571","1,875,429","-0.8037029044378983","nan","na","na","na","nan","64,754","116,207","1.0768120101940468","nan","35,628","64,910","4.808499644771686","nan","168,761","306,315","-1.8199574967050438"
"2018-01-20 00:00:00","na","na","na","nan","1,046,095","2,921,524","1.1472843311108676","nan","na","na","na","nan","67,986","184,193","2.782257389499293","nan","32,228","97,138","1.659829202947094","nan","176,599","482,914","0.2876987652656453"
"2018-01-27 00:00:00","na","na","na","nan","1,026,983","3,948,507","2.2999771486843343","nan","na","na","na","nan","67,280","251,473","2.7884619314860686","nan","34,412","131,550","1.9009109499907026","nan","173,589","656,504","1.117957949114782"
"2018-02-03 00:00:00","na","na","na","nan","996,407","4,944,914","1.9442308972876958","nan","na","na","na","nan","65,862","317,335","3.873297065158326","nan","33,353","164,903","2.1438039667496724","nan","179,339","835,844","2.3346530726322783"
"2018-02-10 00:00:00","na","na","na","nan","943,818","5,888,732","0.7737634715531811","nan","na","na","na","nan","66,047","383,382","3.827779703613828","nan","34,031","198,934","2.2555076948382435","nan","182,995","1,018,839","3.6865753911122283"
"2018-02-17 00:00:00","na","na","na","nan","938,916","6,827,648","-0.057307529770284305","nan","na","na","na","nan","66,739","450,121","4.0706102678519756","nan","33,041","231,975","2.543077154299752","nan","192,855","1,211,695","5.573819403745233"
"2018-02-24 00:00:00","na","na","na","nan","967,503","7,795,151","-0.4657398093320495","nan","na","na","na","nan","65,895","516,016","4.357392763969486","nan","33,948","265,923","3.1765061923829023","nan","184,111","1,395,806","6.332023393750589"
"2018-03-03 00:00:00","na","na","na","nan","949,114","8,744,265","-0.7354819257550247","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","163,571","1,559,378","5.348603848287212"
"2018-03-10 00:00:00","na","na","na","nan","980,780","9,725,045","-0.5849056179439884","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","169,939","1,729,317","5.282180342621714"
"2018-03-17 00:00:00","na","na","na","nan","1,027,902","10,752,947","-0.16119316179258192","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","171,380","1,900,697","5.128780308557879"
"2018-03-24 00:00:00","na","na","na","nan","1,036,655","11,789,602","0.19055544238769073","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","167,044","2,067,742","4.472088660668376"
"2018-03-31 00:00:00","na","na","na","nan","852,348","12,641,950","-0.7411155213259377","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","150,735","2,218,478","3.3539880295338094"
"2018-04-07 00:00:00","na","na","na","nan","894,869","13,536,819","-1.526723554530534","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","169,562","2,388,040","3.1459160750821695"
"2018-04-14 00:00:00","na","na","na","nan","987,948","14,524,767","-0.7984334574926635","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","183,264","2,571,304","4.307921346200288"
"2018-04-21 00:00:00","na","na","na","nan","975,037","15,499,804","-0.2585010593646331","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","175,774","2,747,079","4.418135447891359"
"2018-04-28 00:00:00","na","na","na","nan","1,016,245","16,516,049","-0.34594023441080424","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","174,906","2,921,986","4.621170066196626"
"2018-05-05 00:00:00","na","na","na","nan","863,804","17,379,853","-0.4105720630153087","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","166,587","3,088,573","4.4605230869740495"
"2018-05-12 00:00:00","na","na","na","nan","865,350","18,245,203","-1.145834089608499","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","165,303","3,253,876","4.199458865471925"
"2018-05-19 00:00:00","na","na","na","nan","969,224","19,214,427","-1.2045740227072343","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","166,219","3,420,095","3.9322389281194887"
"2018-05-26 00:00:00","na","na","na","nan","842,185","20,056,612","-1.2995328996274935","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","169,156","3,589,251","3.9442885286803886"
"2018-06-02 00:00:00","na","na","na","nan","914,581","20,971,193","-1.677607165077049","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","164,268","3,753,520","3.8576343247986813"
"2018-06-09 00:00:00","na","na","na","nan","941,085","21,912,278","-1.3046519907092886","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","165,952","3,919,472","3.8064735330612507"
"2018-06-16 00:00:00","na","na","na","nan","920,302","22,832,580","-1.3734154630478628","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","170,057","4,089,530","3.973186695914393"
"2018-06-23 00:00:00","na","na","na","nan","933,827","23,766,407","-1.5241411923893793","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","162,245","4,251,775","3.722291569350716"
"2018-06-30 00:00:00","na","na","na","nan","930,838","24,697,245","-1.5897420367457897","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","164,714","4,416,490","3.624178576604777"
"2018-07-07 00:00:00","na","na","na","nan","937,989","25,635,234","-1.5741352319490858","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","161,343","4,577,834","3.442464822784231"
"2018-07-14 00:00:00","na","na","na","nan","948,382","26,583,616","-1.5550337307752073","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","169,450","4,747,284","3.414141004575015"
"2018-07-21 00:00:00","na","na","na","nan","930,433","27,514,049","-1.6033468964358377","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","170,949","4,918,234","3.343916161760859"
"2018-07-28 00:00:00","na","na","na","nan","935,926","28,449,975","-1.5638967472530965","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","172,923","5,091,158","3.2822950405900997"
"2018-08-04 00:00:00","na","na","na","nan","876,589","29,326,564","-1.7667542227407864","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","178,575","5,269,733","3.4060486464942272"
"2018-08-11 00:00:00","na","na","na","nan","855,520","30,182,084","-2.0714767860533527","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","172,068","5,441,802","3.3659944107244257"
"2018-08-18 00:00:00","na","na","na","nan","863,867","31,045,951","-2.3294860184120836","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","178,689","5,620,492","3.4480643703359846"
"2018-08-25 00:00:00","na","na","na","nan","918,409","31,964,360","-2.4714530683632177","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","170,274","5,790,767","3.488739724226207"
"2018-09-01 00:00:00","na","na","na","nan","951,531","32,915,891","-2.5027891770747317","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","170,598","5,961,365","3.3430812924799085"
"2018-09-08 00:00:00","na","na","na","nan","964,103","33,879,994","-2.53375740170371","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","179,952","6,141,317","3.442595866818081"
"2018-09-15 00:00:00","na","na","na","nan","992,089","34,872,083","-2.502480698140076","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","175,339","6,316,657","3.4786852026148267"
"2018-09-22 00:00:00","na","na","na","nan","1,007,675","35,879,758","-2.495721454594289","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","175,925","6,492,583","3.5416787440399418"
"2018-09-29 00:00:00","na","na","na","nan","1,026,593","36,906,351","-2.357850550198208","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","180,024","6,672,608","3.34436774595666"
"2018-10-06 00:00:00","na","na","na","nan","855,750","37,762,101","-2.4022443960462994","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","172,466","6,845,074","3.5467370729942047"
"2018-10-13 00:00:00","na","na","na","nan","1,038,461","38,800,562","-2.357120337771022","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","181,049","7,026,123","3.4169879975071638"
"2018-10-20 00:00:00","na","na","na","nan","1,012,261","39,812,823","-2.3626585746312116","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","170,612","7,196,736","3.2536252886099675"
"2018-10-27 00:00:00","na","na","na","nan","1,015,667","40,828,490","-2.3229060514955933","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","175,005","7,371,741","3.1247735789756916"
"2018-11-03 00:00:00","na","na","na","nan","869,730","41,698,220","-2.199835374422335","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","176,751","7,548,493","2.871066828922025"
"2018-11-10 00:00:00","na","na","na","nan","1,012,538","42,710,758","-2.2166122991369406","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","175,372","7,723,865","2.7967109171066227"
"2018-11-17 00:00:00","na","na","na","nan","1,014,717","43,725,475","-2.232830326243885","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","183,374","7,907,240","2.5206411146840395"
"2018-11-24 00:00:00","na","na","na","nan","1,012,360","44,737,835","-2.2283550879578655","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","182,548","8,089,789","2.2899851239717606"
"2018-12-01 00:00:00","na","na","na","nan","1,007,898","45,745,733","-2.2745931621595616","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","186,506","8,276,295","2.3134605605130645"
"2018-12-08 00:00:00","na","na","na","nan","1,024,749","46,770,482","-2.2996181013524932","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","190,708","8,467,004","2.3150019334686505"
"2018-12-15 00:00:00","na","na","na","nan","1,068,699","47,839,181","-2.280049337980941","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","191,091","8,658,095","2.2886519447960154"
"2018-12-22 00:00:00","na","na","na","nan","787,365","48,626,546","-2.4653958226550117","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","181,543","8,839,639","2.180891745055135"
"2018-12-29 00:00:00","na","na","na","nan","599,295","49,225,841","-2.5791089638750293","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","107,523","8,947,162","2.19925679544437"
"2019-01-05 00:00:00","na","na","na","nan","784,720","784,720","-9.266029799111536","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","138,663","138,663","0.8063392244651766"
"2019-01-12 00:00:00","na","na","na","nan","1,024,964","1,809,684","-3.5055979191960915","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","175,608","314,271","2.597377259235728"
"2019-01-19 00:00:00","na","na","na","nan","1,010,057","2,819,741","-3.4839008681770167","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","174,846","489,117","1.2845327178068402"
"2019-01-26 00:00:00","na","na","na","nan","970,246","3,789,987","-4.014682005122438","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","174,956","664,074","1.1531510971189363"
"2019-02-02 00:00:00","na","na","na","nan","932,334","4,722,321","-4.501453412536591","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","175,370","839,445","0.4308300618607035"
"2019-02-09 00:00:00","na","na","na","nan","901,721","5,624,042","-4.4948555987944445","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","176,806","1,016,252","-0.25399749108242986"
"2019-02-16 00:00:00","na","na","na","nan","949,231","6,573,273","-3.725660725333242","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","170,943","1,187,195","-2.0219606412484836"
"2019-02-23 00:00:00","na","na","na","nan","967,581","7,540,854","-3.2622459783011237","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","172,364","1,359,560","-2.596789799430951"
"2019-03-02 00:00:00","na","na","na","nan","957,884","8,498,738","-2.8078632109159543","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","173,688","1,533,248","-1.675630826994336"
"2019-03-09 00:00:00","na","na","na","nan","941,482","9,440,220","-2.92877822159177","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","167,540","1,700,788","-1.6496958921227076"
"2019-03-16 00:00:00","na","na","na","nan","944,282","10,384,502","-3.426456021777099","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","166,868","1,867,657","-1.7383231403653951"
"2019-03-23 00:00:00","na","na","na","nan","910,178","11,294,680","-4.197953416917727","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","162,808","2,030,466","-1.8027489198931477"
"2019-03-30 00:00:00","na","na","na","nan","905,396","12,200,076","-3.4952993802380092","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","178,806","2,209,273","-0.414914114674346"
"2019-04-06 00:00:00","na","na","na","nan","890,220","13,090,296","-3.2985814466456276","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","177,549","2,386,822","-0.05099625980093947"
"2019-04-13 00:00:00","na","na","na","nan","931,768","14,022,064","-3.46100560511573","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","173,136","2,559,959","-0.44124127829057613"
"2019-04-20 00:00:00","na","na","na","nan","864,052","14,886,116","-3.9593274856894993","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","164,907","2,724,866","-0.808591690261423"
"2019-04-27 00:00:00","na","na","na","nan","855,045","15,741,161","-4.6917274222182215","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","166,763","2,891,629","-1.0388830815544736"
"2019-05-04 00:00:00","na","na","na","nan","822,357","16,563,518","-4.697019013912268","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","173,361","3,064,991","-0.7634932777731365"
"2019-05-11 00:00:00","na","na","na","nan","923,116","17,486,634","-4.1576352973436315","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","170,232","3,235,224","-0.5732074882938747"
"2019-05-18 00:00:00","na","na","na","nan","888,162","18,374,796","-4.369794634000783","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","166,913","3,402,138","-0.5250556101905346"
"2019-05-25 00:00:00","na","na","na","nan","929,830","19,304,626","-3.74931718278242","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","161,177","3,563,315","-0.7226030547369646"
"2019-06-01 00:00:00","na","na","na","nan","819,329","20,123,955","-4.04000859655433","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","170,609","3,733,924","-0.522057496888479"
"2019-06-08 00:00:00","na","na","na","nan","948,079","21,072,034","-3.834580777041978","nan","na","na","na","nan","nan","nan","nan","nan","nan","nan","nan","nan","167,202","3,901,127","-0.4680595938976353"
"Danish weekly clean pig slaughterings figures are no longer available.","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Netherlands clean pig data is not curently available.","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"* Comparison not available for 53-week year against 52-week year.","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"† Comparison not available for 52-week year against 53-week year.","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"Please note: The first week of 2016 (w/e 02/01/16) has been excluded from the 2017 year-on-year comparisons.","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
