,keys,values,0,1,2,3
8497,21:14:0:10,-0.1048067,21,14,0,10
8498,21:14:0:13,0.9180087,21,14,0,13
8499,21:14:0:12,0.2885587,21,14,0,12
8500,21:14:0:15,0.9126824,21,14,0,15
8501,21:14:0:14,0.8649725,21,14,0,14
8502,21:14:0:17,0.0259501,21,14,0,17
8503,21:14:0:16,0.3114133,21,14,0,16
8504,37:0:0:11,1143289.0,37,0,0,11
8505,1:15:0:16,3.658998,1,15,0,16
8506,23:8:0:19,3.687,23,8,0,19
8507,23:8:0:18,2.734,23,8,0,18
8508,23:8:0:13,4.36,23,8,0,13
8509,23:8:0:12,0.424,23,8,0,12
8510,23:8:0:11,0.604,23,8,0,11
8511,23:8:0:10,0.955,23,8,0,10
8512,23:8:0:17,3.098,23,8,0,17
8513,23:8:0:16,8.91,23,8,0,16
8514,23:8:0:15,6.965,23,8,0,15
8515,23:8:0:14,8.304,23,8,0,14
8516,19:4:0:0,3706.7,19,4,0,0
8517,19:4:0:1,3762.0,19,4,0,1
8518,19:4:0:2,3803.0,19,4,0,2
8519,19:4:0:3,3829.0,19,4,0,3
8520,19:4:0:4,3851.0,19,4,0,4
8521,19:4:0:5,3873.0,19,4,0,5
8522,19:4:0:6,3916.0,19,4,0,6
8523,19:4:0:7,3990.0,19,4,0,7
8524,19:4:0:8,4062.0,19,4,0,8
8525,19:4:0:9,4114.0,19,4,0,9
8526,24:6:0:12,491.138,24,6,0,12
8527,24:6:0:13,518.503,24,6,0,13
8528,24:6:0:14,493.717,24,6,0,14
8529,24:6:0:15,485.252,24,6,0,15
8530,9:16:0:11,0.3425584,9,16,0,11
8531,24:6:0:16,470.553,24,6,0,16
8532,24:6:0:17,453.348,24,6,0,17
8533,24:6:0:18,424.44,24,6,0,18
8534,8:2:0:3,39981.0,8,2,0,3
8535,8:2:0:2,39982.0,8,2,0,2
8536,8:2:0:1,39874.0,8,2,0,1
8537,8:2:0:0,39718.0,8,2,0,0
8538,8:2:0:7,40283.0,8,2,0,7
8539,8:2:0:6,40162.0,8,2,0,6
8540,8:2:0:5,40080.0,8,2,0,5
8541,8:2:0:4,40006.0,8,2,0,4
8542,8:2:0:9,40330.0,8,2,0,9
8543,8:2:0:8,40330.0,8,2,0,8
8544,0:5:0:8,222.0,0,5,0,8
8545,0:5:0:9,219.0,0,5,0,9
8546,5:6:0:7,64.0,5,6,0,7
8547,0:5:0:4,213.0,0,5,0,4
8548,0:5:0:5,222.0,0,5,0,5
8549,0:5:0:6,245.0,0,5,0,6
8550,0:5:0:7,219.0,0,5,0,7
8551,0:5:0:0,227.0,0,5,0,0
8552,0:5:0:1,210.0,0,5,0,1
8553,0:5:0:2,180.0,0,5,0,2
8554,0:5:0:3,196.0,0,5,0,3
8555,17:8:0:0,1952.742,17,8,0,0
8556,20:15:0:7,3.746144,20,15,0,7
8557,20:15:0:6,1.772657,20,15,0,6
8558,20:15:0:5,2.004231,20,15,0,5
8559,9:15:0:8,3.26568,9,15,0,8
8560,20:15:0:3,3.159558,20,15,0,3
8561,20:15:0:2,2.497446,20,15,0,2
8562,20:15:0:1,1.36955,20,15,0,1
8563,20:15:0:0,1.376462,20,15,0,0
8564,5:6:0:1,67.638,5,6,0,1
8565,20:15:0:9,2.831319,20,15,0,9
8566,20:15:0:8,2.409903,20,15,0,8
8567,9:15:0:1,6.629831,9,15,0,1
8568,9:15:0:0,7.334593,9,15,0,0
8569,8:4:0:5,82260.0,8,4,0,5
8570,8:4:0:4,82164.0,8,4,0,4
8571,8:4:0:7,82537.0,8,4,0,7
8572,8:4:0:6,82440.0,8,4,0,6
8573,8:4:0:1,82012.0,8,4,0,1
8574,8:4:0:0,81818.0,8,4,0,0
8575,8:4:0:3,82037.0,8,4,0,3
8576,8:4:0:2,82057.0,8,4,0,2
8577,8:4:0:9,82501.0,8,4,0,9
8578,8:4:0:8,82532.0,8,4,0,8
8579,14:14:0:11,-0.01563566,14,14,0,11
8580,14:14:0:10,0.007826288,14,14,0,10
8581,14:14:0:13,-0.4606622,14,14,0,13
8582,14:14:0:12,-0.2655641,14,14,0,12
8583,14:14:0:15,-1.405825,14,14,0,15
8584,14:14:0:14,-0.820109,14,14,0,14
8585,14:14:0:16,-1.597113,14,14,0,16
8586,29:14:0:11,6.161068,29,14,0,11
8587,29:14:0:10,5.716132,29,14,0,10
8588,29:14:0:13,5.899851,29,14,0,13
8589,29:14:0:12,6.278242,29,14,0,12
8590,29:14:0:15,5.200479,29,14,0,15
8591,29:14:0:14,5.575096,29,14,0,14
8592,29:14:0:16,4.998708,29,14,0,16
8593,31:9:0:7,-1.463,31,9,0,7
8594,31:9:0:6,-1.934,31,9,0,6
8595,31:9:0:5,-1.749,31,9,0,5
8596,30:4:0:9,16083.0,30,4,0,9
8597,30:4:0:8,15920.0,30,4,0,8
8598,30:4:0:7,15792.0,30,4,0,7
8599,30:4:0:6,15658.63,30,4,0,6
8600,30:4:0:5,15484.73,30,4,0,5
8601,30:4:0:4,15297.5,30,4,0,4
8602,30:4:0:3,15096.93,30,4,0,3
8603,30:4:0:2,14896.36,30,4,0,2
8604,30:4:0:1,14695.79,30,4,0,1
8605,30:4:0:0,14495.22,30,4,0,0
8606,30:15:0:13,1.822757,30,15,0,13
8607,35:1:0:17,102508.2,35,1,0,17
8608,35:1:0:16,101834.3,35,1,0,16
8609,35:1:0:15,98459.65,35,1,0,15
8610,35:1:0:14,99522.23,35,1,0,14
8611,7:7:0:9,509.429,7,7,0,9
8612,7:7:0:8,552.339,7,7,0,8
8613,35:1:0:11,96319.7,35,1,0,11
8614,35:1:0:10,95158.33,35,1,0,10
8615,7:7:0:5,530.864,7,7,0,5
8616,7:7:0:4,537.661,7,7,0,4
8617,7:7:0:7,535.144,7,7,0,7
8618,7:7:0:6,531.073,7,7,0,6
8619,7:7:0:1,535.775,7,7,0,1
8620,7:7:0:0,531.618,7,7,0,0
8621,7:7:0:3,534.005,7,7,0,3
8622,7:7:0:2,530.319,7,7,0,2
8623,5:15:0:7,1.674107,5,15,0,7
8624,5:15:0:6,2.239433,5,15,0,6
8625,5:15:0:5,1.685551,5,15,0,5
8626,5:15:0:4,1.691161,5,15,0,4
8627,5:15:0:3,2.073821,5,15,0,3
8628,5:15:0:2,2.270581,5,15,0,2
8629,1:2:0:8,3940.285,1,2,0,8
8630,1:2:0:9,3967.701,1,2,0,9
8631,1:2:0:6,3893.919,1,2,0,6
8632,1:2:0:7,3918.94,1,2,0,7
8633,1:2:0:4,3862.18,1,2,0,4
8634,1:2:0:5,3874.717,1,2,0,5
8635,1:2:0:2,3846.162,1,2,0,2
8636,1:2:0:3,3852.167,1,2,0,3
8637,1:2:0:0,3834.075,1,2,0,0
8638,1:2:0:1,3840.484,1,2,0,1
8639,3:15:0:5,6.487368,3,15,0,5
8640,3:15:0:4,5.198565,3,15,0,4
8641,3:15:0:7,7.023032,3,15,0,7
8642,3:15:0:6,8.097427,3,15,0,6
8643,3:15:0:1,5.641987,3,15,0,1
8644,3:15:0:0,5.530048,3,15,0,0
8645,3:15:0:3,3.881305,3,15,0,3
8646,3:15:0:2,5.152139,3,15,0,2
8647,3:15:0:9,6.640564,3,15,0,9
8648,3:15:0:8,6.67141,3,15,0,8
8649,31:14:0:18,-1.2997,31,14,0,18
8650,31:14:0:12,-1.218784,31,14,0,12
8651,31:14:0:13,-0.4838867,31,14,0,13
8652,31:14:0:10,-2.189293,31,14,0,10
8653,31:14:0:11,-1.810946,31,14,0,11
8654,31:14:0:16,-0.4256318,31,14,0,16
8655,31:14:0:17,-1.053908,31,14,0,17
8656,31:14:0:14,-0.2382888,31,14,0,14
8657,31:14:0:15,0.02628664,31,14,0,15
8658,7:15:0:15,0.6890579,7,15,0,15
8659,7:11:0:15,4.849328,7,11,0,15
8660,7:11:0:14,4.783578,7,11,0,14
8661,7:11:0:17,4.34649,7,11,0,17
8662,7:11:0:16,4.834099,7,11,0,16
8663,7:11:0:11,6.420798,7,11,0,11
8664,7:11:0:10,7.134003,7,11,0,10
8665,7:11:0:13,5.310457,7,11,0,13
8666,7:11:0:12,5.48096,7,11,0,12
8667,7:11:0:19,4.433188,7,11,0,19
8668,7:11:0:18,4.204879,7,11,0,18
8669,7:15:0:14,0.7062472,7,15,0,14
8670,31:10:0:8,0.14,31,10,0,8
8671,13:6:0:0,526.064,13,6,0,0
8672,13:6:0:1,536.74,13,6,0,1
8673,13:6:0:2,540.048,13,6,0,2
8674,13:6:0:3,532.843,13,6,0,3
8675,13:6:0:4,537.242,13,6,0,4
8676,13:6:0:5,543.039,13,6,0,5
8677,13:6:0:6,535.282,13,6,0,6
8678,13:6:0:7,538.198,13,6,0,7
8679,13:6:0:8,544.063,13,6,0,8
8680,13:6:0:9,562.599,13,6,0,9
8681,25:11:0:12,7.542632,25,11,0,12
8682,25:11:0:13,8.026465,25,11,0,13
8683,25:11:0:10,3.986932,25,11,0,10
8684,25:11:0:11,7.158196,25,11,0,11
8685,25:11:0:16,7.090322,25,11,0,16
8686,25:11:0:17,7.66847,25,11,0,17
8687,25:11:0:14,9.141259,25,11,0,14
8688,25:11:0:15,8.103642,25,11,0,15
8689,25:11:0:18,9.27035,25,11,0,18
8690,25:11:0:19,10.5198,25,11,0,19
8691,16:4:0:17,537.0,16,4,0,17
8692,16:4:0:16,524.6,16,4,0,16
8693,16:4:0:15,511.8,16,4,0,15
8694,16:4:0:14,502.1,16,4,0,14
8695,16:4:0:13,493.5,16,4,0,13
8696,16:4:0:12,483.8,16,4,0,12
8697,16:4:0:11,476.2,16,4,0,11
8698,16:4:0:10,469.1,16,4,0,10
8699,30:3:0:7,15658.63,30,3,0,7
8700,16:4:0:18,549.3,16,4,0,18
8701,24:16:0:0,0.4337625,24,16,0,0
8702,24:16:0:1,0.4163046,24,16,0,1
8703,24:16:0:2,0.4155213,24,16,0,2
8704,24:16:0:3,0.409718,24,16,0,3
8705,24:16:0:4,0.3869314,24,16,0,4
8706,24:16:0:5,0.457573,24,16,0,5
8707,24:16:0:6,0.5219215,24,16,0,6
8708,24:16:0:7,1.612789,24,16,0,7
8709,24:16:0:8,1.865393,24,16,0,8
8710,24:16:0:9,1.571091,24,16,0,9
8711,21:13:0:8,9.553723,21,13,0,8
8712,31:0:0:8,1370.72,31,0,0,8
8713,31:0:0:9,1362.55,31,0,0,9
8714,31:0:0:6,1388.115,31,0,0,6
8715,31:0:0:7,1379.35,31,0,0,7
8716,31:0:0:4,1380.619,31,0,0,4
8717,21:13:0:9,9.506973,21,13,0,9
8718,31:0:0:2,1399.535,31,0,0,2
8719,31:0:0:3,1386.155,31,0,0,3
8720,31:0:0:0,1436.633,31,0,0,0
8721,31:0:0:1,1415.594,31,0,0,1
8722,5:1:0:9,2730.809,5,1,0,9
8723,5:1:0:8,2724.294,5,1,0,8
8724,29:13:0:7,8.490265,29,13,0,7
8725,5:1:0:1,2664.494,5,1,0,1
8726,5:1:0:0,2650.6,5,1,0,0
8727,5:1:0:3,2683.674,5,1,0,3
8728,5:1:0:2,2674.688,5,1,0,2
8729,5:1:0:5,2700.396,5,1,0,5
8730,5:1:0:4,2692.027,5,1,0,4
8731,5:1:0:7,2717.646,5,1,0,7
8732,5:1:0:6,2709.551,5,1,0,6
8733,29:13:0:5,8.490151,29,13,0,5
8734,21:13:0:0,10.08504,21,13,0,0
8735,29:13:0:2,8.485485,29,13,0,2
8736,21:13:0:1,10.05511,21,13,0,1
8737,29:13:0:3,8.46987,29,13,0,3
8738,29:13:0:0,8.68187,29,13,0,0
8739,29:13:0:1,8.589226,29,13,0,1
8740,33:1:0:1,1022.055,33,1,0,1
8741,33:1:0:0,1021.855,33,1,0,0
8742,17:6:0:16,2249.218,17,6,0,16
8743,17:6:0:17,2247.125,17,6,0,17
8744,29:7:0:13,2453.0,29,7,0,13
8745,17:6:0:14,2266.064,17,6,0,14
8746,17:6:0:15,2251.731,17,6,0,15
8747,17:6:0:12,2281.543,17,6,0,12
8748,17:6:0:13,2273.335,17,6,0,13
8749,17:6:0:10,2302.085,17,6,0,10
8750,33:1:0:9,1019.912,33,1,0,9
8751,16:6:0:6,5.4,16,6,0,6
8752,33:1:0:8,1019.337,33,1,0,8
8753,20:13:0:1,10.01141,20,13,0,1
8754,20:13:0:0,10.32347,20,13,0,0
8755,20:13:0:3,9.955315,20,13,0,3
8756,20:13:0:2,10.12487,20,13,0,2
8757,20:13:0:5,9.798464,20,13,0,5
8758,20:13:0:4,10.11745,20,13,0,4
8759,20:13:0:7,9.695901,20,13,0,7
8760,20:13:0:6,9.749612,20,13,0,6
8761,20:13:0:9,9.147338,20,13,0,9
8762,20:13:0:8,9.420528,20,13,0,8
8763,29:7:0:15,2566.89,29,7,0,15
8764,10:11:0:12,-2.088409,10,11,0,12
8765,10:11:0:13,-1.3947,10,11,0,13
8766,10:11:0:10,-2.180917,10,11,0,10
8767,10:11:0:11,-1.092191,10,11,0,11
8768,10:11:0:16,-5.422231,10,11,0,16
8769,10:11:0:17,-2.318432,10,11,0,17
8770,10:11:0:14,-1.696184,10,11,0,14
8771,10:11:0:15,-2.8,10,11,0,15
8772,20:8:0:0,15.0,20,8,0,0
8773,20:8:0:1,17.067,20,8,0,1
8774,10:11:0:18,-3.23461,10,11,0,18
8775,10:11:0:19,-2.838893,10,11,0,19
8776,20:8:0:4,14.052,20,8,0,4
8777,20:8:0:5,15.0,20,8,0,5
8778,20:8:0:6,13.0,20,8,0,6
8779,20:8:0:7,11.0,20,8,0,7
8780,18:12:0:9,11.91559,18,12,0,9
8781,5:13:0:1,11.59838,5,13,0,1
8782,5:13:0:0,12.03783,5,13,0,0
8783,5:13:0:3,11.02707,5,13,0,3
8784,18:12:0:8,12.34473,18,12,0,8
8785,5:13:0:5,10.86244,5,13,0,5
8786,5:13:0:4,11.0865,5,13,0,4
8787,5:13:0:7,10.9747,5,13,0,7
8788,5:13:0:6,10.82393,5,13,0,6
8789,5:13:0:9,10.36174,5,13,0,9
8790,5:13:0:8,10.75867,5,13,0,8
8791,18:3:0:15,16574.99,18,3,0,15
8792,14:9:0:8,-35.0,14,9,0,8
8793,14:9:0:9,-53.0,14,9,0,9
8794,14:9:0:4,-12.0,14,9,0,4
8795,14:9:0:5,38.0,14,9,0,5
8796,14:9:0:6,-51.0,14,9,0,6
8797,14:9:0:7,68.0,14,9,0,7
8798,14:9:0:0,-50.0,14,9,0,0
8799,14:9:0:1,-12.572,14,9,0,1
8800,14:9:0:2,14.082,14,9,0,2
8801,14:9:0:3,38.218,14,9,0,3
8802,3:3:0:5,30526.0,3,3,0,5
8803,18:12:0:2,12.32767,18,12,0,2
8804,18:12:0:1,12.20315,18,12,0,1
8805,18:12:0:0,12.32376,18,12,0,0
8806,19:9:0:9,15.0,19,9,0,9
8807,19:9:0:8,34.9,19,9,0,8
8808,19:9:0:5,-11.3,19,9,0,5
8809,3:3:0:1,29447.0,3,3,0,1
8810,19:9:0:7,38.2,19,9,0,7
8811,19:9:0:6,9.7,19,9,0,6
8812,19:9:0:1,24.8,19,9,0,1
8813,19:9:0:0,28.5,19,9,0,0
8814,19:9:0:3,-6.3,19,9,0,3
8815,18:12:0:6,12.62624,18,12,0,6
8816,20:16:0:4,0.6890725,20,16,0,4
8817,20:16:0:5,0.6499327,20,16,0,5
8818,20:16:0:6,0.5121354,20,16,0,6
8819,20:16:0:7,0.5316792,20,16,0,7
8820,20:16:0:0,0.5067673,20,16,0,0
8821,18:12:0:5,12.97409,18,12,0,5
8822,30:0:0:19,17819.05,30,0,0,19
8823,30:0:0:18,17631.58,30,0,0,18
8824,30:0:0:17,17444.8,30,0,0,17
8825,30:0:0:16,17255.53,30,0,0,16
8826,30:0:0:15,17066.14,30,0,0,15
8827,18:12:0:4,12.67669,18,12,0,4
8828,30:0:0:13,16686.85,30,0,0,13
8829,30:0:0:12,16504.87,30,0,0,12
8830,30:0:0:11,16332.17,30,0,0,11
8831,30:0:0:10,16165.32,30,0,0,10
8832,2:8:0:9,13.672,2,8,0,9
8833,2:8:0:8,5.11,2,8,0,8
8834,2:8:0:3,9.693,2,8,0,3
8835,2:8:0:2,12.062,2,8,0,2
8836,2:8:0:1,11.074,2,8,0,1
8837,2:8:0:0,9.636,2,8,0,0
8838,2:8:0:7,5.583,2,8,0,7
8839,2:8:0:6,10.725,2,8,0,6
8840,2:8:0:5,9.98,2,8,0,5
8841,2:8:0:4,8.565,2,8,0,4
8842,17:0:0:10,107151.0,17,0,0,10
8843,17:0:0:11,108408.8,17,0,0,11
8844,17:0:0:12,109787.4,17,0,0,12
8845,17:0:0:13,111299.0,17,0,0,13
8846,17:0:0:14,112852.6,17,0,0,14
8847,17:0:0:15,114255.6,17,0,0,15
8848,17:0:0:16,115682.9,17,0,0,16
8849,17:0:0:17,117053.8,17,0,0,17
8850,17:0:0:18,118395.1,17,0,0,18
8851,17:0:0:19,119713.0,17,0,0,19
8852,17:9:0:17,-222.313,17,9,0,17
8853,17:9:0:16,-203.5904,17,9,0,16
8854,17:9:0:15,-182.5324,17,9,0,15
8855,17:9:0:14,-187.494,17,9,0,14
8856,17:9:0:13,-194.124,17,9,0,13
8857,17:9:0:12,-282.563,17,9,0,12
8858,17:9:0:11,-387.474,17,9,0,11
8859,17:9:0:10,-477.289,17,9,0,10
8860,17:9:0:19,-253.9596,17,9,0,19
8861,17:9:0:18,-239.0175,17,9,0,18
8862,29:12:0:7,13.97467,29,12,0,7
8863,29:12:0:6,14.1227,29,12,0,6
8864,29:12:0:5,14.22703,29,12,0,5
8865,29:12:0:4,14.17905,29,12,0,4
8866,29:12:0:3,14.2835,29,12,0,3
8867,29:12:0:2,14.22981,29,12,0,2
8868,29:12:0:1,14.44034,29,12,0,1
8869,29:12:0:0,14.64264,29,12,0,0
8870,29:12:0:9,14.03339,29,12,0,9
8871,29:12:0:8,14.0834,29,12,0,8
8872,1:8:0:4,-0.062,1,8,0,4
8873,1:8:0:5,1.488,1,8,0,5
8874,1:8:0:6,0.691,1,8,0,6
8875,1:8:0:7,2.268,1,8,0,7
8876,1:8:0:0,7.498,1,8,0,0
8877,1:8:0:1,8.019,1,8,0,1
8878,1:8:0:2,4.613,1,8,0,2
8879,1:8:0:3,2.894,1,8,0,3
8880,1:8:0:8,-0.265,1,8,0,8
8881,1:8:0:9,4.676,1,8,0,9
8882,31:1:0:9,728.97,31,1,0,9
8883,31:1:0:8,733.0,31,1,0,8
8884,31:1:0:7,737.205,31,1,0,7
8885,31:1:0:6,741.43,31,1,0,6
8886,31:1:0:5,745.91,31,1,0,5
8887,31:1:0:4,742.134,31,1,0,4
8888,31:1:0:3,746.526,31,1,0,3
8889,31:1:0:2,753.29,31,1,0,2
8890,31:1:0:1,761.171,31,1,0,1
8891,31:1:0:0,771.324,31,1,0,0
8892,39:16:0:14,1.438849,39,16,0,14
8893,39:16:0:15,1.47238,39,16,0,15
8894,39:16:0:16,1.500236,39,16,0,16
8895,39:16:0:17,1.526555,39,16,0,17
8896,39:16:0:10,1.333276,39,16,0,10
8897,39:16:0:11,1.353749,39,16,0,11
8898,39:16:0:12,1.389844,39,16,0,12
8899,39:16:0:13,1.411895,39,16,0,13
8900,39:16:0:18,1.560918,39,16,0,18
8901,39:16:0:19,1.58772,39,16,0,19
8902,5:0:0:8,5390.574,5,0,0,8
8903,5:0:0:9,5404.522,5,0,0,9
8904,5:0:0:0,5233.373,5,0,0,0
8905,5:0:0:1,5263.074,5,0,0,1
8906,5:0:0:2,5284.991,5,0,0,2
8907,5:0:0:3,5304.218,5,0,0,3
8908,5:0:0:4,5321.798,5,0,0,4
8909,5:0:0:5,5339.616,5,0,0,5
8910,5:0:0:6,5358.783,5,0,0,6
8911,5:0:0:7,5375.931,5,0,0,7
8912,2:1:0:14,5506.056,2,1,0,14
8913,2:1:0:15,5563.302,2,1,0,15
8914,2:1:0:16,5620.995,2,1,0,16
8915,2:1:0:17,5658.638,2,1,0,17
8916,2:1:0:10,5351.044,2,1,0,10
8917,2:1:0:11,5385.343,2,1,0,11
8918,2:1:0:12,5422.841,2,1,0,12
8919,2:1:0:13,5463.493,2,1,0,13
8920,2:1:0:18,5681.328,2,1,0,18
8921,2:1:0:19,5705.901,2,1,0,19
8922,32:1:0:18,4068.0,32,1,0,18
8923,18:8:0:11,49.685,18,8,0,11
8924,18:8:0:10,51.508,18,8,0,10
8925,18:8:0:13,49.498,18,8,0,13
8926,18:8:0:12,48.314,18,8,0,12
8927,18:8:0:15,48.339,18,8,0,15
8928,18:8:0:14,50.68,18,8,0,14
8929,30:13:0:16,5.505317,30,13,0,16
8930,30:13:0:17,5.658392,30,13,0,17
8931,30:13:0:14,5.449294,30,13,0,14
8932,30:13:0:15,5.73831,30,13,0,15
8933,30:13:0:12,5.633803,30,13,0,12
8934,30:13:0:13,5.40284,30,13,0,13
8935,30:13:0:10,5.326117,30,13,0,10
8936,30:13:0:11,5.24299,30,13,0,11
8937,30:13:0:18,5.687604,30,13,0,18
8938,30:13:0:19,5.755486,30,13,0,19
8939,25:0:0:1,8840.997,25,0,0,1
8940,25:0:0:0,8826.938,25,0,0,0
8941,25:0:0:3,8850.973,25,0,0,3
8942,25:0:0:2,8846.062,25,0,0,2
8943,25:0:0:5,8872.109,25,0,0,5
8944,25:0:0:4,8857.874,25,0,0,4
8945,25:0:0:7,8924.958,25,0,0,7
8946,25:0:0:6,8895.96,25,0,0,6
8947,25:0:0:9,8993.531,25,0,0,9
8948,24:0:0:8,42196.23,24,0,0,8
8949,32:1:0:10,3507.0,32,1,0,10
8950,24:0:0:9,42859.17,24,0,0,9
8951,32:1:0:11,3568.2,32,1,0,11
8952,22:14:0:18,-2.295113,22,14,0,18
8953,22:14:0:16,-0.5683163,22,14,0,16
8954,22:14:0:17,-1.711922,22,14,0,17
8955,22:14:0:14,-0.4731264,22,14,0,14
8956,22:14:0:15,-0.4729027,22,14,0,15
8957,22:14:0:12,-0.1896993,22,14,0,12
8958,22:14:0:13,0.09471491,22,14,0,13
8959,22:14:0:10,0.1904127,22,14,0,10
8960,22:14:0:11,0.2851034,22,14,0,11
8961,31:9:0:13,-0.735,31,9,0,13
8962,24:0:0:4,40369.67,24,0,0,4
8963,31:9:0:11,-3.293,31,9,0,11
8964,31:9:0:10,-3.174,31,9,0,10
8965,31:9:0:17,-3.682,31,9,0,17
8966,31:9:0:16,-2.505,31,9,0,16
8967,31:9:0:15,-2.484,31,9,0,15
8968,31:9:0:14,-0.774,31,9,0,14
8969,31:9:0:18,-2.642,31,9,0,18
8970,23:15:0:0,0.5300263,23,15,0,0
8971,23:15:0:1,0.4196629,23,15,0,1
8972,29:11:0:16,7.219914,29,11,0,16
8973,29:11:0:14,7.933788,29,11,0,14
8974,29:11:0:15,8.384921,29,11,0,15
8975,20:7:0:1,43.86,20,7,0,1
8976,29:11:0:12,9.557245,29,11,0,12
8977,29:11:0:13,8.622004,29,11,0,13
8978,24:3:0:19,46512.2,24,3,0,19
8979,24:3:0:18,46727.89,24,3,0,18
8980,23:15:0:8,0.2619151,23,15,0,8
8981,24:3:0:13,45668.94,24,3,0,13
8982,24:3:0:12,44784.66,24,3,0,12
8983,24:3:0:11,44009.97,24,3,0,11
8984,23:15:0:9,0.5339589,23,15,0,9
8985,20:15:0:18,7.874016,20,15,0,18
8986,24:3:0:16,46667.18,24,3,0,16
8987,24:3:0:15,46486.62,24,3,0,15
8988,24:3:0:14,46239.27,24,3,0,14
8989,30:3:0:8,15792.0,30,3,0,8
8990,6:4:0:9,5237.0,6,4,0,9
8991,18:9:0:0,13.904,18,9,0,0
8992,18:9:0:1,16.804,18,9,0,1
8993,18:9:0:2,27.887,18,9,0,2
8994,18:9:0:3,43.118,18,9,0,3
8995,18:9:0:4,40.372,18,9,0,4
8996,18:9:0:5,53.873,18,9,0,5
8997,18:9:0:6,50.838,18,9,0,6
8998,18:9:0:7,24.332,18,9,0,7
8999,18:9:0:8,-0.317,18,9,0,8
9000,18:9:0:9,-16.216,18,9,0,9
9001,21:7:0:12,377.0,21,7,0,12
9002,21:7:0:13,379.0,21,7,0,13
9003,21:7:0:14,385.0,21,7,0,14
9004,21:7:0:15,378.0,21,7,0,15
9005,21:7:0:16,376.0,21,7,0,16
9006,21:7:0:17,385.0,21,7,0,17
9007,20:13:0:11,8.797339,20,13,0,11
9008,20:13:0:10,8.8687,20,13,0,10
9009,20:13:0:13,8.808724,20,13,0,13
9010,16:8:0:18,2.3,16,8,0,18
9011,20:13:0:15,8.386173,20,13,0,15
9012,20:13:0:14,8.49125,20,13,0,14
9013,20:13:0:17,8.369035,20,13,0,17
9014,20:13:0:16,8.277811,20,13,0,16
9015,16:8:0:13,2.0,16,8,0,13
9016,16:8:0:12,1.6,16,8,0,12
9017,16:8:0:11,1.7,16,8,0,11
9018,16:8:0:10,1.8,16,8,0,10
9019,16:8:0:17,2.1,16,8,0,17
9020,16:8:0:16,1.8,16,8,0,16
9021,16:8:0:15,2.1,16,8,0,15
9022,16:8:0:14,1.9,16,8,0,14
9023,6:4:0:7,5206.0,6,4,0,7
9024,6:4:0:6,5195.0,6,4,0,6
9025,26:16:0:14,1.257323,26,16,0,14
9026,26:16:0:15,1.086529,26,16,0,15
9027,26:16:0:16,1.078543,26,16,0,16
9028,26:16:0:17,1.067477,26,16,0,17
9029,26:16:0:10,0.6426578,26,16,0,10
9030,26:16:0:11,0.629525,26,16,0,11
9031,26:16:0:12,0.8976964,26,16,0,12
9032,26:16:0:13,1.278731,26,16,0,13
9033,26:16:0:18,1.78994,26,16,0,18
9034,24:11:0:4,4.125453,24,11,0,4
9035,3:14:0:16,3.813183,3,14,0,16
9036,3:14:0:14,4.253737,3,14,0,14
9037,3:14:0:15,3.942684,3,14,0,15
9038,3:14:0:12,4.044581,3,14,0,12
9039,3:14:0:13,4.181898,3,14,0,13
9040,3:14:0:10,3.474484,3,14,0,10
9041,3:14:0:11,3.900971,3,14,0,11
9042,34:9:0:5,-661.151,34,9,0,5
9043,5:7:0:9,56.0,5,7,0,9
9044,5:7:0:8,58.0,5,7,0,8
9045,5:7:0:7,59.0,5,7,0,7
9046,5:7:0:6,58.0,5,7,0,6
9047,5:7:0:5,58.0,5,7,0,5
9048,5:7:0:4,59.0,5,7,0,4
9049,5:7:0:3,58.49,5,7,0,3
9050,5:7:0:2,59.944,5,7,0,2
9051,5:7:0:1,61.043,5,7,0,1
9052,5:7:0:0,63.0,5,7,0,0
9053,4:4:0:19,10538.28,4,4,0,19
9054,4:4:0:18,10512.42,4,4,0,18
9055,4:4:0:15,10532.77,4,4,0,15
9056,4:4:0:14,10506.81,4,4,0,14
9057,4:4:0:17,10516.13,4,4,0,17
9058,4:4:0:16,10505.45,4,4,0,16
9059,4:4:0:11,10287.0,4,4,0,11
9060,4:4:0:10,10251.08,4,4,0,10
9061,4:4:0:13,10467.54,4,4,0,13
9062,4:4:0:12,10381.13,4,4,0,12
9063,10:16:0:17,-0.5214601,10,16,0,17
9064,17:14:0:18,13.28908,17,14,0,18
9065,17:14:0:19,13.04883,17,14,0,19
9066,17:14:0:16,13.81916,17,14,0,16
9067,17:14:0:17,13.53146,17,14,0,17
9068,17:14:0:14,14.57327,17,14,0,14
9069,17:14:0:15,14.11158,17,14,0,15
9070,17:14:0:12,15.46242,17,14,0,12
9071,17:14:0:13,15.00732,17,14,0,13
9072,17:14:0:10,16.25074,17,14,0,10
9073,17:14:0:11,15.84569,17,14,0,11
9074,4:3:0:15,10506.81,4,3,0,15
9075,10:16:0:14,-0.1494322,10,16,0,14
9076,10:16:0:13,-0.1789976,10,16,0,13
9077,10:16:0:12,-0.1489425,10,16,0,12
9078,7:9:0:17,45.0,7,9,0,17
9079,7:9:0:16,47.426,7,9,0,16
9080,7:9:0:15,43.354,7,9,0,15
9081,7:9:0:14,44.222,7,9,0,14
