,keys,values,0,1,2,3
2297,18:11:0:5,7.731305,18,11,0,5
2298,18:11:0:6,7.366862,18,11,0,6
2299,18:11:0:7,5.405127,18,11,0,7
2300,12:7:0:18,30.0,12,7,0,18
2301,6:4:0:18,5451.0,6,4,0,18
2302,12:7:0:16,29.0,12,7,0,16
2303,12:7:0:17,29.0,12,7,0,17
2304,12:7:0:14,28.0,12,7,0,14
2305,12:7:0:15,28.0,12,7,0,15
2306,12:7:0:12,28.0,12,7,0,12
2307,12:7:0:13,28.0,12,7,0,13
2308,12:7:0:10,27.0,12,7,0,10
2309,12:7:0:11,28.0,12,7,0,11
2310,16:0:0:7,446.2,16,0,0,7
2311,16:0:0:6,441.5,16,0,0,6
2312,16:0:0:5,436.3,16,0,0,5
2313,16:0:0:4,430.475,16,0,0,4
2314,16:0:0:3,424.7,16,0,0,3
2315,16:0:0:2,419.45,16,0,0,2
2316,16:0:0:1,414.225,16,0,0,1
2317,16:0:0:0,408.625,16,0,0,0
2318,28:9:0:9,173.0,28,9,0,9
2319,28:9:0:8,147.0,28,9,0,8
2320,16:0:0:9,455.0,16,0,0,9
2321,16:0:0:8,450.0,16,0,0,8
2322,31:6:0:3,12.167,31,6,0,3
2323,2:14:0:17,1.70512,2,14,0,17
2324,2:14:0:16,2.209772,2,14,0,16
2325,2:14:0:15,2.202754,2,14,0,15
2326,2:14:0:14,2.110686,2,14,0,14
2327,2:14:0:13,2.190668,2,14,0,13
2328,2:14:0:12,1.882688,2,14,0,12
2329,2:14:0:11,1.876667,2,14,0,11
2330,2:14:0:10,1.405147,2,14,0,10
2331,2:14:0:18,1.45509,2,14,0,18
2332,39:0:0:14,50055.0,39,0,0,14
2333,39:0:0:15,50792.0,39,0,0,15
2334,0:3:0:8,19605.0,0,3,0,8
2335,0:3:0:9,19827.0,0,3,0,9
2336,39:0:0:10,47350.0,39,0,0,10
2337,39:0:0:11,47991.0,39,0,0,11
2338,39:0:0:12,48658.0,39,0,0,12
2339,39:0:0:13,49345.0,39,0,0,13
2340,0:3:0:2,18330.0,0,3,0,2
2341,0:3:0:3,18510.0,0,3,0,3
2342,0:3:0:0,17893.0,0,3,0,0
2343,0:3:0:1,18120.0,0,3,0,1
2344,0:3:0:6,19141.0,0,3,0,6
2345,0:3:0:7,19386.0,0,3,0,7
2346,0:3:0:4,18706.0,0,3,0,4
2347,0:3:0:5,18919.0,0,3,0,5
2348,19:6:0:2,57.6,19,6,0,2
2349,19:6:0:3,55.3,19,6,0,3
2350,19:6:0:0,57.7,19,6,0,0
2351,19:6:0:1,57.3,19,6,0,1
2352,19:6:0:6,55.8,19,6,0,6
2353,19:6:0:7,54.0,19,6,0,7
2354,19:6:0:4,57.1,19,6,0,4
2355,19:6:0:5,56.6,19,6,0,5
2356,19:6:0:8,56.1,19,6,0,8
2357,19:6:0:9,58.0,19,6,0,9
2358,18:12:0:13,11.22696,18,12,0,13
2359,18:12:0:12,11.06943,18,12,0,12
2360,18:12:0:11,11.32117,18,12,0,11
2361,18:12:0:10,11.51419,18,12,0,10
2362,18:12:0:15,11.09796,18,12,0,15
2363,18:12:0:14,11.18637,18,12,0,14
2364,31:6:0:6,12.632,31,6,0,6
2365,27:12:0:19,15.91615,27,12,0,19
2366,27:12:0:18,16.13317,27,12,0,18
2367,27:12:0:15,17.17208,27,12,0,15
2368,27:12:0:14,17.53217,27,12,0,14
2369,27:12:0:17,17.02682,27,12,0,17
2370,27:12:0:16,16.71977,27,12,0,16
2371,27:12:0:11,18.11084,27,12,0,11
2372,27:12:0:10,18.1777,27,12,0,10
2373,27:12:0:13,18.21214,27,12,0,13
2374,27:12:0:12,18.37282,27,12,0,12
2375,24:10:0:6,0.0,24,10,0,6
2376,24:10:0:7,143.9888,24,10,0,7
2377,24:10:0:4,0.0,24,10,0,4
2378,24:10:0:5,0.0,24,10,0,5
2379,24:10:0:2,0.0,24,10,0,2
2380,24:10:0:3,0.0,24,10,0,3
2381,24:10:0:0,0.0,24,10,0,0
2382,24:10:0:1,0.0,24,10,0,1
2383,24:10:0:8,138.7036,24,10,0,8
2384,24:10:0:9,133.6909,24,10,0,9
2385,18:2:0:9,8055.946,18,2,0,9
2386,18:2:0:8,8030.692,18,2,0,8
2387,18:2:0:3,7766.672,18,2,0,3
2388,18:2:0:2,7718.438,18,2,0,2
2389,18:2:0:1,7679.546,18,2,0,1
2390,18:2:0:0,7644.886,18,2,0,0
2391,18:2:0:7,7993.719,18,2,0,7
2392,18:2:0:6,7940.911,18,2,0,6
2393,18:2:0:5,7878.086,18,2,0,5
2394,18:2:0:4,7819.794,18,2,0,4
2395,19:5:0:11,48.1,19,5,0,11
2396,19:5:0:10,47.0,19,5,0,10
2397,19:5:0:13,34.6,19,5,0,13
2398,19:5:0:12,36.6,19,5,0,12
2399,19:5:0:15,41.8,19,5,0,15
2400,19:5:0:14,51.8,19,5,0,14
2401,19:5:0:17,26.5,19,5,0,17
2402,19:5:0:16,25.5,19,5,0,16
2403,19:5:0:19,77.9,19,5,0,19
2404,19:5:0:18,49.9,19,5,0,18
2405,31:16:0:0,-1.769557,31,16,0,0
2406,31:16:0:1,-1.464466,31,16,0,1
2407,31:16:0:6,-0.6349388,31,16,0,6
2408,31:16:0:7,-0.6314318,31,16,0,7
2409,31:16:0:4,-0.3993782,31,16,0,4
2410,31:16:0:5,1.18541,31,16,0,5
2411,5:16:0:4,0.3314343,5,16,0,4
2412,5:16:0:5,0.3348022,5,16,0,5
2413,5:16:0:6,0.3589584,5,16,0,6
2414,5:16:0:7,0.3199887,5,16,0,7
2415,5:16:0:0,0.5223119,5,16,0,0
2416,26:3:0:18,8039.06,26,3,0,18
2417,5:16:0:2,0.4164201,5,16,0,2
2418,5:16:0:3,0.3638228,5,16,0,3
2419,26:3:0:15,7785.806,26,3,0,15
2420,26:3:0:14,7701.856,26,3,0,14
2421,26:3:0:17,7954.662,26,3,0,17
2422,26:3:0:16,7870.134,26,3,0,16
2423,26:3:0:11,7459.128,26,3,0,11
2424,26:3:0:10,7415.102,26,3,0,10
2425,26:3:0:13,7593.494,26,3,0,13
2426,26:3:0:12,7508.739,26,3,0,12
2427,3:14:0:4,3.849571,3,14,0,4
2428,3:14:0:5,3.585982,3,14,0,5
2429,3:14:0:6,3.677716,3,14,0,6
2430,3:14:0:7,3.351902,3,14,0,7
2431,3:14:0:0,5.700729,3,14,0,0
2432,3:14:0:1,5.169006,3,14,0,1
2433,3:14:0:2,4.449574,3,14,0,2
2434,3:14:0:3,4.11352,3,14,0,3
2435,24:8:0:16,84.536,24,8,0,16
2436,24:8:0:17,52.226,24,8,0,17
2437,24:8:0:14,110.508,24,8,0,14
2438,24:8:0:15,105.018,24,8,0,15
2439,3:14:0:8,3.446368,3,14,0,8
2440,3:14:0:9,3.445575,3,14,0,9
2441,24:8:0:10,79.755,24,8,0,10
2442,24:8:0:11,111.904,24,8,0,11
2443,23:9:0:18,2.379,23,9,0,18
2444,23:9:0:19,1.713,23,9,0,19
2445,26:10:0:3,10.0,26,10,0,3
2446,23:9:0:14,4.367,23,9,0,14
2447,23:9:0:15,3.383,23,9,0,15
2448,23:9:0:16,2.966,23,9,0,16
2449,23:9:0:17,3.416,23,9,0,17
2450,23:9:0:10,3.403,23,9,0,10
2451,23:9:0:11,3.857,23,9,0,11
2452,23:9:0:12,7.0,23,9,0,12
2453,23:9:0:13,7.0,23,9,0,13
2454,29:4:0:8,291688.7,29,4,0,8
2455,30:15:0:19,2.302991,30,15,0,19
2456,32:2:0:18,3991.0,32,2,0,18
2457,32:2:0:17,3916.1,32,2,0,17
2458,32:2:0:16,3841.1,32,2,0,16
2459,32:2:0:15,3771.3,32,2,0,15
2460,32:2:0:14,3701.4,32,2,0,14
2461,32:2:0:13,3614.1,32,2,0,13
2462,32:2:0:12,3549.2,32,2,0,12
2463,32:2:0:11,3485.5,32,2,0,11
2464,32:2:0:10,3423.1,32,2,0,10
2465,18:0:0:9,16281.78,18,0,0,9
2466,18:0:0:8,16225.3,18,0,0,8
2467,29:4:0:0,267881.0,29,4,0,0
2468,18:0:0:1,15530.5,18,0,0,1
2469,18:0:0:0,15459.01,18,0,0,0
2470,18:0:0:3,15707.21,18,0,0,3
2471,18:0:0:2,15610.65,18,0,0,2
2472,18:0:0:5,15925.51,18,0,0,5
2473,18:0:0:4,15812.09,18,0,0,4
2474,18:0:0:7,16148.93,18,0,0,7
2475,18:0:0:6,16046.18,18,0,0,6
2476,31:14:0:8,-3.732345,31,14,0,8
2477,31:14:0:9,-2.710359,31,14,0,9
2478,29:4:0:2,274365.4,29,4,0,2
2479,31:14:0:0,-5.094549,31,14,0,0
2480,29:4:0:5,283692.6,29,4,0,5
2481,31:14:0:2,-4.283566,31,14,0,2
2482,31:14:0:3,-5.250493,31,14,0,3
2483,31:14:0:4,-4.331615,31,14,0,4
2484,31:14:0:5,-3.819654,31,14,0,5
2485,31:14:0:6,-4.238842,31,14,0,6
2486,21:15:0:17,-0.1816507,21,15,0,17
2487,29:4:0:7,289129.8,29,4,0,7
2488,29:4:0:6,286444.0,29,4,0,6
2489,29:8:0:17,1441.0,29,8,0,17
2490,29:8:0:16,1557.877,29,8,0,16
2491,39:16:0:2,2.193743,39,16,0,2
2492,39:16:0:3,2.192738,39,16,0,3
2493,39:16:0:0,2.189951,39,16,0,0
2494,39:16:0:1,2.191149,39,16,0,1
2495,39:16:0:6,1.991302,39,16,0,6
2496,39:16:0:7,2.210503,39,16,0,7
2497,39:16:0:4,2.190786,39,16,0,4
2498,39:16:0:5,1.477215,39,16,0,5
2499,39:16:0:8,1.277857,39,16,0,8
2500,39:16:0:9,1.300757,39,16,0,9
2501,17:3:0:19,118978.0,17,3,0,19
2502,17:3:0:18,117644.8,17,3,0,18
2503,17:3:0:11,107784.2,17,3,0,11
2504,17:3:0:10,106520.2,17,3,0,10
2505,17:3:0:13,110530.7,17,3,0,13
2506,17:3:0:12,109115.2,17,3,0,12
2507,17:3:0:15,113462.0,17,3,0,15
2508,17:3:0:14,112006.5,17,3,0,14
2509,17:3:0:17,116284.4,17,3,0,17
2510,17:3:0:16,114890.7,17,3,0,16
2511,12:12:0:18,14.98315,12,12,0,18
2512,12:12:0:15,16.4693,12,12,0,15
2513,12:12:0:14,16.67034,12,12,0,14
2514,12:12:0:17,15.74014,12,12,0,17
2515,12:12:0:16,16.32073,12,12,0,16
2516,12:12:0:11,15.30182,12,12,0,11
2517,12:12:0:10,14.71154,12,12,0,10
2518,12:12:0:13,16.72792,12,12,0,13
2519,12:12:0:12,16.20823,12,12,0,12
2520,29:1:0:15,157257.6,29,1,0,15
2521,36:16:0:3,-0.1649596,36,16,0,3
2522,36:16:0:2,-0.1653618,36,16,0,2
2523,36:16:0:1,-0.1455761,36,16,0,1
2524,36:16:0:0,-0.02156218,36,16,0,0
2525,36:16:0:7,-0.4589795,36,16,0,7
2526,36:16:0:6,-0.4236103,36,16,0,6
2527,36:16:0:5,-0.4197942,36,16,0,5
2528,36:16:0:4,-0.3087946,36,16,0,4
2529,36:16:0:9,-0.4023533,36,16,0,9
2530,36:16:0:8,-0.4521493,36,16,0,8
2531,27:15:0:3,1.600807,27,15,0,3
2532,33:0:0:4,1985.557,33,0,0,4
2533,3:0:0:8,31639.67,3,0,0,8
2534,3:0:0:9,31940.68,3,0,0,9
2535,3:0:0:6,31019.02,3,0,0,6
2536,3:0:0:7,31353.66,3,0,0,7
2537,3:0:0:4,30401.29,3,0,0,4
2538,3:0:0:5,30685.73,3,0,0,5
2539,3:0:0:2,29905.95,3,0,0,2
2540,3:0:0:3,30155.17,3,0,0,3
2541,3:0:0:0,29302.31,3,0,0,0
2542,3:0:0:1,29610.22,3,0,0,1
2543,33:0:0:7,1995.718,33,0,0,7
2544,0:1:0:8,9933.0,0,1,0,8
2545,33:0:0:0,1987.505,33,0,0,0
2546,33:0:0:1,1991.169,33,0,0,1
2547,9:6:0:2,102.038,9,6,0,2
2548,33:0:0:2,1986.848,33,0,0,2
2549,33:0:0:3,1982.603,33,0,0,3
2550,14:9:0:14,0.0,14,9,0,14
2551,31:3:0:15,1333.29,31,3,0,15
2552,31:3:0:14,1335.74,31,3,0,14
2553,31:3:0:17,1325.217,31,3,0,17
2554,9:6:0:1,100.718,9,6,0,1
2555,31:3:0:11,1350.7,31,3,0,11
2556,31:3:0:10,1358.85,31,3,0,10
2557,31:3:0:13,1338.44,31,3,0,13
2558,31:3:0:12,1342.92,31,3,0,12
2559,14:9:0:12,-45.0,14,9,0,12
2560,31:3:0:19,1315.819,31,3,0,19
2561,31:3:0:18,1320.174,31,3,0,18
2562,9:6:0:7,103.569,9,6,0,7
2563,14:9:0:10,1.0,14,9,0,10
2564,29:3:0:14,305504.5,29,3,0,14
2565,29:3:0:15,307937.9,29,3,0,15
2566,29:3:0:16,310530.8,29,3,0,16
2567,14:9:0:11,4.0,14,9,0,11
2568,29:3:0:10,294349.8,29,3,0,10
2569,29:3:0:11,297064.2,29,3,0,11
2570,29:3:0:12,300000.8,29,3,0,12
2571,29:3:0:13,302881.7,29,3,0,13
2572,0:5:0:16,348.0,0,5,0,16
2573,0:5:0:17,401.0,0,5,0,17
2574,0:5:0:14,390.0,0,5,0,14
2575,0:5:0:15,306.0,0,5,0,15
2576,0:5:0:12,388.0,0,5,0,12
2577,0:5:0:13,460.0,0,5,0,13
2578,0:5:0:10,266.0,0,5,0,10
2579,0:5:0:11,316.0,0,5,0,11
2580,0:5:0:18,390.0,0,5,0,18
2581,13:4:0:2,56904.38,13,4,0,2
2582,13:4:0:3,56909.11,13,4,0,3
2583,13:4:0:0,56844.2,13,4,0,0
2584,13:4:0:1,56876.36,13,4,0,1
2585,13:4:0:6,56987.51,13,4,0,6
2586,13:4:0:7,57130.51,13,4,0,7
2587,13:4:0:4,56923.52,13,4,0,4
2588,13:4:0:5,56960.69,13,4,0,5
2589,13:4:0:8,57495.9,13,4,0,8
2590,13:4:0:9,57874.75,13,4,0,9
2591,1:11:0:13,3.246291,1,11,0,13
2592,1:11:0:12,3.01429,1,11,0,12
2593,1:11:0:11,3.469252,1,11,0,11
2594,1:11:0:10,6.43414,1,11,0,10
2595,1:11:0:17,5.188499,1,11,0,17
2596,1:11:0:16,3.92736,1,11,0,16
2597,1:11:0:15,2.812372,1,11,0,15
2598,1:11:0:14,1.994409,1,11,0,14
2599,1:11:0:19,9.026069,1,11,0,19
2600,1:11:0:18,6.595185,1,11,0,18
2601,34:2:0:19,23531.67,34,2,0,19
2602,34:2:0:18,23264.04,34,2,0,18
2603,24:12:0:4,9.408998,24,12,0,4
2604,24:12:0:5,9.80165,24,12,0,5
2605,5:11:0:16,5.116347,5,11,0,16
2606,5:11:0:15,5.622864,5,11,0,15
2607,5:11:0:14,5.29566,5,11,0,14
2608,5:11:0:13,7.166782,5,11,0,13
2609,5:11:0:12,5.778316,5,11,0,12
2610,5:11:0:11,3.609899,5,11,0,11
2611,5:11:0:10,2.962303,5,11,0,10
2612,30:7:0:9,86.138,30,7,0,9
2613,24:12:0:6,9.938702,24,12,0,6
2614,24:12:0:7,10.0814,24,12,0,7
2615,5:12:0:0,13.37537,5,12,0,0
2616,5:12:0:1,12.85146,5,12,0,1
2617,5:12:0:2,12.79851,5,12,0,2
2618,5:12:0:3,12.47347,5,12,0,3
2619,5:12:0:4,12.40185,5,12,0,4
2620,5:12:0:5,12.54799,5,12,0,5
2621,5:12:0:6,12.13026,5,12,0,6
2622,5:12:0:7,11.90476,5,12,0,7
2623,5:12:0:8,12.05713,5,12,0,8
2624,5:12:0:9,11.84198,5,12,0,9
2625,24:12:0:0,9.138041,24,12,0,0
2626,0:9:0:0,107.0,0,9,0,0
2627,0:9:0:1,97.0,0,9,0,1
2628,0:9:0:2,72.0,0,9,0,2
2629,0:9:0:3,89.0,0,9,0,3
2630,0:9:0:4,104.0,0,9,0,4
2631,0:9:0:5,111.0,0,9,0,5
2632,0:9:0:6,136.0,0,9,0,6
2633,0:9:0:7,110.0,0,9,0,7
2634,0:9:0:8,110.0,0,9,0,8
2635,0:9:0:9,106.0,0,9,0,9
2636,24:12:0:1,9.100059,24,12,0,1
2637,6:8:0:19,5.0,6,8,0,19
2638,6:8:0:18,6.0,6,8,0,18
2639,6:8:0:13,11.0,6,8,0,13
2640,6:8:0:12,10.0,6,8,0,12
2641,6:8:0:11,11.0,6,8,0,11
2642,6:8:0:10,10.0,6,8,0,10
2643,6:8:0:17,8.0,6,8,0,17
2644,6:8:0:16,10.0,6,8,0,16
2645,6:8:0:15,10.0,6,8,0,15
2646,6:8:0:14,10.0,6,8,0,14
2647,24:12:0:2,9.211783,24,12,0,2
2648,11:8:0:2,2.307,11,8,0,2
2649,23:7:0:12,54.0,23,7,0,12
2650,23:7:0:13,53.0,23,7,0,13
2651,23:7:0:10,53.475,23,7,0,10
2652,24:10:0:10,129.8396,24,10,0,10
2653,24:10:0:11,126.659,24,10,0,11
2654,24:10:0:12,125.5105,24,10,0,12
2655,23:7:0:11,53.301,23,7,0,11
2656,24:10:0:14,123.9972,24,10,0,14
2657,24:10:0:15,118.2102,24,10,0,15
2658,24:10:0:16,104.2036,24,10,0,16
2659,24:10:0:17,5.30031e-08,24,10,0,17
2660,24:10:0:18,0.0,24,10,0,18
2661,23:7:0:16,51.903,23,7,0,16
2662,23:7:0:17,52.437,23,7,0,17
2663,0:1:0:4,9472.0,0,1,0,4
2664,23:13:0:1,9.535187,23,13,0,1
2665,23:13:0:2,9.682553,23,13,0,2
2666,23:13:0:3,9.861023,23,13,0,3
2667,23:13:0:4,9.711232,23,13,0,4
2668,23:7:0:14,52.913,23,7,0,14
2669,10:5:0:18,-32.0,10,5,0,18
2670,10:5:0:19,-28.0,10,5,0,19
2671,10:5:0:16,-54.0,10,5,0,16
2672,10:5:0:17,-23.0,10,5,0,17
2673,10:5:0:14,-17.0,10,5,0,14
2674,10:5:0:15,-28.0,10,5,0,15
2675,10:5:0:12,-21.0,10,5,0,12
2676,10:5:0:13,-14.0,10,5,0,13
2677,10:5:0:10,-21.0,10,5,0,10
2678,10:5:0:11,-11.0,10,5,0,11
2679,5:12:0:12,11.73685,5,12,0,12
2680,5:12:0:13,11.84291,5,12,0,13
2681,5:12:0:10,11.85106,5,12,0,10
2682,5:12:0:11,11.95213,5,12,0,11
2683,5:12:0:16,10.59919,5,12,0,16
2684,5:12:0:14,11.37931,5,12,0,14
2685,5:12:0:15,11.43563,5,12,0,15
2686,19:9:0:15,10.5,19,9,0,15
2687,19:9:0:14,21.3,19,9,0,14
2688,19:9:0:17,-1.2,19,9,0,17
2689,19:9:0:16,-1.9,19,9,0,16
2690,19:9:0:11,14.6,19,9,0,11
2691,19:9:0:10,7.0,19,9,0,10
2692,19:9:0:13,3.8,19,9,0,13
2693,19:9:0:12,5.5,19,9,0,12
2694,20:11:0:9,6.316019,20,11,0,9
2695,20:11:0:8,5.477051,20,11,0,8
2696,19:9:0:19,50.9,19,9,0,19
2697,19:9:0:18,22.5,19,9,0,18
2698,26:1:0:16,4012.559,26,1,0,16
2699,26:4:0:2,7096.465,26,4,0,2
2700,15:9:0:9,-48.913,15,9,0,9
2701,15:9:0:8,-42.413,15,9,0,8
2702,15:9:0:5,8.123,15,9,0,5
2703,15:9:0:7,-16.255,15,9,0,7
2704,15:9:0:6,-32.209,15,9,0,6
2705,25:8:0:19,26.0,25,8,0,19
2706,25:8:0:18,24.0,25,8,0,18
2707,26:4:0:3,7123.537,26,4,0,3
2708,25:8:0:11,15.0,25,8,0,11
2709,25:8:0:10,9.0,25,8,0,10
2710,25:8:0:13,18.0,25,8,0,13
2711,25:8:0:12,15.0,25,8,0,12
2712,25:8:0:15,26.0,25,8,0,15
2713,25:8:0:14,22.0,25,8,0,14
2714,25:8:0:17,21.0,25,8,0,17
2715,25:8:0:16,22.0,25,8,0,16
2716,26:1:0:14,3935.21,26,1,0,14
2717,24:2:0:8,20738.0,24,2,0,8
2718,16:15:0:17,18.83417,16,15,0,17
2719,24:2:0:6,19973.04,24,2,0,6
2720,24:2:0:7,20326.85,24,2,0,7
2721,24:2:0:4,19777.14,24,2,0,4
2722,7:15:0:9,1.728841,7,15,0,9
2723,7:15:0:8,1.658275,7,15,0,8
2724,24:2:0:5,19868.64,24,2,0,5
2725,7:15:0:1,0.603178,7,15,0,1
2726,7:15:0:0,0.6915122,7,15,0,0
2727,7:15:0:3,0.7705771,7,15,0,3
2728,7:15:0:2,0.6871968,7,15,0,2
2729,7:15:0:5,1.185189,7,15,0,5
2730,7:15:0:4,1.02254,7,15,0,4
2731,7:15:0:7,1.586139,7,15,0,7
2732,7:15:0:6,1.429142,7,15,0,6
2733,5:0:0:12,5461.438,5,0,0,12
2734,7:3:0:8,60101.84,7,3,0,8
2735,5:0:0:10,5419.432,5,0,0,10
2736,5:0:0:11,5437.271,5,0,0,11
2737,14:11:0:8,0.7207292,14,11,0,8
2738,5:0:0:17,5591.572,5,0,0,17
2739,5:0:0:14,5523.095,5,0,0,14
2740,5:0:0:15,5547.683,5,0,0,15
2741,7:3:0:1,57935.96,7,3,0,1
2742,14:11:0:5,0.4777451,14,11,0,5
2743,5:0:0:18,5614.932,5,0,0,18
2744,7:3:0:2,58116.02,7,3,0,2
2745,7:3:0:5,58858.0,7,3,0,5
2746,7:3:0:4,58496.61,7,3,0,4
2747,7:3:0:7,59685.9,7,3,0,7
2748,7:3:0:6,59266.57,7,3,0,6
2749,38:0:0:17,246864.2,38,0,0,17
2750,38:0:0:16,243801.6,38,0,0,16
2751,38:0:0:15,240676.5,38,0,0,15
2752,38:0:0:14,237486.9,38,0,0,14
2753,38:0:0:13,234243.5,38,0,0,13
2754,38:0:0:12,230972.8,38,0,0,12
2755,38:0:0:11,227709.8,38,0,0,11
2756,38:0:0:10,224480.9,38,0,0,10
2757,1:0:0:11,8267.948,1,0,0,11
2758,38:0:0:18,249865.6,38,0,0,18
2759,24:15:0:16,-0.8065095,24,15,0,16
2760,22:6:0:16,97.0,22,6,0,16
2761,22:6:0:17,90.0,22,6,0,17
2762,22:6:0:14,99.0,22,6,0,14
2763,22:6:0:15,101.0,22,6,0,15
2764,22:6:0:12,102.0,22,6,0,12
2765,1:0:0:18,8468.57,1,0,0,18
2766,22:6:0:10,109.0,22,6,0,10
2767,22:6:0:11,105.0,22,6,0,11
2768,34:6:0:3,720.984,34,6,0,3
2769,34:6:0:5,752.834,34,6,0,5
2770,26:4:0:4,7164.444,26,4,0,4
2771,22:6:0:18,83.0,22,6,0,18
2772,34:6:0:6,724.319,34,6,0,6
2773,20:3:0:3,4417.0,20,3,0,3
2774,20:3:0:2,4392.0,20,3,0,2
2775,20:3:0:1,4370.0,20,3,0,1
2776,20:3:0:0,4348.0,20,3,0,0
2777,20:3:0:7,4524.0,20,3,0,7
2778,20:3:0:6,4503.0,20,3,0,6
2779,20:3:0:5,4478.0,20,3,0,5
2780,20:3:0:4,4445.0,20,3,0,4
2781,20:3:0:9,4577.0,20,3,0,9
2782,20:3:0:8,4552.0,20,3,0,8
2783,11:11:0:7,6.594255,11,11,0,7
2784,11:11:0:6,11.27846,11,11,0,6
2785,11:11:0:5,15.33401,11,11,0,5
2786,11:11:0:4,11.97633,11,11,0,4
2787,11:11:0:3,12.91319,11,11,0,3
2788,11:11:0:2,3.594182,11,11,0,2
2789,11:11:0:1,7.407407,11,11,0,1
2790,11:11:0:0,7.462687,11,11,0,0
2791,11:11:0:9,10.29535,11,11,0,9
2792,11:11:0:8,7.249918,11,11,0,8
2793,11:10:0:10,0.004,11,10,0,10
2794,11:10:0:11,0.012,11,10,0,11
2795,11:10:0:12,0.27,11,10,0,12
2796,11:10:0:13,0.095,11,10,0,13
2797,11:10:0:14,-0.083,11,10,0,14
2798,11:10:0:15,0.073,11,10,0,15
2799,0:7:0:13,142.0,0,7,0,13
2800,12:9:0:8,32.0,12,9,0,8
2801,12:9:0:9,49.0,12,9,0,9
2802,12:9:0:2,18.0,12,9,0,2
2803,12:9:0:3,17.0,12,9,0,3
2804,12:9:0:0,6.0,12,9,0,0
2805,12:9:0:1,16.0,12,9,0,1
2806,12:9:0:6,39.0,12,9,0,6
2807,12:9:0:7,33.0,12,9,0,7
2808,12:9:0:4,24.0,12,9,0,4
2809,12:9:0:5,31.0,12,9,0,5
2810,0:7:0:14,142.0,0,7,0,14
2811,28:16:0:9,0.5271406,28,16,0,9
2812,28:2:0:8,28759.84,28,2,0,8
2813,31:7:0:14,16.081,31,7,0,14
2814,28:2:0:9,28924.87,28,2,0,9
2815,26:4:0:8,7364.148,26,4,0,8
2816,0:7:0:15,143.0,0,7,0,15
2817,27:4:0:7,66402.0,27,4,0,7
2818,27:4:0:6,65603.0,27,4,0,6
2819,27:4:0:5,64729.0,27,4,0,5
2820,27:4:0:4,63808.0,27,4,0,4
2821,27:4:0:3,62914.0,27,4,0,3
2822,27:4:0:2,62023.0,27,4,0,2
2823,27:4:0:1,61126.5,27,4,0,1
2824,27:4:0:0,60213.5,27,4,0,0
2825,37:16:0:0,1.848981,37,16,0,0
2826,27:4:0:9,68010.0,27,4,0,9
2827,27:4:0:8,67187.0,27,4,0,8
2828,26:4:0:9,7415.102,26,4,0,9
2829,28:2:0:3,28458.0,28,2,0,3
2830,28:2:0:6,28832.0,28,2,0,6
2831,37:16:0:1,1.814516,37,16,0,1
2832,28:2:0:7,28614.23,28,2,0,7
2833,28:2:0:5,28690.0,28,2,0,5
2834,6:12:0:1,11.9036,6,12,0,1
2835,6:12:0:0,12.33359,6,12,0,0
2836,6:12:0:3,11.06044,6,12,0,3
2837,6:12:0:2,11.47972,6,12,0,2
2838,6:12:0:5,11.01236,6,12,0,5
2839,6:12:0:4,11.22834,6,12,0,4
2840,6:12:0:7,10.57591,6,12,0,7
2841,6:12:0:6,10.79414,6,12,0,6
2842,6:12:0:9,11.09411,6,12,0,9
2843,6:12:0:8,10.93525,6,12,0,8
2844,26:0:0:3,7110.002,26,0,0,3
2845,28:16:0:5,0.3442165,28,16,0,5
2846,29:3:0:8,289129.8,29,3,0,8
2847,29:3:0:9,291688.7,29,3,0,9
2848,29:3:0:6,283692.6,29,3,0,6
2849,29:3:0:7,286444.0,29,3,0,7
2850,29:3:0:4,277533.5,29,3,0,4
2851,29:3:0:5,280726.1,29,3,0,5
2852,29:3:0:2,271094.3,29,3,0,2
2853,29:3:0:3,274365.4,29,3,0,3
2854,29:3:0:0,264753.7,29,3,0,0
2855,29:3:0:1,267881.0,29,3,0,1
2856,0:9:0:18,232.0,0,9,0,18
2857,0:9:0:12,244.0,0,9,0,12
2858,0:9:0:13,316.0,0,9,0,13
2859,0:9:0:10,137.0,0,9,0,10
2860,0:9:0:11,182.0,0,9,0,11
2861,0:9:0:16,206.0,0,9,0,16
2862,0:9:0:17,237.0,0,9,0,17
2863,0:9:0:14,247.0,0,9,0,14
2864,0:9:0:15,172.0,0,9,0,15
2865,27:6:0:5,1389.0,27,6,0,5
2866,27:6:0:4,1313.0,27,6,0,4
2867,27:6:0:7,1230.0,27,6,0,7
2868,27:6:0:6,1323.0,27,6,0,6
2869,27:6:0:1,1320.0,27,6,0,1
2870,27:6:0:0,1322.0,27,6,0,0
2871,27:6:0:3,1318.0,27,6,0,3
2872,27:6:0:2,1317.0,27,6,0,2
2873,27:6:0:9,1222.0,27,6,0,9
2874,27:6:0:8,1199.0,27,6,0,8
2875,28:16:0:0,0.2817048,28,16,0,0
2876,29:4:0:4,280726.1,29,4,0,4
2877,26:0:0:14,7743.831,26,0,0,14
2878,26:0:0:15,7827.97,26,0,0,15
2879,26:0:0:16,7912.398,26,0,0,16
2880,26:0:0:17,7996.861,26,0,0,17
2881,26:0:0:10,7437.115,26,0,0,10
2882,26:0:0:11,7483.934,26,0,0,11
2883,26:0:0:12,7551.117,26,0,0,12
