"","","","","","","January","January","February","February","March","March","April","April","May","May","June","June","July","July","August","August","September","September","October","October","November","November","December","December","Total","Total","","","","","",""
"Australia(*)","1","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","477,888","80.0","106,764","18.6","0","0.0","216,504","37.2","110,819","18.6","0","0.0","0","0.0","323,288","55.5","3,472,687","723.8","4,707,950","933.8","974","1,204","US","AS","0405102000",""
"Australia(*)","2","0405100500","BUTTER, NQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","49,809","19.2","284,972","89.3","140,926","56.8","0","0.0","0","0.0","475,707","165.4","","","US","AS","0405100500",""
"Australia(*)","3","0405101000","BUTTER, QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","527,167","199.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","527,167","199.1","","","US","AS","0405101000",""
"Australia(*)","3","0405101000","BUTTER, QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","107,051","18.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","107,051","18.6","","","US","AS","0405101000",""
"Australia(*)","4","0405902020","AMF, OQT","2015-2015","MT","554,800","152.0","832,200","228.0","0","0.0","0","0.0","0","0.0","0","0.0","518,700","133.0","2,739,828","702.5","0","0.0","0","0.0","0","0.0","0","0.0","4,645,528","1,215.5","","","US","AS","0405902020",""
"Australia(*)","4","0405902020","AMF, OQT","2016-2016","MT","324,550","95.0","1,440,740","418.0","1,025,578","300.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,790,868","813.2","","","US","AS","0405902020",""
"Australia(*)","4","0405902020","AMF, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","112,495","18.9","0","0.0","0","0.0","0","0.0","121,994","18.6","234,489","37.5","","","US","AS","0405902020",""
"Australia(*)","5","0405902040","OMLK-FAT,OQT","2016-2016","MT","649,100","190.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","649,100","190.0","","","US","AS","0405902040",""
"Australia(*)","5","0405902040","OMLK-FAT,OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","936,897","144.0","0","0.0","0","0.0","0","0.0","936,897","144.0","","","US","AS","0405902040",""
"Mexico","1","0405902020","AMF, OQT","2015-2015","MT","1,074,727","265.1","1,398,965","340.6","2,436,430","586.4","3,560,617","851.1","3,703,277","889.1","2,756,867","662.3","4,998,246","1,229.5","1,945,037","491.9","364,485","94.5","1,148,617","302.9","1,159,957","302.9","1,940,879","511.3","26,488,104","6,527.6","67","69","US","MX","0405902020",""
"Mexico","1","0405902020","AMF, OQT","2016-2016","MT","3,494,454","889.2","3,494,428","889.7","4,196,337","1,078.9","3,626,000","946.4","3,246,318","773.4","3,919,132","924.0","3,594,762","858.3","5,494,156","1,304.0","3,631,295","869.8","3,052,090","746.0","2,122,215","510.6","1,012,320","236.5","40,883,507","10,026.8","-52","-54","US","MX","0405902020",""
"Mexico","1","0405902020","AMF, OQT","2017-2017","MT","859,005","207.9","1,203,301","283.2","1,561,995","349.9","3,487,050","642.6","2,518,425","453.6","2,560,275","472.5","2,825,520","557.2","4,322,430","737.1","882,630","151.2","1,929,282","330.4","2,466,450","396.9","6,057,450","926.1","30,673,813","5,508.6","146","133","US","MX","0405902020",""
"Mexico","1","0405902020","AMF, OQT","2018-2018","MT","3,061,935","472.5","2,589,910","420.5","2,190,190","359.2","4,983,675","815.6","11,236,982","1,842.0","5,489,520","907.0","3,849,615","624.6","3,835,755","623.7","1,294,650","207.9","2,624,096","419.6","687,960","113.4","2,004,105","327.0","43,848,393","7,132.9","191","188","US","MX","0405902020",""
"Mexico","2","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","13,685","7.2","345,095","92.5","463,007","133.8","852,448","246.2","131,250","39.2","0","0.0","471,119","131.8","582,426","152.3","2,859,030","803.0","24","16","US","MX","0405102000",""
"Mexico","2","0405102000","BUTTER, OQT","2016-2016","MT","368,254","91.0","730,716","189.0","944,424","247.0","764,592","210.3","974,108","266.0","804,902","209.0","351,500","95.0","351,500","95.4","140,600","38.0","66,600","18.4","0","0.0","209,684","48.5","5,706,880","1,507.6","","","US","MX","0405102000",""
"Mexico","2","0405102000","BUTTER, OQT","2017-2017","MT","501,600","114.0","254,879","58.2","433,553","99.0","105,088","22.2","429,504","98.7","508,700","115.2","308,372","65.0","0","0.0","0","0.0","0","0.0","55,131","10.2","0","0.0","2,596,827","582.7","","","US","MX","0405102000",""
"Mexico","2","0405102000","BUTTER, OQT","2018-2018","MT","11,654","2.0","16,279","3.1","0","0.0","167,200","38.8","790,177","178.2","344,979","76.2","612,418","130.2","119,802","26.1","25,825","5.0","96,808","18.1","454,226","99.7","284,920","55.8","2,924,288","633.0","-37","-44","US","MX","0405102000",""
"Mexico","3","0405100500","BUTTER, NQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,888","1.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,888","1.6","","","US","MX","0405100500",""
"Mexico","3","0405100500","BUTTER, NQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","60,882","15.4","0","0.0","122,593","34.2","61,500","17.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","244,975","66.7","","","US","MX","0405100500",""
"Mexico","4","0405203000","BUT LITE>45% OQT","2016-2016","MT","0","0.0","0","0.0","75,600","18.9","75,600","18.9","75,600","18.9","151,200","37.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","378,000","94.5","","","US","MX","0405203000",""
"Mexico","5","0405204000","BUT SUB<45% NQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","23,689","2.0","18,828","1.6","33,258","2.9","25,583","2.3","0","0.0","0","0.0","25,583","2.3","51,422","4.3","0","0.0","178,363","15.4","","","US","MX","0405204000",""
"Mexico","5","0405204000","BUT SUB<45% NQT","2018-2018","MT","25,583","2.0","0","0.0","26,733","2.3","52,936","4.5","0","0.0","52,936","4.5","26,468","2.3","0","0.0","0","0.0","26,468","2.3","26,468","2.3","0","0.0","237,592","20.2","","","US","MX","0405204000",""
"Mexico","6","0405900520","AMF, NQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","54,720","82.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","54,720","82.3","","","US","MX","0405900520",""
"France(*)","1","0405102000","BUTTER, OQT","2015-2015","MT","1,409,285","275.4","1,211,491","244.9","142,546","19.6","288,591","57.0","1,989,478","401.1","1,531,199","313.1","565,542","111.8","1,032,579","207.6","674,729","132.2","190,528","27.7","733,238","136.5","664,593","126.2","10,433,799","2,053.2","-9","-8","US","FR","0405102000",""
"France(*)","1","0405102000","BUTTER, OQT","2016-2016","MT","666,534","135.1","565,139","114.0","227,690","43.4","130,407","24.2","170,341","29.0","217,366","40.1","418,735","78.7","846,794","170.2","517,277","102.1","648,307","140.7","629,958","149.7","138,209","34.5","5,176,757","1,061.7","-78","-77","US","FR","0405102000",""
"France(*)","1","0405102000","BUTTER, OQT","2017-2017","MT","424,478","86.9","568,340","109.9","452,624","85.6","329,576","58.4","241,532","40.9","228,796","39.3","245,974","40.6","146,013","21.7","161,439","19.9","360,413","68.9","279,802","46.2","741,379","120.1","4,180,366","738.3","165","160","US","FR","0405102000",""
"France(*)","1","0405102000","BUTTER, OQT","2018-2018","MT","329,104","46.6","233,113","35.3","164,813","19.0","896,630","134.2","364,219","57.5","303,528","38.5","245,843","29.4","473,197","74.6","191,683","22.9","258,711","33.1","279,376","39.2","552,794","77.1","4,293,011","607.3","98","97","US","FR","0405102000",""
"France(*)","2","0405101000","BUTTER, QT","2015-2015","MT","722,019","106.8","1,300,112","246.7","2,222,583","440.5","1,514,904","303.0","1,584,714","306.6","785,829","140.5","205,946","32.9","220,575","36.9","531,579","91.2","1,125,773","214.4","325,734","52.6","193,689","32.0","10,733,457","2,004.2","-41","-39","US","FR","0405101000",""
"France(*)","2","0405101000","BUTTER, QT","2016-2016","MT","571,898","98.2","642,381","107.5","1,118,213","197.1","563,788","96.3","868,480","148.3","455,059","76.0","705,564","120.6","611,934","104.6","204,520","31.0","306,942","47.2","416,760","66.1","116,029","19.2","6,581,568","1,112.0","-72","-71","US","FR","0405101000",""
"France(*)","2","0405101000","BUTTER, QT","2017-2017","MT","428,793","76.9","448,371","79.0","676,599","113.3","744,040","129.0","651,100","106.3","772,685","130.5","1,537,830","252.5","979,852","158.6","659,130","99.9","1,085,771","156.9","889,773","137.1","595,936","83.3","9,469,880","1,523.3","-33","-39","US","FR","0405101000",""
"France(*)","2","0405101000","BUTTER, QT","2018-2018","MT","889,610","120.3","922,371","138.7","898,294","129.3","926,584","125.1","884,584","126.5","806,977","109.8","966,111","144.2","892,138","128.3","1,114,530","164.3","1,081,189","160.6","594,837","84.4","507,413","76.9","10,484,638","1,508.4","-15","-9","US","FR","0405101000",""
"France(*)","3","0405204000","BUT SUB<45% NQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,639","1.2","0","0.0","0","0.0","0","0.0","0","0.0","8,013","0.7","0","0.0","16,652","1.9","","","US","FR","0405204000",""
"France(*)","3","0405204000","BUT SUB<45% NQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,874","0.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,874","0.6","","","US","FR","0405204000",""
"France(*)","3","0405204000","BUT SUB<45% NQT","2017-2017","MT","0","0.0","0","0.0","9,216","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,216","1.0","","","US","FR","0405204000",""
"France(*)","4","0405900540","OMLKFAT NQT","2015-2015","MT","0","0.0","30,922","6.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","30,922","6.3","","","US","FR","0405900540",""
"France(*)","5","0405901020","AMF, QT","2015-2015","MT","75,409","14.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","75,409","14.0","","","US","FR","0405901020",""
"France(*)","5","0405901020","AMF, QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","85,435","13.6","94,070","14.8","179,505","28.3","10","9","US","FR","0405901020",""
"France(*)","5","0405901020","AMF, QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","99,620","33.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","94,066","12.3","0","0.0","193,686","46.2","","","US","FR","0405901020",""
"France(*)","6","0405902020","AMF, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","42,000","3.4","66,086","14.0","0","0.0","108,086","17.3","","","US","FR","0405902020",""
"France(*)","6","0405902020","AMF, OQT","2016-2016","MT","0","0.0","42,000","3.4","0","0.0","0","0.0","42,000","3.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","84,000","6.7","","","US","FR","0405902020",""
"France(*)","6","0405902020","AMF, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","42,000","14.0","0","0.0","0","0.0","42,000","14.0","0","0.0","0","0.0","0","0.0","0","0.0","84,000","28.0","","","US","FR","0405902020",""
"France(*)","6","0405902020","AMF, OQT","2018-2018","MT","0","0.0","0","0.0","42,000","14.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","45,360","15.1","0","0.0","0","0.0","0","0.0","87,360","29.1","","","US","FR","0405902020",""
"Canada","1","0405901020","AMF, QT","2015-2015","MT","143,116","32.1","143,178","32.3","162,319","36.8","122,923","27.9","92,705","21.0","143,693","32.7","125,484","28.5","72,624","16.5","79,388","18.0","0","0.0","0","0.0","2,738","0.6","1,088,168","246.5","","","US","CA","0405901020",""
"Canada","1","0405901020","AMF, QT","2016-2016","MT","135,155","30.7","160,523","36.4","184,182","41.8","188,869","42.9","232,054","52.7","172,163","39.1","138,762","31.8","231,092","52.5","295,887","67.2","341,494","77.5","355,714","80.7","414,816","94.1","2,850,711","647.3","17","17","US","CA","0405901020",""
"Canada","1","0405901020","AMF, QT","2017-2017","MT","0","0.0","151,281","34.3","266,697","60.5","215,471","49.2","320,093","72.7","233,035","52.9","209,201","47.6","344,072","78.1","442,741","100.6","377,640","86.0","330,072","74.9","611,065","138.6","3,501,368","795.4","85","85","US","CA","0405901020",""
"Canada","1","0405901020","AMF, QT","2018-2018","MT","23,767","5.4","0","0.0","230,766","52.4","227,967","51.7","110,185","15.1","39,172","5.1","498,981","64.4","693,332","89.5","904,033","116.7","901,591","116.9","852,427","110.8","628,774","81.1","5,110,995","709.0","-26","-27","US","CA","0405901020",""
"Canada","2","0405101000","BUTTER, QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,600","0.3","3,600","0.3","","","US","CA","0405101000",""
"Canada","2","0405101000","BUTTER, QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","3,725","0.3","0","0.0","0","0.0","0","0.0","0","0.0","3,699","0.3","7,398","0.6","5,892","0.8","20,714","2.0","-20","42","US","CA","0405101000",""
"Canada","2","0405101000","BUTTER, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,038","0.3","3,987","0.3","3,987","0.3","0","0.0","12,012","0.9","","","US","CA","0405101000",""
"Canada","2","0405101000","BUTTER, QT","2018-2018","MT","0","0.0","2,990","0.3","6,180","0.5","0","0.0","4,622","0.4","0","0.0","0","0.0","0","0.0","0","0.0","3,697","0.4","2,465","0.2","2,465","0.2","22,419","2.2","","0","US","CA","0405101000",""
"Canada","3","0405102000","BUTTER, OQT","2015-2015","MT","13,315","1.7","0","0.0","11,130","1.0","6,180","3.4","0","0.0","7,846","1.2","16,968","1.9","3,960","0.2","15,262","4.4","2,352","0.1","10,029","1.3","0","0.0","87,042","15.3","","","US","CA","0405102000",""
"Canada","3","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","8,474","3.4","2,935","0.5","0","0.0","7,579","1.4","0","0.0","9,888","0.5","0","0.0","4,685","0.3","32,480","2.1","0","0.0","19,862","2.2","85,903","10.2","","","US","CA","0405102000",""
"Canada","3","0405102000","BUTTER, OQT","2017-2017","MT","0","0.0","0","0.0","8,640","1.0","0","0.0","11,249","2.2","46,783","9.4","12,555","2.5","11,585","2.3","0","0.0","0","0.0","0","0.0","2,051","0.1","92,863","17.7","","","US","CA","0405102000",""
"Canada","3","0405102000","BUTTER, OQT","2018-2018","MT","14,816","2.8","0","0.0","2,220","0.3","24,058","4.8","0","0.0","0","0.0","0","0.0","6,294","0.6","0","0.0","0","0.0","0","0.0","0","0.0","47,388","8.5","","","US","CA","0405102000",""
"Canada","4","0405204000","BUT SUB<45% NQT","2015-2015","MT","361,760","147.2","0","0.0","0","0.0","1,040,060","423.2","46,028","34.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1,447,848","604.6","","","US","CA","0405204000",""
"Canada","5","0405901040","OMLK-FAT, QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","116,064","174.5","0","0.0","0","0.0","116,064","174.5","","","US","CA","0405901040",""
"Canada","6","0405902020","AMF, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","417,037","61.3","216,304","30.3","229,523","30.8","862,864","122.4","6","2","US","CA","0405902020",""
"Canada","6","0405902020","AMF, OQT","2016-2016","MT","2,477","0.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,477","0.3","","","US","CA","0405902020",""
"Canada","7","0405902040","OMLK-FAT,OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","98,955","15.0","70,068","9.9","193,012","29.5","7,173","0.9","0","0.0","369,208","55.3","","","US","CA","0405902040",""
"Canada","7","0405902040","OMLK-FAT,OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,300","0.8","0","0.0","4,300","0.8","","","US","CA","0405902040",""
"Canada","7","0405902040","OMLK-FAT,OQT","2018-2018","MT","3,576","0.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,576","0.7","","","US","CA","0405902040",""
"India","1","0405901040","OMLK-FAT, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","58,280","87.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","58,280","87.6","","","US","IN","0405901040",""
"India","1","0405901040","OMLK-FAT, QT","2018-2018","MT","0","0.0","0","0.0","338,684","509.1","514,349","773.2","344,661","518.1","172,760","259.7","312,033","469.1","511,419","768.8","339,350","510.1","516,777","776.8","344,731","518.2","346,402","520.7","3,741,166","5,623.8","","0","US","IN","0405901040",""
"India","2","0405101000","BUTTER, QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","70,900","14.0","77,915","14.0","111,218","20.0","111,751","20.0","111,045","20.0","0","0.0","482,829","88.0","","","US","IN","0405101000",""
"India","2","0405101000","BUTTER, QT","2016-2016","MT","71,000","14.0","0","0.0","0","0.0","0","0.0","100,200","20.0","75,400","15.0","150,700","30.0","70,200","14.0","0","0.0","70,950","14.0","0","0.0","102,000","20.0","640,450","127.0","","","US","IN","0405101000",""
"India","2","0405101000","BUTTER, QT","2017-2017","MT","0","0.0","102,400","20.0","102,300","20.0","102,351","20.0","102,400","20.0","102,600","20.0","112,650","20.0","112,600","20.0","112,600","20.0","56,200","10.0","0","0.0","111,803","20.0","1,017,904","190.0","","","US","IN","0405101000",""
"India","2","0405101000","BUTTER, QT","2018-2018","MT","0","0.0","188,700","34.0","0","0.0","163,717","29.2","112,100","20.0","61,625","11.0","0","0.0","136,235","24.8","183,750","34.0","0","0.0","121,071","22.4","48,525","9.0","1,015,723","184.4","-60","-60","US","IN","0405101000",""
"India","3","0405902020","AMF, OQT","2015-2015","MT","59,380","3.9","0","0.0","50,254","5.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","58,176","11.4","0","0.0","0","0.0","0","0.0","167,810","20.4","","","US","IN","0405902020",""
"India","3","0405902020","AMF, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","21,248","3.5","0","0.0","63,519","9.0","0","0.0","0","0.0","57,937","8.3","63,618","9.1","66,961","9.6","39,558","5.5","312,841","45.0","-41","-43","US","IN","0405902020",""
"India","3","0405902020","AMF, OQT","2018-2018","MT","165,463","23.0","16,984","2.4","26,291","3.6","0","0.0","22,984","3.1","4,100","0.6","43,605","5.2","13,705","1.9","4,176","0.3","10,390","1.4","104,314","16.1","21,000","3.6","433,012","61.2","-80","-78","US","IN","0405902020",""
"India","4","0405902040","OMLK-FAT,OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","6,148","0.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,141","0.7","6,725","0.8","17,014","2.4","62","8","US","IN","0405902040",""
"India","4","0405902040","OMLK-FAT,OQT","2016-2016","MT","0","0.0","6,725","0.8","2,130","0.4","3,018","0.3","0","0.0","5,200","0.6","0","0.0","6,011","0.8","0","0.0","130,591","16.6","5,000","0.7","0","0.0","158,675","20.2","","","US","IN","0405902040",""
"India","4","0405902040","OMLK-FAT,OQT","2017-2017","MT","118,728","23.6","0","0.0","0","0.0","2,027","0.3","147,115","34.8","15,100","8.6","131,476","18.0","0","0.0","0","0.0","171,012","20.6","171,641","18.4","233,934","27.2","991,033","151.5","36","48","US","IN","0405902040",""
"India","4","0405902040","OMLK-FAT,OQT","2018-2018","MT","504,904","54.1","172,888","18.5","5,611","0.4","0","0.0","51,425","7.2","61,160","8.4","136,878","18.9","2,570","0.4","33,240","4.6","188,281","24.9","10,650","1.8","13,918","1.9","1,181,525","141.1","31","9","US","IN","0405902040",""
"India","5","0405100500","BUTTER, NQT","2016-2016","MT","2,950","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,950","1.0","","","US","IN","0405100500",""
"India","5","0405100500","BUTTER, NQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","122,300","21.0","0","0.0","0","0.0","122,300","21.0","","","US","IN","0405100500",""
"India","5","0405100500","BUTTER, NQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","55,100","9.5","0","0.0","57,110","10.0","0","0.0","73,625","13.5","75,013","13.8","0","0.0","0","0.0","260,848","46.8","","","US","IN","0405100500",""
"India","6","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","31,617","4.9","15,300","2.2","0","0.0","11,559","1.7","7,668","1.2","7,668","1.2","0","0.0","14,760","2.4","10,200","1.8","0","0.0","0","0.0","98,772","15.4","","","US","IN","0405102000",""
"India","6","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","14,762","1.9","0","0.0","0","0.0","0","0.0","14,762","1.9","","","US","IN","0405102000",""
"India","6","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","9,943","0.4","49,992","9.0","0","0.0","50,100","9.0","0","0.0","0","0.0","0","0.0","7,395","2.0","0","0.0","33,700","6.0","0","0.0","151,130","26.4","","","US","IN","0405102000",""
"India","7","0405208000","DAI SPD OTH NQ","2015-2015","MT","0","0.0","16,210","3.8","19,870","3.2","29,278","3.4","11,840","1.9","27,319","4.3","23,400","3.3","61,026","9.9","4,156","0.4","64,875","17.1","0","0.0","58,500","8.3","316,474","55.6","","","US","IN","0405208000",""
"India","7","0405208000","DAI SPD OTH NQ","2016-2016","MT","28,490","3.9","0","0.0","0","0.0","51,720","7.3","3,630","0.6","45,900","6.6","0","0.0","71,150","10.4","56,610","8.0","42,957","7.2","55,119","8.1","0","0.0","355,576","52.1","","","US","IN","0405208000",""
"India","7","0405208000","DAI SPD OTH NQ","2017-2017","MT","133,526","21.2","2,308","0.3","41,160","5.6","7,675","1.1","48,924","6.3","7,665","0.9","0","0.0","5,618","0.7","218,542","22.1","0","0.0","101,556","14.5","92,183","11.2","659,157","84.0","-9","-23","US","IN","0405208000",""
"India","7","0405208000","DAI SPD OTH NQ","2018-2018","MT","86,824","10.0","0","0.0","8,082","0.5","5,572","0.7","81,099","11.5","70,200","12.1","3,838","0.6","0","0.0","2,875","0.6","2,500","0.5","17,978","1.6","0","0.0","278,968","38.0","","","US","IN","0405208000",""
"India","8","0405900520","AMF, NQT","2018-2018","MT","0","0.0","0","0.0","3,380","0.1","2,600","-","0","0.0","0","0.0","3,120","-","0","0.0","0","0.0","0","0.0","2,340","-","0","0.0","11,440","0.2","","","US","IN","0405900520",""
"India","9","0405900540","OMLKFAT NQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","2,222","0.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,222","0.3","","","US","IN","0405900540",""
"India","10","0405901020","AMF, QT","2015-2015","MT","0","0.0","0","0.0","49,455","8.5","0","0.0","46,305","8.0","0","0.0","78,750","13.6","47,880","8.3","0","0.0","0","0.0","0","0.0","0","0.0","222,390","38.4","","","US","IN","0405901020",""
"India","10","0405901020","AMF, QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,275","1.6","34,250","5.4","0","0.0","0","0.0","103,461","16.3","0","0.0","147,986","23.4","","","US","IN","0405901020",""
"India","10","0405901020","AMF, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","24,050","3.8","0","0.0","0","0.0","0","0.0","0","0.0","59,435","8.5","0","0.0","0","0.0","0","0.0","83,485","12.4","","","US","IN","0405901020",""
"India","10","0405901020","AMF, QT","2018-2018","MT","40,393","5.8","0","0.0","0","0.0","12,906","1.9","44,100","6.5","0","0.0","22,040","3.2","21,120","3.5","0","0.0","61,952","14.1","92,054","14.1","0","0.0","294,565","49.0","","","US","IN","0405901020",""
"Finland","1","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","241,412","70.7","223,148","65.6","0","0.0","464,560","136.3","","","US","FI","0405102000",""
"Finland","1","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","130,588","38.0","179,823","52.3","36,191","10.5","39,346","11.4","49,178","14.3","140,522","40.9","260,604","76.0","65,151","19.0","195,233","57.0","0","0.0","117,525","33.1","1,214,161","352.4","","","US","FI","0405102000",""
"Finland","1","0405102000","BUTTER, OQT","2017-2017","MT","173,931","48.9","65,037","19.0","21,086","6.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","70,970","19.3","331,024","93.9","","","US","FI","0405102000",""
"Finland","1","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","34,563","11.0","149,886","47.9","197,757","62.6","243,112","77.2","625,318","198.7","23","23","US","FI","0405102000",""
"Finland","2","0405101000","BUTTER, QT","2015-2015","MT","34,648","10.0","53,804","15.8","12,411","3.6","0","0.0","72,987","21.4","257,127","75.6","55,787","16.4","48,008","14.3","0","0.0","144,497","42.6","167,361","49.2","111,574","32.8","958,204","281.5","-33","-33","US","FI","0405101000",""
"Finland","2","0405101000","BUTTER, QT","2016-2016","MT","64,864","19.0","38,925","11.4","0","0.0","29,513","8.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","154,946","45.1","383,552","112.1","263,299","76.6","935,099","272.9","-31","-32","US","FI","0405101000",""
"Finland","2","0405101000","BUTTER, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","37,808","11.9","15,658","4.5","60,711","18.8","193,885","60.8","846,724","222.0","732,982","190.9","630,379","170.6","326,028","87.6","211,671","57.7","3,055,846","824.9","-35","-34","US","FI","0405101000",""
"Finland","2","0405101000","BUTTER, QT","2018-2018","MT","58,976","14.5","120,905","29.5","127,548","34.0","200,474","49.1","179,114","44.1","273,433","68.1","301,062","88.6","375,666","119.1","207,744","65.3","352,257","112.0","0","0.0","0","0.0","2,197,179","624.3","","","US","FI","0405101000",""
"Denmark(*)","1","0405101000","BUTTER, QT","2015-2015","MT","105,308","14.4","108,991","13.8","139,231","18.5","77,563","9.8","164,688","21.9","37,987","4.9","105,451","14.1","0","0.0","52,908","6.9","56,017","7.5","17,558","2.9","30,612","7.7","896,314","122.5","74","167","US","DA","0405101000",""
