"","","","","","","January","January","February","February","March","March","April","April","May","May","June","June","July","July","August","August","September","September","October","October","November","November","December","December","Total","Total","","","","","",""
"Denmark(*)","2","0404100500","WHEY_PRO_CON,MOD","2018-2018","MT","0","0.0","362,268","34.8","374,379","36.3","999,768","78.0","346,711","30.6","856,410","69.0","907,197","74.1","553,824","43.2","1,032,651","80.6","683,665","58.2","738,432","57.6","0","0.0","6,855,305","562.3","","","US","DA","0404100500",""
"France(*)","1","0404100500","WHEY_PRO_CON,MOD","2015-2015","MT","0","0.0","2,832","3.0","0","0.0","2,676","3.0","2,704","3.0","3,676","4.0","0","0.0","0","0.0","2,802","3.0","0","0.0","4,750","5.0","0","0.0","19,440","21.0","","","US","FR","0404100500",""
"France(*)","1","0404100500","WHEY_PRO_CON,MOD","2016-2016","MT","0","0.0","0","0.0","3,637","5.0","0","0.0","3,265","5.0","0","0.0","0","0.0","12,035","6.4","23,177","12.0","0","0.0","0","0.0","0","0.0","42,114","28.4","","","US","FR","0404100500",""
"France(*)","1","0404100500","WHEY_PRO_CON,MOD","2017-2017","MT","0","0.0","0","0.0","0","0.0","5,242","6.0","0","0.0","0","0.0","0","0.0","5,834","6.0","0","0.0","0","0.0","0","0.0","5,826","6.0","16,902","18.0","","","US","FR","0404100500",""
"France(*)","1","0404100500","WHEY_PRO_CON,MOD","2018-2018","MT","0","0.0","0","0.0","5,853","6.0","0","0.0","4,420","6.0","0","0.0","0","0.0","0","0.0","4,662","6.0","0","0.0","0","0.0","4,640","6.0","19,575","24.0","","","US","FR","0404100500",""
"Afghanistan","1","0404907000","MLKPRO,OTHER","2018-2018","MT","0","0.0","0","0.0","6,561","1.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,561","1.4","","","US","AF","0404907000",""
"Argentina","1","0404100500","WHEY_PRO_CON,MOD","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","467,438","342.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","467,438","342.0","","","US","AR","0404100500",""
"Argentina","1","0404100500","WHEY_PRO_CON,MOD","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","187,899","176.7","65,311","58.6","0","0.0","0","0.0","177,702","84.6","0","0.0","0","0.0","430,912","319.9","","","US","AR","0404100500",""
"Argentina","1","0404100500","WHEY_PRO_CON,MOD","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","36,075","19.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","36,075","19.5","","","US","AR","0404100500",""
"Australia(*)","1","0404100500","WHEY_PRO_CON,MOD","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","66,677","6.0","104,520","12.0","156,432","18.0","327,629","35.9","50","50","US","AS","0404100500",""
"Australia(*)","1","0404100500","WHEY_PRO_CON,MOD","2016-2016","MT","156,432","18.0","0","0.0","156,780","18.0","0","0.0","0","0.0","156,780","18.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","469,992","54.0","","","US","AS","0404100500",""
"Australia(*)","1","0404100500","WHEY_PRO_CON,MOD","2017-2017","MT","0","0.0","0","0.0","7,950","1.0","156,606","18.0","156,606","18.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","33,845","3.5","0","0.0","355,007","40.5","","","US","AS","0404100500",""
"Australia(*)","1","0404100500","WHEY_PRO_CON,MOD","2018-2018","MT","43,493","4.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,690","1.0","0","0.0","23,783","2.5","0","0.0","31,633","3.5","0","0.0","108,599","11.5","","","US","AS","0404100500",""
"Australia(*)","2","0404901000","MK PC,WHT/NS,NES","2015-2015","MT","0","0.0","0","0.0","650,256","57.0","0","0.0","0","0.0","1,026,030","89.2","0","0.0","0","0.0","0","0.0","655,500","57.0","0","0.0","799,250","69.5","3,131,036","272.8","","","US","AS","0404901000",""
"Australia(*)","2","0404901000","MK PC,WHT/NS,NES","2016-2016","MT","0","0.0","0","0.0","0","0.0","655,500","57.0","436,540","19.2","1,004,837","90.7","0","0.0","156,606","18.0","376,337","37.2","1,029,400","56.0","156,606","18.0","437,000","38.0","4,252,826","334.1","179","111","US","AS","0404901000",""
"Australia(*)","2","0404901000","MK PC,WHT/NS,NES","2017-2017","MT","375,280","37.0","0","0.0","936,041","116.9","1,090,430","94.8","0","0.0","549,930","47.8","0","0.0","0","0.0","310,500","19.0","437,000","19.0","0","0.0","0","0.0","3,699,181","334.6","","","US","AS","0404901000",""
"Australia(*)","2","0404901000","MK PC,WHT/NS,NES","2018-2018","MT","0","0.0","0","0.0","218,270","19.8","218,500","19.0","0","0.0","0","0.0","437,000","38.0","0","0.0","218,500","19.0","0","0.0","0","0.0","0","0.0","1,092,270","95.8","","","US","AS","0404901000",""
"Australia(*)","3","0404907000","MLKPRO,OTHER","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","23,575","0.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","24,047","1.2","47,622","1.5","","","US","AS","0404907000",""
"Australia(*)","3","0404907000","MLKPRO,OTHER","2018-2018","MT","66,482","3.3","0","0.0","0","0.0","0","0.0","13,050","1.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","79,532","4.8","","","US","AS","0404907000",""
"Austria","1","0404901000","MK PC,WHT/NS,NES","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","102,225","16.6","0","0.0","0","0.0","102,225","16.6","","","US","AU","0404901000",""
"China","1","0404100500","WHEY_PRO_CON,MOD","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,000","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,000","1.0","","","US","CH","0404100500",""
"Chile","1","0404109000","WHEY, DRD, QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15,485","19.0","0","0.0","15,485","19.0","","","US","CI","0404109000",""
"Dominican Republic","1","0404907000","MLKPRO,OTHER","2015-2015","MT","0","0.0","11,650","5.8","0","0.0","0","0.0","8,831","0.5","11,624","5.6","0","0.0","9,636","0.4","0","0.0","0","0.0","0","0.0","0","0.0","41,741","12.3","","","US","DR","0404907000",""
"Dominican Republic","1","0404907000","MLKPRO,OTHER","2016-2016","MT","0","0.0","0","0.0","9,972","5.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,829","6.1","18,801","11.3","","","US","DR","0404907000",""
"Ireland","1","0404100500","WHEY_PRO_CON,MOD","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","134,447","15.8","134,447","15.8","0","0.0","268,894","31.7","","","US","EI","0404100500",""
"Ireland","2","0404105090","WHEY,DRD,QT,N/LI","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","14,400","12.0","6,255","6.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20,655","18.4","","","US","EI","0404105090",""
"Ireland","3","0404109000","WHEY, DRD, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,580","0.3","0","0.0","12,357","44.8","0","0.0","0","0.0","0","0.0","17,937","45.1","","","US","EI","0404109000",""
"Ireland","4","0404901000","MK PC,WHT/NS,NES","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,930","0.3","0","0.0","0","0.0","2,930","0.3","","","US","EI","0404901000",""
"Ireland","4","0404901000","MK PC,WHT/NS,NES","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","217,565","27.0","217,565","27.0","","","US","EI","0404901000",""
"Finland","1","0404901000","MK PC,WHT/NS,NES","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,485","0.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,485","0.5","","","US","FI","0404901000",""
"Greece","1","0404100500","WHEY_PRO_CON,MOD","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","286,200","14.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","286,200","14.4","","","US","GR","0404100500",""
"India","1","0404901000","MK PC,WHT/NS,NES","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","494,084","68.0","0","0.0","0","0.0","426,330","68.0","0","0.0","0","0.0","0","0.0","0","0.0","920,414","136.0","","","US","IN","0404901000",""
"India","1","0404901000","MK PC,WHT/NS,NES","2016-2016","MT","0","0.0","569,160","102.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","569,160","102.0","","","US","IN","0404901000",""
"India","1","0404901000","MK PC,WHT/NS,NES","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","219,648","34.0","219,648","34.0","","","US","IN","0404901000",""
"India","1","0404901000","MK PC,WHT/NS,NES","2018-2018","MT","522,754","81.3","312,726","51.0","214,506","34.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","1,049,986","166.3","","","US","IN","0404901000",""
"India","2","0404907000","MLKPRO,OTHER","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,040","0.1","0","0.0","2,040","0.1","","","US","IN","0404907000",""
"India","2","0404907000","MLKPRO,OTHER","2018-2018","MT","0","0.0","0","0.0","0","0.0","2,701","0.6","2,445","0.5","4,588","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,734","2.1","","","US","IN","0404907000",""
"Iran","1","0404102000","WHY,CNC/SW,FLUID","2017-2017","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,994","5,090.0","4,994","5,090.0","","","US","IR","0404102000",""
"Iran","1","0404102000","WHY,CNC/SW,FLUID","2018-2018","LITER","0","0.0","0","0.0","3,549","2,736.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,549","2,736.0","","","US","IR","0404102000",""
"Israel(*)","1","0404100500","WHEY_PRO_CON,MOD","2017-2017","MT","2,676","0.2","0","0.0","0","0.0","0","0.0","0","0.0","16,725","1.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","19,401","1.7","","","US","IS","0404100500",""
"Israel(*)","1","0404100500","WHEY_PRO_CON,MOD","2018-2018","MT","0","0.0","0","0.0","13,200","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","13,200","1.0","","","US","IS","0404100500",""
"Italy(*)","1","0404100500","WHEY_PRO_CON,MOD","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,157","0.2","8,157","0.2","","","US","IT","0404100500",""
"Italy(*)","2","0404101500","WHEY, MOD, OQ","2018-2018","MT","0","0.0","2,030","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,030","0.1","","","US","IT","0404101500",""
"Cote d'Ivoire","1","0404901000","MK PC,WHT/NS,NES","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,443","0.5","0","0.0","3,443","0.5","","","US","IV","0404901000",""
"Latvia","1","0404901000","MK PC,WHT/NS,NES","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","40,476","9.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","40,476","9.3","","","US","LG","0404901000",""
"Lithuania","1","0404901000","MK PC,WHT/NS,NES","2017-2017","MT","0","0.0","0","0.0","123,555","18.8","0","0.0","0","0.0","0","0.0","109,541","18.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","233,096","37.5","","","US","LH","0404901000",""
"Lithuania","1","0404901000","MK PC,WHT/NS,NES","2018-2018","MT","0","0.0","92,610","18.9","92,610","18.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","185,220","37.8","","","US","LH","0404901000",""
"Mexico","1","0404901000","MK PC,WHT/NS,NES","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","101,210","17.4","176,000","35.2","0","0.0","115,200","4.0","392,410","56.6","","","US","MX","0404901000",""
"Mexico","1","0404901000","MK PC,WHT/NS,NES","2018-2018","MT","0","0.0","0","0.0","5,640","0.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,640","0.8","","","US","MX","0404901000",""
"Netherlands","1","0404100500","WHEY_PRO_CON,MOD","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,991","0.3","0","0.0","0","0.0","0","0.0","10,304","0.4","20,295","0.7","","","US","NL","0404100500",""
"Netherlands","1","0404100500","WHEY_PRO_CON,MOD","2016-2016","MT","0","0.0","0","0.0","0","0.0","476,287","207.0","55,451","9.6","493,589","198.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","61,927","18.0","1,087,254","432.6","","","US","NL","0404100500",""
"Netherlands","1","0404100500","WHEY_PRO_CON,MOD","2017-2017","MT","159,943","19.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","159,943","19.3","","","US","NL","0404100500",""
"Netherlands","2","0404901000","MK PC,WHT/NS,NES","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","125,400","15.0","395,662","13.1","725,492","95.7","212,063","14.3","0","0.0","558,874","100.8","168,476","18.0","2,185,967","256.9","-70","-82","US","NL","0404901000",""
"Netherlands","2","0404901000","MK PC,WHT/NS,NES","2017-2017","MT","128,766","33.0","383,849","96.5","182,560","44.8","254,463","63.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","949,638","238.1","","","US","NL","0404901000",""
"Sweden","1","0404104800","WHEY, O, DRD","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,336","0.4","0","0.0","0","0.0","0","0.0","3,336","0.4","","","US","SW","0404104800",""
"Switzerland(*)","1","0404100500","WHEY_PRO_CON,MOD","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","35,431","1.1","0","0.0","0","0.0","0","0.0","0","0.0","35,431","1.1","","","US","SZ","0404100500",""
"Switzerland(*)","1","0404100500","WHEY_PRO_CON,MOD","2016-2016","MT","0","0.0","0","0.0","0","0.0","20,463","1.2","0","0.0","0","0.0","0","0.0","13,112","1.1","0","0.0","0","0.0","0","0.0","14,756","1.3","48,331","3.5","","","US","SZ","0404100500",""
"Switzerland(*)","1","0404100500","WHEY_PRO_CON,MOD","2017-2017","MT","0","0.0","0","0.0","15,647","1.3","0","0.0","0","0.0","16,559","1.5","0","0.0","0","0.0","0","0.0","0","0.0","15,722","1.5","0","0.0","47,928","4.3","","","US","SZ","0404100500",""
"Switzerland(*)","1","0404100500","WHEY_PRO_CON,MOD","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","15,188","1.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15,188","1.2","","","US","SZ","0404100500",""
"Switzerland(*)","2","0404901000","MK PC,WHT/NS,NES","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","85,259","16.2","0","0.0","636,045","158.0","251,895","55.1","0","0.0","0","0.0","0","0.0","0","0.0","973,199","229.3","","","US","SZ","0404901000",""
"Taiwan","1","0404100500","WHEY_PRO_CON,MOD","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","5,809","0.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,809","0.4","","","US","TW","0404100500",""
"Taiwan","1","0404100500","WHEY_PRO_CON,MOD","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,346","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,346","0.2","","","US","TW","0404100500",""
"Taiwan","2","0404901000","MK PC,WHT/NS,NES","2016-2016","MT","0","0.0","7,717","0.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,717","0.5","","","US","TW","0404901000",""
"Taiwan","3","0404907000","MLKPRO,OTHER","2017-2017","MT","0","0.0","0","0.0","4,416","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,416","0.1","","","US","TW","0404907000",""
"United Kingdom","1","0404100500","WHEY_PRO_CON,MOD","2015-2015","MT","0","0.0","0","0.0","0","0.0","453,684","50.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","105,683","11.0","559,367","62.0","","","US","UK","0404100500",""
"United Kingdom","1","0404100500","WHEY_PRO_CON,MOD","2016-2016","MT","6,521","0.6","189,545","20.4","281,925","29.7","120,731","12.7","195,946","23.2","324,528","42.5","446,392","49.2","328,007","43.7","238,173","27.7","36,596","6.1","0","0.0","0","0.0","2,168,364","255.8","","","US","UK","0404100500",""
"United Kingdom","1","0404100500","WHEY_PRO_CON,MOD","2017-2017","MT","0","0.0","0","0.0","3,374","0.7","23,340","3.5","14,356","3.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","41,070","7.3","","","US","UK","0404100500",""
"United Kingdom","2","0404104800","WHEY, O, DRD","2015-2015","MT","75,382","273.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","75,382","273.5","","","US","UK","0404104800",""
"United Kingdom","3","0404109000","WHEY, DRD, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,744","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,744","0.2","","","US","UK","0404109000",""
"United Kingdom","4","0404901000","MK PC,WHT/NS,NES","2015-2015","MT","10,116","1.6","0","0.0","0","0.0","0","0.0","0","0.0","6,989","0.8","2,304","0.2","7,676","1.0","0","0.0","0","0.0","0","0.0","0","0.0","27,085","3.6","","","US","UK","0404901000",""
