"","","","","","","January","January","February","February","March","March","April","April","May","May","June","June","July","July","August","August","September","September","October","October","November","November","December","December","Total","Total","","","","","",""
"World Total","3","0404102000","WHY,CNC/SW,FLUID","2018-2018","LITER","157,274","1,353,000.0","123,084","1,080,000.0","82,186","692,736.0","105,989","930,000.0","109,408","960,000.0","95,732","840,000.0","92,313","810,000.0","105,989","930,000.0","201,721","1,770,000.0","253,006","2,220,000.0","222,235","1,950,000.0","235,849","2,070,000.0","1,784,786","15,605,736.0","6","6","US","R00","0404102000",""
"World Total","4","0404907000","MLKPRO,OTHER","2015-2015","MT","469,029","14.7","269,492","13.3","457,808","16.6","228,150","7.0","560,528","23.2","458,250","18.8","307,964","12.2","324,893","13.2","489,839","17.8","307,273","11.3","303,560","14.2","407,373","18.2","4,584,159","180.4","34","29","US","R00","0404907000",""
"World Total","4","0404907000","MLKPRO,OTHER","2016-2016","MT","534,563","24.9","321,069","12.2","443,124","22.3","626,187","22.6","224,437","14.4","360,324","12.3","422,307","16.0","443,132","14.9","374,915","13.3","444,806","13.1","175,406","5.7","498,823","19.0","4,869,093","190.7","184","233","US","R00","0404907000",""
"World Total","4","0404907000","MLKPRO,OTHER","2017-2017","MT","447,844","14.9","740,073","44.3","426,180","12.8","432,417","16.3","308,491","8.6","433,065","14.4","87,366","4.5","718,953","27.5","415,225","18.4","407,419","18.7","884,391","41.6","462,163","27.7","5,763,587","249.7","-48","-34","US","R00","0404907000",""
"World Total","4","0404907000","MLKPRO,OTHER","2018-2018","MT","806,378","28.7","708,868","28.2","607,106","23.8","454,138","21.5","859,949","32.6","183,468","11.7","453,885","19.3","478,032","22.4","902,666","36.2","889,675","43.5","387,002","20.0","214,686","7.2","6,945,853","295.0","-45","-64","US","R00","0404907000",""
"World Total","5","0404105010","WHEY,DRD,QT,LI","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,100","18.0","0","0.0","0","0.0","8,100","18.0","","","US","R00","0404105010",""
"World Total","5","0404105010","WHEY,DRD,QT,LI","2017-2017","MT","3,601","6.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,601","6.0","","","US","R00","0404105010",""
"World Total","5","0404105010","WHEY,DRD,QT,LI","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","154,728","500.9","154,728","500.9","","","US","R00","0404105010",""
"World Total","6","0404100800","WHEY, MOD","2016-2016","MT","0","0.0","0","0.0","0","0.0","4,308","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,308","0.2","","","US","R00","0404100800",""
"World Total","7","0404101500","WHEY, MOD, OQ","2018-2018","MT","0","0.0","2,030","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,030","0.1","","","US","R00","0404101500",""
"World Total","8","0404104800","WHEY, O, DRD","2015-2015","MT","75,382","273.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,336","0.4","0","0.0","0","0.0","0","0.0","78,718","273.9","","","US","R00","0404104800",""
"World Total","9","0404105090","WHEY,DRD,QT,N/LI","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17,348","32.9","0","0.0","0","0.0","0","0.0","10,800","24.0","28,148","56.9","","","US","R00","0404105090",""
"World Total","9","0404105090","WHEY,DRD,QT,N/LI","2017-2017","MT","30,911","15.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","30,911","15.4","","","US","R00","0404105090",""
"World Total","9","0404105090","WHEY,DRD,QT,N/LI","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","14,400","12.0","6,255","6.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20,655","18.4","","","US","R00","0404105090",""
"World Total","10","0404109000","WHEY, DRD, QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","2,200","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,706","1.4","0","0.0","0","0.0","7,906","1.6","","","US","R00","0404109000",""
"World Total","10","0404109000","WHEY, DRD, QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","37,715","19.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","37,715","19.0","","","US","R00","0404109000",""
"World Total","10","0404109000","WHEY, DRD, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,744","0.2","5,580","0.3","0","0.0","12,357","44.8","0","0.0","0","0.0","0","0.0","21,681","45.4","","","US","R00","0404109000",""
"World Total","10","0404109000","WHEY, DRD, QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15,485","19.0","0","0.0","15,485","19.0","","","US","R00","0404109000",""
"World Total","11","0404905000","MLKPRO,NESOI,OQ","2015-2015","MT","73,307","15.9","184,026","45.4","120,632","30.1","0","0.0","62,880","16.5","155,643","38.2","0","0.0","0","0.0","14,700","1.7","0","0.0","0","0.0","0","0.0","611,188","147.7","","","US","R00","0404905000",""
"World Total","11","0404905000","MLKPRO,NESOI,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,697","0.3","22,917","3.0","25,510","3.4","8,564","1.1","0","0.0","0","0.0","59,688","7.8","","","US","R00","0404905000",""
"New Zealand(*)","1","0404901000","MK PC,WHT/NS,NES","2015-2015","MT","31,828,931","4,651.3","24,790,770","3,239.0","33,234,889","4,683.0","21,363,280","2,495.0","35,397,203","6,558.3","35,265,159","6,219.4","9,637,939","1,626.7","27,568,409","4,551.3","5,159,746","726.3","12,467,987","1,886.7","20,096,312","4,090.3","20,691,313","5,094.4","277,501,938","45,821.7","3","25","US","NZ","0404901000",""
"New Zealand(*)","1","0404901000","MK PC,WHT/NS,NES","2016-2016","MT","20,072,859","4,133.8","15,724,443","2,638.4","26,249,082","4,685.6","18,582,160","3,398.4","21,341,279","2,952.6","25,986,536","4,547.9","19,306,068","3,013.8","22,563,910","4,652.7","10,083,993","1,946.6","15,740,119","2,042.2","21,915,033","4,320.9","20,400,024","3,862.5","237,965,506","42,195.2","-7","-11","US","NZ","0404901000",""
"New Zealand(*)","1","0404901000","MK PC,WHT/NS,NES","2017-2017","MT","29,240,451","5,476.7","24,852,824","4,211.6","23,668,273","4,892.9","21,448,322","3,839.5","13,291,735","2,212.3","14,778,010","2,590.3","28,183,572","5,041.1","14,118,526","2,651.4","7,330,571","1,239.6","15,687,445","2,659.7","16,881,584","3,433.2","13,061,582","2,222.9","222,542,895","40,471.3","-23","-35","US","NZ","0404901000",""
"New Zealand(*)","1","0404901000","MK PC,WHT/NS,NES","2018-2018","MT","24,098,194","4,185.3","28,918,368","4,640.6","27,780,007","4,520.9","12,500,301","2,294.8","24,376,947","4,465.6","20,351,482","4,266.3","15,607,452","2,407.2","3,393,967","731.0","3,978,379","680.4","8,540,038","1,640.8","19,093,941","4,109.8","16,098,715","3,310.3","204,737,791","37,253.0","-16","-19","US","NZ","0404901000",""
"New Zealand(*)","2","0404907000","MLKPRO,OTHER","2015-2015","MT","0","0.0","0","0.0","0","0.0","16,000","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,166","-","0","0.0","22,166","0.1","","","US","NZ","0404907000",""
"New Zealand(*)","2","0404907000","MLKPRO,OTHER","2016-2016","MT","16,000","0.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16,000","0.8","","","US","NZ","0404907000",""
"New Zealand(*)","2","0404907000","MLKPRO,OTHER","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,325","0.1","0","0.0","0","0.0","0","0.0","3,325","0.1","","","US","NZ","0404907000",""
"New Zealand(*)","2","0404907000","MLKPRO,OTHER","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","29,798","1.4","0","0.0","2,085","0.2","31,883","1.5","","","US","NZ","0404907000",""
"New Zealand(*)","3","0404100500","WHEY_PRO_CON,MOD","2015-2015","MT","3,613,478","508.2","2,043,313","380.9","2,790,061","373.9","386,201","94.7","386,337","94.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,219,390","1,452.2","","","US","NZ","0404100500",""
"New Zealand(*)","3","0404100500","WHEY_PRO_CON,MOD","2016-2016","MT","2,554,653","494.0","2,090,029","520.2","85,029","75.6","250,562","297.2","250,582","37.8","0","0.0","64,663","38.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,295,518","1,463.0","","","US","NZ","0404100500",""
"New Zealand(*)","3","0404100500","WHEY_PRO_CON,MOD","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","195,321","56.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","195,321","56.6","","","US","NZ","0404100500",""
"Canada","1","0404100500","WHEY_PRO_CON,MOD","2015-2015","MT","2,159,010","2,142.1","1,808,035","1,815.2","1,743,539","1,981.9","1,898,761","1,947.6","2,024,256","2,194.5","2,101,074","2,256.8","1,904,135","2,129.2","1,506,612","1,952.5","1,427,586","1,584.6","1,733,619","2,029.7","1,667,830","2,017.3","1,470,592","1,975.7","21,445,049","24,027.0","-12","-2","US","CA","0404100500",""
"Canada","1","0404100500","WHEY_PRO_CON,MOD","2016-2016","MT","1,238,030","1,896.5","1,215,586","1,831.7","1,211,828","1,784.8","1,381,920","1,896.0","1,377,230","1,979.6","1,423,770","1,868.1","1,249,686","1,890.5","1,530,219","2,084.2","1,714,817","2,150.4","1,573,362","2,078.7","1,871,322","2,382.2","2,059,035","2,441.2","17,846,805","24,284.1","10","2","US","CA","0404100500",""
"Canada","1","0404100500","WHEY_PRO_CON,MOD","2017-2017","MT","1,787,102","2,227.6","2,094,074","2,273.7","2,035,270","2,352.1","2,145,854","2,508.1","2,338,407","2,694.4","1,908,385","2,263.7","1,808,516","2,219.7","1,893,356","2,201.5","1,789,760","2,249.8","1,861,733","2,382.3","1,664,649","2,260.3","1,758,045","2,259.3","23,085,151","27,892.4","6","0","US","CA","0404100500",""
"Canada","1","0404100500","WHEY_PRO_CON,MOD","2018-2018","MT","2,069,902","2,561.7","1,650,246","2,175.0","1,731,890","2,402.9","1,788,847","2,327.9","1,532,328","2,333.5","1,595,802","2,249.7","1,745,407","2,384.1","1,923,132","2,458.3","1,788,919","2,224.0","2,017,490","2,447.3","2,136,275","2,442.7","2,182,849","2,453.8","22,163,087","28,460.8","2","0","US","CA","0404100500",""
"Canada","2","0404102000","WHY,CNC/SW,FLUID","2016-2016","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,526","14,838.0","0","0.0","0","0.0","0","0.0","0","0.0","6,526","14,838.0","","","US","CA","0404102000",""
"Canada","2","0404102000","WHY,CNC/SW,FLUID","2017-2017","LITER","106,250","735,000.0","127,238","900,000.0","182,750","1,290,000.0","165,750","1,143,000.0","110,017","814,949.0","147,488","1,172,213.0","168,738","1,322,213.0","76,500","480,060.0","85,000","570,300.0","83,664","600,030.0","129,922","1,140,000.0","141,010","1,230,000.0","1,524,327","11,397,765.0","9","8","US","CA","0404102000",""
"Canada","2","0404102000","WHY,CNC/SW,FLUID","2018-2018","LITER","157,274","1,353,000.0","123,084","1,080,000.0","78,637","690,000.0","105,989","930,000.0","109,408","960,000.0","95,732","840,000.0","92,313","810,000.0","105,989","930,000.0","201,721","1,770,000.0","253,006","2,220,000.0","222,235","1,950,000.0","235,849","2,070,000.0","1,781,237","15,603,000.0","6","6","US","CA","0404102000",""
"Canada","3","0404907000","MLKPRO,OTHER","2015-2015","MT","469,029","14.7","250,836","7.5","457,808","16.6","206,759","6.9","551,697","22.7","443,828","13.2","295,009","10.3","315,257","12.8","479,759","16.3","298,989","11.3","284,407","12.6","357,404","16.1","4,410,782","160.9","26","27","US","CA","0404907000",""
"Canada","3","0404907000","MLKPRO,OTHER","2016-2016","MT","493,853","23.8","321,069","12.2","433,152","17.2","626,187","22.6","224,437","14.4","360,324","12.3","415,465","15.9","443,132","14.9","355,255","12.4","439,251","13.1","175,406","5.7","489,994","12.8","4,777,525","177.4","179","126","US","CA","0404907000",""
"Canada","3","0404907000","MLKPRO,OTHER","2017-2017","MT","447,844","14.9","721,713","42.7","421,764","12.7","418,916","15.7","284,916","8.3","427,246","14.3","56,683","3.0","707,076","27.4","411,900","18.3","404,539","18.7","869,771","40.9","438,116","26.5","5,610,484","243.4","-50","-35","US","CA","0404907000",""
"Canada","3","0404907000","MLKPRO,OTHER","2018-2018","MT","739,896","25.4","708,868","28.2","597,935","22.4","451,437","20.9","844,454","30.5","163,286","9.9","453,885","19.3","460,984","21.5","902,666","36.2","859,877","42.1","387,002","20.0","209,819","7.0","6,780,109","283.5","-46","-65","US","CA","0404907000",""
"Canada","4","0404901000","MK PC,WHT/NS,NES","2015-2015","MT","0","0.0","0","0.0","91,694","8.4","0","0.0","9,734","1.0","91,694","8.4","0","0.0","0","0.0","21,398","2.4","0","0.0","0","0.0","4,875","2.0","219,395","22.2","","","US","CA","0404901000",""
"Canada","4","0404901000","MK PC,WHT/NS,NES","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","85,976","19.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","85,976","19.5","","","US","CA","0404901000",""
"Canada","4","0404901000","MK PC,WHT/NS,NES","2017-2017","MT","0","0.0","0","0.0","0","0.0","48,334","1.6","0","0.0","0","0.0","141,976","36.8","9,100","2.1","0","0.0","0","0.0","166,980","5.5","270,196","73.6","636,586","119.7","62","1,229","US","CA","0404901000",""
"Canada","4","0404901000","MK PC,WHT/NS,NES","2018-2018","MT","700,684","103.9","204,762","55.2","435,632","79.0","245,796","40.6","167,504","22.9","619,189","36.8","65,698","2.1","57,673","1.9","189,732","38.7","119,682","4.0","134,732","20.5","189,138","22.4","3,130,222","428.1","40","9","US","CA","0404901000",""
"Canada","5","0404105010","WHEY,DRD,QT,LI","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,100","18.0","0","0.0","0","0.0","8,100","18.0","","","US","CA","0404105010",""
"Canada","5","0404105010","WHEY,DRD,QT,LI","2017-2017","MT","3,601","6.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,601","6.0","","","US","CA","0404105010",""
"Canada","5","0404105010","WHEY,DRD,QT,LI","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","154,728","500.9","154,728","500.9","","","US","CA","0404105010",""
"Canada","6","0404100800","WHEY, MOD","2016-2016","MT","0","0.0","0","0.0","0","0.0","4,308","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,308","0.2","","","US","CA","0404100800",""
"Canada","7","0404105090","WHEY,DRD,QT,N/LI","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17,348","32.9","0","0.0","0","0.0","0","0.0","10,800","24.0","28,148","56.9","","","US","CA","0404105090",""
"Canada","7","0404105090","WHEY,DRD,QT,N/LI","2017-2017","MT","30,911","15.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","30,911","15.4","","","US","CA","0404105090",""
"Canada","8","0404109000","WHEY, DRD, QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","2,200","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,706","1.4","0","0.0","0","0.0","7,906","1.6","","","US","CA","0404109000",""
"Canada","8","0404109000","WHEY, DRD, QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","37,715","19.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","37,715","19.0","","","US","CA","0404109000",""
"Canada","9","0404905000","MLKPRO,NESOI,OQ","2015-2015","MT","73,307","15.9","184,026","45.4","120,632","30.1","0","0.0","62,880","16.5","155,643","38.2","0","0.0","0","0.0","14,700","1.7","0","0.0","0","0.0","0","0.0","611,188","147.7","","","US","CA","0404905000",""
"Canada","9","0404905000","MLKPRO,NESOI,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,697","0.3","22,917","3.0","25,510","3.4","8,564","1.1","0","0.0","0","0.0","59,688","7.8","","","US","CA","0404905000",""
"Germany(*)","1","0404100500","WHEY_PRO_CON,MOD","2015-2015","MT","142,310","95.0","228,120","138.4","261,388","190.0","25,330","3.0","20,230","2.4","23,469","4.4","157,573","118.8","181,163","190.0","155,518","100.4","114,677","80.8","279,473","237.6","70,868","116.4","1,660,119","1,277.2","-75","-51","US","GM","0404100500",""
"Germany(*)","1","0404100500","WHEY_PRO_CON,MOD","2016-2016","MT","343,783","385.4","553,850","798.0","495,082","760.0","355,671","379.3","465,351","722.0","379,250","503.6","393,288","570.0","421,188","551.0","561,615","703.0","151,779","158.0","480,556","342.2","458,221","437.0","5,059,634","6,309.5","-5","28","US","GM","0404100500",""
"Germany(*)","1","0404100500","WHEY_PRO_CON,MOD","2017-2017","MT","157,200","115.5","1,153,597","454.5","349,180","266.0","645,507","475.0","245,078","172.1","673,570","477.8","247,797","160.4","478,600","418.0","363,159","287.9","65,275","57.0","127,120","152.0","426,756","439.7","4,932,839","3,475.9","236","189","US","GM","0404100500",""
"Germany(*)","1","0404100500","WHEY_PRO_CON,MOD","2018-2018","MT","210,820","247.0","107,625","133.0","108,575","133.0","126,287","84.1","47,120","57.0","216,200","266.0","176,010","190.0","378,680","361.0","275,340","266.0","0","0.0","275,486","247.0","168,202","116.4","2,090,345","2,100.5","-39","-53","US","GM","0404100500",""
"Germany(*)","2","0404907000","MLKPRO,OTHER","2015-2015","MT","0","0.0","7,006","0.1","0","0.0","5,391","-","0","0.0","2,798","-","12,955","1.9","0","0.0","10,080","1.5","8,284","-","12,987","1.5","49,969","2.1","109,470","7.1","285","40","US","GM","0404907000",""
"Germany(*)","2","0404907000","MLKPRO,OTHER","2016-2016","MT","24,710","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,842","0.1","0","0.0","19,660","0.9","5,555","-","0","0.0","0","0.0","56,767","1.2","","","US","GM","0404907000",""
"Germany(*)","2","0404907000","MLKPRO,OTHER","2017-2017","MT","0","0.0","18,360","1.5","0","0.0","13,501","0.7","0","0.0","5,819","0.1","30,683","1.5","11,877","0.1","0","0.0","2,880","-","12,580","0.6","0","0.0","95,700","4.5","","","US","GM","0404907000",""
"Germany(*)","2","0404907000","MLKPRO,OTHER","2018-2018","MT","0","0.0","0","0.0","2,610","-","0","0.0","0","0.0","15,594","0.8","0","0.0","17,048","0.9","0","0.0","0","0.0","0","0.0","2,782","-","38,034","1.6","","","US","GM","0404907000",""
"Germany(*)","3","0404901000","MK PC,WHT/NS,NES","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","175,778","8.1","143,060","6.6","0","0.0","0","0.0","154,616","7.1","473,454","21.9","","","US","GM","0404901000",""
"Germany(*)","3","0404901000","MK PC,WHT/NS,NES","2016-2016","MT","0","0.0","0","0.0","154,904","6.7","185,293","8.5","0","0.0","0","0.0","186,558","8.6","186,558","8.6","186,558","8.6","0","0.0","178,670","8.2","67,760","3.1","1,146,301","52.3","-62","-63","US","GM","0404901000",""
"Germany(*)","3","0404901000","MK PC,WHT/NS,NES","2017-2017","MT","407,001","83.4","0","0.0","14,293","-","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","86,790","16.5","0","0.0","0","0.0","0","0.0","508,084","99.9","","","US","GM","0404901000",""
"Germany(*)","3","0404901000","MK PC,WHT/NS,NES","2018-2018","MT","0","0.0","0","0.0","142,470","31.7","0","0.0","0","0.0","0","0.0","320,560","63.3","245,700","46.8","0","0.0","0","0.0","809,217","125.5","0","0.0","1,517,947","267.2","","","US","GM","0404901000",""
"Spain","1","0404901000","MK PC,WHT/NS,NES","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","65,940","10.7","65,940","10.7","","","US","SP","0404901000",""
"Denmark(*)","1","0404901000","MK PC,WHT/NS,NES","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","25,222","3.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","25,222","3.4","","","US","DA","0404901000",""
"Denmark(*)","1","0404901000","MK PC,WHT/NS,NES","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","64,448","10.0","42,023","5.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","106,471","15.6","","","US","DA","0404901000",""
"Denmark(*)","1","0404901000","MK PC,WHT/NS,NES","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","51,000","6.0","0","0.0","0","0.0","0","0.0","11,560","1.4","62,560","7.4","","","US","DA","0404901000",""
"Denmark(*)","1","0404901000","MK PC,WHT/NS,NES","2018-2018","MT","24,658","1.8","22,143","2.2","0","0.0","0","0.0","56,150","6.1","19,930","1.8","0","0.0","0","0.0","3,016","0.2","3,091","0.2","8,758","0.7","9,864","1.2","147,610","14.2","13","76","US","DA","0404901000",""
"Denmark(*)","2","0404100500","WHEY_PRO_CON,MOD","2015-2015","MT","277,378","29.1","62,827","6.9","190,930","21.0","0","0.0","0","0.0","0","0.0","0","0.0","74,292","6.7","597,103","57.9","358,510","35.2","192,987","18.0","250,414","33.7","2,004,441","208.5","30","87","US","DA","0404100500",""
"Denmark(*)","2","0404100500","WHEY_PRO_CON,MOD","2016-2016","MT","38,221","6.0","151,552","20.4","63,342","5.4","161,874","13.8","68,221","8.3","166,518","21.6","191,609","16.3","0","0.0","199,077","19.8","44,028","3.6","84,862","8.6","0","0.0","1,169,304","123.9","","","US","DA","0404100500",""
"Denmark(*)","2","0404100500","WHEY_PRO_CON,MOD","2017-2017","MT","40,439","3.6","334,355","28.6","104,400","12.0","773,232","71.6","26,720","3.0","331,488","28.8","53,440","6.0","68,625","7.5","33,840","3.0","1,205,739","52.3","998,439","86.4","505,523","45.0","4,476,240","347.8","-49","-48","US","DA","0404100500",""
