"","","","","","","January","January","February","February","March","March","April","April","May","May","June","June","July","July","August","August","September","September","October","October","November","November","December","December","Total","Total","","","","","",""
"Partner","","HS Code","Product","Year","UOM","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Period/Period %  Change (Value)","Period/Period %  Change (Qty)","Reporter Code","Partner Code","Product Code",""
"France(*)","1","0401502500","MC,NCS,10-45%,OT","2016-2016","LITER","458,236","216,872.0","882,146","414,432.0","924,479","431,304.0","415,620","191,400.0","252,705","113,700.0","180,929","80,640.0","139,172","61,608.0","408,756","179,424.0","431,512","188,202.0","224,606","98,814.0","469,131","211,536.0","549,508","250,920.0","5,336,800","2,438,852.0","17","19","US","FR","0401502500",""
"France(*)","1","0401502500","MC,NCS,10-45%,OT","2017-2017","LITER","746,912","348,116.0","364,787","167,364.0","750,116","351,444.0","390,834","183,984.0","436,843","196,992.0","320,133","141,120.0","433,616","184,212.0","176,099","65,520.0","336,518","123,984.0","326,708","451,914.0","623,663","230,810.0","2,680","1,200.0","4,908,909","2,446,660.0","-100","-99","US","FR","0401502500",""
"France(*)","1","0401502500","MC,NCS,10-45%,OT","2018-2018","LITER","342,030","784,708.0","538,800","1,352,402.0","211,554","571,953.0","139,980","378,447.0","1,004,945","2,716,948.0","141,036","381,302.0","0","0.0","465,996","1,259,856.0","227,319","614,574.0","351,567","950,486.0","675,349","1,721,570.0","252,677","680,126.0","4,351,253","11,412,372.0","-63","-60","US","FR","0401502500",""
"Austria","1","0401500500","MC,NCS,10-45%,QT","2017-2017","LITER","66,677","11,340.0","0","0.0","81,014","3,120.0","0","0.0","110,008","14,255.0","78,182","13,296.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","59,840","12,568.0","395,721","54,579.0","","","US","AU","0401500500",""
"Austria","1","0401500500","MC,NCS,10-45%,QT","2018-2018","LITER","0","0.0","0","0.0","105,240","21,000.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","108,709","39,938.0","0","0.0","0","0.0","103,671","38,428.0","317,620","99,366.0","","","US","AU","0401500500",""
"Italy(*)","1","0401502500","MC,NCS,10-45%,OT","2015-2015","LITER","0","0.0","28,854","9,600.0","0","0.0","34,861","14,280.0","0","0.0","36,048","14,400.0","51,952","20,118.0","5,659","1,728.0","0","0.0","36,493","14,280.0","35,478","14,280.0","0","0.0","229,345","88,686.0","","","US","IT","0401502500",""
"Italy(*)","1","0401502500","MC,NCS,10-45%,OT","2016-2016","LITER","0","0.0","43,896","18,480.0","19,443","11,760.0","0","0.0","54,882","22,820.0","46,332","19,008.0","158,296","67,214.0","29,145","12,480.0","185,328","76,032.0","144,167","58,176.0","138,996","57,024.0","92,664","38,016.0","913,149","381,010.0","-33","-33","US","IT","0401502500",""
"Italy(*)","1","0401502500","MC,NCS,10-45%,OT","2017-2017","LITER","194,756","79,104.0","191,646","78,624.0","198,786","80,616.0","29,039","11,520.0","45,790","18,200.0","96,847","39,744.0","288,635","116,478.0","154,891","206,768.0","96,876","39,744.0","47,510","128,447.0","63,254","171,012.0","0","0.0","1,408,030","970,257.0","","","US","IT","0401502500",""
"Italy(*)","1","0401502500","MC,NCS,10-45%,OT","2018-2018","LITER","158,989","205,432.0","48,852","19,872.0","35,526","96,047.0","57,996","156,796.0","54,614","147,653.0","108,839","180,684.0","0","0.0","57,371","155,107.0","0","0.0","93,907","162,256.0","0","0.0","100,334","162,465.0","716,428","1,286,312.0","","","US","IT","0401502500",""
"Italy(*)","2","0401204000","MC,N CN/S,1-6 OQ","2016-2016","LITER","0","0.0","3,810","6,048.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,810","6,048.0","","","US","IT","0401204000",""
"Italy(*)","2","0401204000","MC,N CN/S,1-6 OQ","2018-2018","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,644","11,760.0","0","0.0","0","0.0","7,644","11,760.0","","","US","IT","0401204000",""
"Italy(*)","3","0401400500","MC,NC/S,6-10%,QT","2015-2015","LITER","7,534","3,456.0","0","0.0","0","0.0","0","0.0","7,759","3,456.0","8,497","3,456.0","16,975","6,912.0","18,490","7,776.0","8,596","3,456.0","0","0.0","0","0.0","0","0.0","67,851","28,512.0","","","US","IT","0401400500",""
"Italy(*)","3","0401400500","MC,NC/S,6-10%,QT","2016-2016","LITER","0","0.0","0","0.0","0","0.0","0","0.0","4,424","10,800.0","14,803","26,532.0","0","0.0","0","0.0","0","0.0","4,142","1,728.0","4,043","1,728.0","12,961","5,580.0","40,373","46,368.0","221","223","US","IT","0401400500",""
"Italy(*)","3","0401400500","MC,NC/S,6-10%,QT","2017-2017","LITER","7,734","3,456.0","0","0.0","7,906","3,456.0","11,883","5,184.0","0","0.0","10,367","4,320.0","6,869","2,592.0","15,580","4,320.0","0","0.0","25,214","6,912.0","0","0.0","0","0.0","85,553","30,240.0","","","US","IT","0401400500",""
"Italy(*)","3","0401400500","MC,NC/S,6-10%,QT","2018-2018","LITER","6,111","1,728.0","0","0.0","9,640","2,592.0","0","0.0","0","0.0","5,592","1,728.0","6,062","1,440.0","24,855","7,104.0","0","0.0","6,016","1,728.0","0","0.0","0","0.0","58,276","16,320.0","","","US","IT","0401400500",""
"Italy(*)","4","0401402500","MC,NC/S,6-10%,OT","2015-2015","LITER","6,408","2,774.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,493","1,728.0","0","0.0","3,583","1,728.0","0","0.0","0","0.0","13,484","6,230.0","","","US","IT","0401402500",""
"Italy(*)","4","0401402500","MC,NC/S,6-10%,OT","2016-2016","LITER","3,837","1,949.0","0","0.0","0","0.0","4,695","2,400.0","0","0.0","0","0.0","0","0.0","4,550","2,722.0","0","0.0","0","0.0","3,904","2,304.0","0","0.0","16,986","9,375.0","","","US","IT","0401402500",""
"Italy(*)","4","0401402500","MC,NC/S,6-10%,OT","2017-2017","LITER","4,156","2,400.0","0","0.0","0","0.0","0","0.0","0","0.0","4,520","2,510.0","0","0.0","0","0.0","7,250","2,510.0","0","0.0","0","0.0","7,790","2,664.0","23,716","10,084.0","","","US","IT","0401402500",""
"Italy(*)","4","0401402500","MC,NC/S,6-10%,OT","2018-2018","LITER","0","0.0","0","0.0","0","0.0","6,918","2,798.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,581","2,798.0","5,968","2,592.0","0","0.0","19,467","8,188.0","","","US","IT","0401402500",""
"Italy(*)","5","0401500200","M&C, NC/S,10-45%","2016-2016","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","11,109","30,034.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","11,109","30,034.0","","","US","IT","0401500200",""
"Italy(*)","6","0401500500","MC,NCS,10-45%,QT","2016-2016","LITER","4,648","1,728.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,648","1,728.0","","","US","IT","0401500500",""
"Italy(*)","6","0401500500","MC,NCS,10-45%,QT","2017-2017","LITER","0","0.0","49,268","14,250.0","106,946","31,940.0","0","0.0","0","0.0","10,091","3,000.0","121,166","30,400.0","137,291","33,450.0","155,414","35,220.0","192,789","49,790.0","0","0.0","0","0.0","772,965","198,050.0","","","US","IT","0401500500",""
"Italy(*)","6","0401500500","MC,NCS,10-45%,QT","2018-2018","LITER","206,061","51,750.0","123,210","29,970.0","44,990","9,182.0","0","0.0","62,058","15,950.0","86,251","17,330.0","0","0.0","88,650","18,630.0","142,963","36,400.0","0","0.0","87,694","18,230.0","0","0.0","841,877","197,442.0","","","US","IT","0401500500",""
"Poland","1","0401202000","MC,N CN/S,1-6 NQ","2016-2016","LITER","0","0.0","11,792","20,160.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","11,792","20,160.0","","","US","PL","0401202000",""
"Poland","1","0401202000","MC,N CN/S,1-6 NQ","2017-2017","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20,688","39,960.0","10,200","16,044.0","10,608","20,400.0","30,732","59,100.0","20,763","37,668.0","0","0.0","42,024","81,600.0","135,015","254,772.0","","","US","PL","0401202000",""
"Poland","1","0401202000","MC,N CN/S,1-6 NQ","2018-2018","LITER","35,657","48,914.0","5,304","850.0","9,360","1,500.0","0","0.0","30,576","48,094.0","12,305","20,400.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","37,674","60,553.0","130,876","180,311.0","","","US","PL","0401202000",""
"Poland","2","0401100000","MC,N CN/SW,NOV 1","2017-2017","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,219","12,468.0","0","0.0","0","0.0","9,588","20,400.0","0","0.0","0","0.0","0","0.0","15,807","32,868.0","","","US","PL","0401100000",""
"Poland","2","0401100000","MC,N CN/SW,NOV 1","2018-2018","LITER","14,647","21,223.0","4,794","850.0","8,973","1,499.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","11,730","20,400.0","0","0.0","23,023","22,100.0","63,167","66,072.0","","","US","PL","0401100000",""
"Poland","3","0401204000","MC,N CN/S,1-6 OQ","2016-2016","LITER","11,926","20,160.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,912","20,400.0","11,882","19,008.0","34,720","59,568.0","9","-7","US","PL","0401204000",""
"Poland","3","0401204000","MC,N CN/S,1-6 OQ","2017-2017","LITER","25,765","43,200.0","25,799","43,200.0","0","0.0","14,040","21,600.0","27,898","44,422.0","14,042","21,612.0","23,926","46,108.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","131,470","220,142.0","","","US","PL","0401204000",""
"Poland","3","0401204000","MC,N CN/S,1-6 OQ","2018-2018","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,715","5,760.0","0","0.0","0","0.0","8,850","5,374.0","3,700","4,788.0","16,265","15,922.0","-58","-11","US","PL","0401204000",""
"Poland","4","0401400200","M&C, NC/S, 6-10%","2015-2015","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","12,184","20,160.0","0","0.0","10,875","20,160.0","23,059","40,320.0","","","US","PL","0401400200",""
"Poland","4","0401400200","M&C, NC/S, 6-10%","2016-2016","LITER","0","0.0","0","0.0","0","0.0","0","0.0","11,957","20,160.0","0","0.0","0","0.0","10,771","20,400.0","0","0.0","0","0.0","0","0.0","0","0.0","22,728","40,560.0","","","US","PL","0401400200",""
"Poland","5","0401500200","M&C, NC/S,10-45%","2017-2017","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,730","4,200.0","0","0.0","0","0.0","0","0.0","2,730","4,200.0","","","US","PL","0401500200",""
"Poland","5","0401500200","M&C, NC/S,10-45%","2018-2018","LITER","0","0.0","0","0.0","3,116","799.0","0","0.0","3,120","800.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,236","1,599.0","","","US","PL","0401500200",""
"Poland","6","0401502500","MC,NCS,10-45%,OT","2016-2016","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","206,343","89,424.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","206,343","89,424.0","","","US","PL","0401502500",""
"United Kingdom","1","0401507500","M&C,NC/S,>45%,OT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,462","0.6","32,810","199.6","26,767","139.3","69,039","339.5","-18","-30","US","UK","0401507500",""
"United Kingdom","2","0401505000","M&C,NC/S,>45%,QT","2015-2015","MT","59,942","5.0","104,649","9.5","90,684","7.3","31,243","2.2","52,284","4.0","96,394","7.8","172,231","14.4","15,196","0.9","18,700","1.0","34,035","2.4","72,578","5.2","118,306","10.0","866,242","69.7","63","94","US","UK","0401505000",""
"United Kingdom","2","0401505000","M&C,NC/S,>45%,QT","2016-2016","MT","80,859","6.4","214,219","18.7","66,015","5.4","42,534","3.4","134,221","11.6","75,292","6.1","45,955","155.0","6,241","0.3","61,192","197.8","75,778","227.8","71,504","290.3","146,533","562.3","1,020,343","1,484.9","105","94","US","UK","0401505000",""
"United Kingdom","2","0401505000","M&C,NC/S,>45%,QT","2017-2017","MT","45,448","262.4","46,097","12.8","61,793","158.2","75,021","188.7","141,818","736.6","89,358","284.5","86,510","330.1","52,727","181.1","43,595","68.2","66,048","81.7","116,148","465.6","99,903","491.3","924,466","3,261.1","-14","6","US","UK","0401505000",""
"United Kingdom","2","0401505000","M&C,NC/S,>45%,QT","2018-2018","MT","77,328","257.8","44,753","153.9","109,585","638.3","161,133","650.3","66,689","5.7","71,377","6.4","120,928","10.7","257,532","22.8","38,436","3.3","78,275","7.5","55,604","5.2","16,773","1.5","1,098,413","1,763.3","-70","-71","US","UK","0401505000",""
"United Kingdom","3","0401502500","MC,NCS,10-45%,OT","2015-2015","LITER","5,673","708.0","5,686","708.0","0","0.0","0","0.0","3,266","245.0","9,218","1,141.0","9,168","1,141.0","0","0.0","0","0.0","3,832","472.0","3,802","472.0","12,488","1,351.0","53,133","6,238.0","228","186","US","UK","0401502500",""
"United Kingdom","3","0401502500","MC,NCS,10-45%,OT","2016-2016","LITER","7,572","943.0","18,267","37,469.0","0","0.0","0","0.0","4,612","571.0","2,463","306.0","2,485","306.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","35,399","39,595.0","","","US","UK","0401502500",""
"United Kingdom","3","0401502500","MC,NCS,10-45%,OT","2017-2017","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16,532","1,756.0","18,570","41,901.0","35,102","43,657.0","12","2,286","US","UK","0401502500",""
"United Kingdom","3","0401502500","MC,NCS,10-45%,OT","2018-2018","LITER","0","0.0","0","0.0","3,442","408.0","7,636","901.0","0","0.0","0","0.0","0","0.0","4,187","494.0","4,204","494.0","8,398","988.0","4,186","494.0","8,375","988.0","40,428","4,767.0","100","100","US","UK","0401502500",""
"Australia(*)","1","0401502500","MC,NCS,10-45%,OT","2018-2018","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","36,193","14,592.0","36,193","14,592.0","","","US","AS","0401502500",""
"Australia(*)","2","0401500500","MC,NCS,10-45%,QT","2015-2015","LITER","68,030","29,166.0","0","0.0","0","0.0","70,070","29,695.0","35,670","14,939.0","35,670","14,939.0","31,333","15,048.0","30,609","14,592.0","58,500","14,592.0","28,185","14,592.0","84,789","44,177.0","0","0.0","442,856","191,740.0","","","US","AS","0401500500",""
"Australia(*)","2","0401500500","MC,NCS,10-45%,QT","2016-2016","LITER","0","0.0","61,501","30,315.0","0","0.0","0","0.0","61,380","29,695.0","28,470","14,191.0","0","0.0","0","0.0","57,072","29,184.0","60,213","30,643.0","29,144","14,701.0","60,322","29,932.0","358,102","178,661.0","107","104","US","AS","0401500500",""
"Australia(*)","2","0401500500","MC,NCS,10-45%,QT","2017-2017","LITER","0","0.0","51,643","27,998.0","38,500","6,548.0","0","0.0","28,868","14,647.0","57,927","29,366.0","0","0.0","30,917","14,647.0","30,134","14,282.0","61,423","28,528.0","93,866","43,703.0","0","0.0","393,278","179,719.0","","","US","AS","0401500500",""
"Australia(*)","2","0401500500","MC,NCS,10-45%,QT","2018-2018","LITER","0","0.0","0","0.0","67,131","16,500.0","36,154","14,592.0","72,995","28,910.0","36,334","14,373.0","0","0.0","45,344","14,592.0","68,839","29,184.0","33,989","14,592.0","103,870","43,776.0","0","0.0","464,656","176,519.0","","","US","AS","0401500500",""
"Denmark(*)","1","0401400500","MC,NC/S,6-10%,QT","2015-2015","LITER","137,771","19,853.0","25,970","3,756.0","145,079","20,926.0","218,770","41,850.0","37,227","5,366.0","122,322","17,707.0","228,316","44,332.0","75,580","20,563.0","313,663","55,801.0","61,236","15,863.0","179,435","36,484.0","59,398","8,585.0","1,604,767","291,086.0","-67","-76","US","DA","0401400500",""
"Denmark(*)","1","0401400500","MC,NC/S,6-10%,QT","2016-2016","LITER","133,831","19,317.0","198,879","38,023.0","202,412","35,716.0","104,055","15,024.0","104,055","15,024.0","66,835","9,658.0","104,055","15,024.0","206,463","79,409.0","37,220","14,315.0","167,946","59,390.0","0","0.0","61,882","15,667.0","1,387,633","316,567.0","","","US","DA","0401400500",""
"Denmark(*)","1","0401400500","MC,NC/S,6-10%,QT","2017-2017","LITER","0","0.0","0","0.0","211,450","66,516.0","142,962","54,986.0","230,649","86,133.0","284,961","83,624.0","60,463","23,255.0","59,459","22,869.0","0","0.0","93,876","20,563.0","0","0.0","218,718","84,122.0","1,302,538","442,068.0","","","US","DA","0401400500",""
"Denmark(*)","1","0401400500","MC,NC/S,6-10%,QT","2018-2018","LITER","0","0.0","42,508","16,349.0","0","0.0","107,760","20,563.0","302,900","99,031.0","109,264","42,025.0","109,327","42,049.0","81,762","31,447.0","0","0.0","31,229","12,011.0","0","0.0","30,777","6,311.0","815,527","269,786.0","","","US","DA","0401400500",""
"Denmark(*)","2","0401500200","M&C, NC/S,10-45%","2015-2015","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","67,068","181,323.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","67,068","181,323.0","","","US","DA","0401500200",""
"Denmark(*)","3","0401500500","MC,NCS,10-45%,QT","2018-2018","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","112,600","20,563.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","112,600","20,563.0","","","US","DA","0401500500",""
"Brazil","1","0401500500","MC,NCS,10-45%,QT","2015-2015","LITER","0","0.0","27,341","4,650.0","0","0.0","27,341","13,306.0","100,568","53,224.0","0","0.0","75,127","39,759.0","63,150","39,572.0","63,702","39,918.0","7,012","1,440.0","36,178","26,329.0","57,850","39,802.0","458,269","258,000.0","60","51","US","BR","0401500500",""
"Brazil","1","0401500500","MC,NCS,10-45%,QT","2016-2016","LITER","0","0.0","38,197","26,280.0","18,856","13,910.0","36,072","26,612.0","21,155","13,907.0","18,287","13,219.0","0","0.0","48,676","26,612.0","95,587","52,259.0","22,126","12,096.0","27,507","13,306.0","54,300","26,266.0","380,763","224,467.0","97","97","US","BR","0401500500",""
"Brazil","1","0401500500","MC,NCS,10-45%,QT","2017-2017","LITER","0","0.0","50,295","26,568.0","50,376","25,898.0","74,283","39,241.0","0","0.0","59,026","26,611.0","59,026","26,612.0","56,808","26,612.0","113,616","53,224.0","56,808","26,612.0","53,684","26,612.0","72,188","35,784.0","646,110","313,774.0","34","34","US","BR","0401500500",""
"Brazil","1","0401500500","MC,NCS,10-45%,QT","2018-2018","LITER","53,684","26,612.0","26,085","13,306.0","130,425","66,530.0","0","0.0","0","0.0","0","0.0","0","0.0","131,715","66,530.0","79,029","39,918.0","49,942","26,612.0","94,396","53,224.0","25,441","13,565.0","590,717","306,297.0","-73","-75","US","BR","0401500500",""
"Brazil","2","0401100000","MC,N CN/SW,NOV 1","2015-2015","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,264","2,698.0","6,264","2,698.0","","","US","BR","0401100000",""
"Brazil","3","0401204000","MC,N CN/S,1-6 OQ","2017-2017","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,985","2,430.0","0","0.0","0","0.0","0","0.0","0","0.0","5,985","2,430.0","","","US","BR","0401204000",""
"Brazil","4","0401502500","MC,NCS,10-45%,OT","2016-2016","LITER","0","0.0","0","0.0","0","0.0","6,870","9,926.0","0","0.0","2,901","950.0","5,090","1,809.0","5,778","2,020.0","0","0.0","0","0.0","0","0.0","0","0.0","20,639","14,705.0","","","US","BR","0401502500",""
"Brazil","4","0401502500","MC,NCS,10-45%,OT","2017-2017","LITER","0","0.0","0","0.0","28,701","42,902.0","0","0.0","3,171","1,323.0","3,554","1,377.0","0","0.0","0","0.0","14,904","6,480.0","0","0.0","5,209","2,176.0","8,338","4,134.0","63,877","58,392.0","60","90","US","BR","0401502500",""
"Brazil","4","0401502500","MC,NCS,10-45%,OT","2018-2018","LITER","0","0.0","0","0.0","7,004","2,802.0","0","0.0","12,600","6,048.0","15,318","7,133.0","0","0.0","12,600","6,048.0","2,472","1,102.0","0","0.0","15,281","7,349.0","0","0.0","65,275","30,482.0","","","US","BR","0401502500",""
"Belgium-Luxembourg(*)","1","0401100000","MC,N CN/SW,NOV 1","2016-2016","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,167","20,808.0","0","0.0","0","0.0","9,167","20,808.0","","","US","BE","0401100000",""
"Belgium-Luxembourg(*)","2","0401202000","MC,N CN/S,1-6 NQ","2017-2017","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,108","288.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,108","288.0","","","US","BE","0401202000",""
"Belgium-Luxembourg(*)","3","0401500200","M&C, NC/S,10-45%","2017-2017","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,458","234.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,458","234.0","","","US","BE","0401500200",""
"Belgium-Luxembourg(*)","3","0401500200","M&C, NC/S,10-45%","2018-2018","LITER","0","0.0","216,216","584,556.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","216,216","584,556.0","","","US","BE","0401500200",""
"Belgium-Luxembourg(*)","4","0401502500","MC,NCS,10-45%,OT","2018-2018","LITER","0","0.0","0","0.0","53,801","145,455.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","53,801","145,455.0","","","US","BE","0401502500",""
"Cambodia","1","0401202000","MC,N CN/S,1-6 NQ","2016-2016","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,750","15,336.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,750","15,336.0","","","US","CB","0401202000",""
"Cambodia","1","0401202000","MC,N CN/S,1-6 NQ","2017-2017","LITER","6,000","591.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,000","591.0","","","US","CB","0401202000",""
"Germany(*)","1","0401100000","MC,N CN/SW,NOV 1","2017-2017","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,820","6,000.0","0","0.0","9,588","20,400.0","12,408","26,400.0","","","US","GM","0401100000",""
"Germany(*)","2","0401202000","MC,N CN/S,1-6 NQ","2017-2017","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,488","14,400.0","0","0.0","10,608","20,400.0","18,096","34,800.0","","","US","GM","0401202000",""
"Germany(*)","2","0401202000","MC,N CN/S,1-6 NQ","2018-2018","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,564","6,484.0","0","0.0","0","0.0","0","0.0","6,564","6,484.0","","","US","GM","0401202000",""
"Germany(*)","3","0401204000","MC,N CN/S,1-6 OQ","2015-2015","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,680","12,000.0","0","0.0","0","0.0","7,680","12,000.0","","","US","GM","0401204000",""
"Germany(*)","3","0401204000","MC,N CN/S,1-6 OQ","2016-2016","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,840","12,000.0","0","0.0","0","0.0","6,840","12,000.0","","","US","GM","0401204000",""
"Germany(*)","3","0401204000","MC,N CN/S,1-6 OQ","2018-2018","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,488","8,144.0","0","0.0","0","0.0","0","0.0","0","0.0","4,488","8,144.0","","","US","GM","0401204000",""
"Iran","1","0401502500","MC,NCS,10-45%,OT","2017-2017","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,752","1,728.0","4,752","1,728.0","","","US","IR","0401502500",""
"Iran","1","0401502500","MC,NCS,10-45%,OT","2018-2018","LITER","0","0.0","0","0.0","14,256","5,184.0","7,128","2,592.0","0","0.0","7,247","2,635.0","0","0.0","12,065","32,619.0","0","0.0","0","0.0","0","0.0","0","0.0","40,696","43,030.0","","","US","IR","0401502500",""
"Israel(*)","1","0401100000","MC,N CN/SW,NOV 1","2015-2015","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","39,805","19,820.0","0","0.0","0","0.0","0","0.0","39,805","19,820.0","","","US","IS","0401100000",""
"Lithuania","1","0401202000","MC,N CN/S,1-6 NQ","2015-2015","LITER","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,168","2,880.0","0","0.0","0","0.0","0","0.0","0","0.0","2,168","2,880.0","","","US","LH","0401202000",""
"Lithuania","1","0401202000","MC,N CN/S,1-6 NQ","2018-2018","LITER","0","0.0","0","0.0","2,432","2,880.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,432","2,880.0","","","US","LH","0401202000",""
"Slovakia","1","0401204000","MC,N CN/S,1-6 OQ","2017-2017","LITER","0","0.0","0","0.0","0","0.0","0","0.0","3,971","4,680.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,971","4,680.0","","","US","LO","0401204000",""
"Netherlands","1","0401204000","MC,N CN/S,1-6 OQ","2015-2015","LITER","2,944","2.0","5,820","6,000.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,764","6,002.0","","","US","NL","0401204000",""
"Netherlands","2","0401502500","MC,NCS,10-45%,OT","2015-2015","LITER","0","0.0","2,452","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,452","1.0","","","US","NL","0401502500",""
"Russia","1","0401202000","MC,N CN/S,1-6 NQ","2018-2018","LITER","0","0.0","0","0.0","0","0.0","0","0.0","4,722","1,980.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,244","990.0","0","0.0","6,966","2,970.0","","","US","RS","0401202000",""
"Saudi Arabia","1","0401100000","MC,N CN/SW,NOV 1","2016-2016","LITER","0","0.0","0","0.0","0","0.0","18,180","39,820.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","18,180","39,820.0","","","US","SA","0401100000",""
"Saudi Arabia","1","0401100000","MC,N CN/SW,NOV 1","2017-2017","LITER","0","0.0","0","0.0","37,980","6,421.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","37,980","6,421.0","","","US","SA","0401100000",""
