Cm_Code,Commodity,Cn_Code,Country,Year,Beginning Stocks,Sow Beginning Stocks,Dairy Cows Beg. Stocks,Beef Cows Beg. Stocks,Production,Imports,Total Supply,Exports,Sow Slaughter,Cow Slaughter,Calf Slaughter,Domestic Consumption,Total Slaughter,Loss And Residual,Ending Stocks,Total Distribution,Total Use,Unit Description
11000,"Animal Numbers, Cattle",AR,Argentina,2000,50332,0,2470,18900,14900,43,65275,8,0,4300,1780,0,13200,900,51167,65275,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2001,51167,0,2450,19300,15000,2,66169,0,0,3800,1730,0,12300,1500,52369,66169,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2002,52369,0,2150,19200,14000,0,66369,0,0,4200,1600,0,12300,1000,53069,66369,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2003,53069,0,2000,19600,14800,0,67869,1,0,4400,1900,0,13000,900,53968,67869,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2004,53968,0,2000,20500,15400,0,69368,1,0,5200,2400,0,14800,800,53767,69368,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2005,53767,0,2100,21000,15800,0,69567,1,0,4800,1900,0,14600,700,54266,69567,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2006,54266,0,2200,21000,15800,0,70066,2,0,4600,1300,0,13700,700,55664,70066,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2007,55664,0,2150,21250,15900,0,71564,2,0,5200,2700,0,15200,700,55662,71564,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2008,55662,0,2150,20800,14900,0,70562,2,0,5500,2500,0,14800,1500,54260,70562,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2009,54260,0,2100,18900,12000,0,66260,3,0,5600,2900,0,16100,1100,49057,66260,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2010,49057,0,2100,18300,11600,0,60657,1,0,3400,2800,0,11900,600,48156,60657,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2011,48156,0,2100,19100,13100,1,61257,0,0,2570,3040,0,11060,600,49597,61257,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2012,49597,0,2100,20000,13700,0,63297,2,0,2900,3500,0,11600,600,51095,63297,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2013,51095,0,2100,20900,14000,0,65095,0,0,3400,3900,0,12900,650,51545,65095,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2014,51545,0,2100,21300,13300,0,64845,0,0,3500,3900,0,12400,900,51545,64845,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2015,51545,0,2000,21300,14200,0,65745,0,0,3170,3900,0,12430,750,52565,65745,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2016,52565,0,1900,21600,14000,0,66565,0,0,3100,3300,0,11800,1250,53515,66565,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2017,53515,0,1850,21800,14200,0,67715,0,0,3440,3440,0,12600,1400,53715,67715,0,
11000,"Animal Numbers, Cattle",AR,Argentina,2018,53715,0,1850,22000,14700,0,68415,0,0,4150,3200,0,13400,1200,53815,68415,0,
11000,"Animal Numbers, Cattle",AS,Australia,2000,27588,0,2171,12670,9720,0,37308,896,0,3627,1080,0,8642,50,27720,37308,0,
11000,"Animal Numbers, Cattle",AS,Australia,2001,27720,0,2176,12920,9658,0,37378,822,0,3693,956,0,8636,50,27870,37378,0,
11000,"Animal Numbers, Cattle",AS,Australia,2002,27870,0,2123,12652,10072,0,37942,972,0,3925,1081,0,9050,50,27870,37942,0,
11000,"Animal Numbers, Cattle",AS,Australia,2003,27870,0,2050,12000,8524,0,36394,774,0,3952,1100,0,8906,50,26664,36394,0,
11000,"Animal Numbers, Cattle",AS,Australia,2004,26664,0,2050,12350,10292,0,36956,638,0,3686,910,0,8803,50,27465,36956,0,
11000,"Animal Numbers, Cattle",AS,Australia,2005,27465,0,2041,12570,9808,0,37273,573,0,3349,823,0,8467,50,28183,37273,0,
11000,"Animal Numbers, Cattle",AS,Australia,2006,28183,0,1881,13456,9748,0,37931,634,0,3588,869,0,8854,50,28393,37931,0,
11000,"Animal Numbers, Cattle",AS,Australia,2007,28393,0,1796,12750,9313,0,37706,719,0,3804,901,0,8901,49,28037,37706,0,
11000,"Animal Numbers, Cattle",AS,Australia,2008,28037,0,1617,12700,8956,0,36993,869,0,3787,798,0,8651,152,27321,36993,0,
11000,"Animal Numbers, Cattle",AS,Australia,2009,27321,0,1676,12903,10025,0,37346,954,0,3669,828,0,8412,74,27906,37346,0,
11000,"Animal Numbers, Cattle",AS,Australia,2010,27906,0,1596,12945,8842,0,36748,875,0,3539,801,0,8272,51,27550,36748,0,
11000,"Animal Numbers, Cattle",AS,Australia,2011,27550,0,1589,12883,9614,0,37164,695,0,3125,682,0,7942,21,28506,37164,0,
11000,"Animal Numbers, Cattle",AS,Australia,2012,28506,0,1700,13633,8539,0,37045,620,0,3207,625,0,7977,30,28418,37045,0,
11000,"Animal Numbers, Cattle",AS,Australia,2013,28418,0,1688,13430,10783,0,39201,851,0,3949,690,0,9032,27,29291,39201,0,
11000,"Animal Numbers, Cattle",AS,Australia,2014,29291,0,1647,13321,11063,0,40354,1297,0,4671,688,0,9914,41,29102,40354,0,
11000,"Animal Numbers, Cattle",AS,Australia,2015,29102,0,1689,12532,9394,0,38496,1336,0,4450,667,0,9674,73,27413,38496,0,
11000,"Animal Numbers, Cattle",AS,Australia,2016,27413,0,1562,11452,6600,0,34013,1154,0,3428,542,0,7830,58,24971,34013,0,
11000,"Animal Numbers, Cattle",AS,Australia,2017,24971,0,1520,12176,9700,0,34671,885,0,3255,413,0,7572,38,26176,34671,0,
11000,"Animal Numbers, Cattle",AS,Australia,2018,26176,0,1561,11250,9100,0,35276,1151,0,3987,468,0,8064,61,26000,35276,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2000,4326,0,1865,0,1343,0,5669,0,0,0,0,0,1091,357,4221,5669,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2001,4221,0,1845,0,1365,0,5586,0,0,0,0,0,1148,353,4085,5586,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2002,4085,0,1784,0,1338,0,5423,0,0,0,0,0,1109,309,4005,5423,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2003,4005,0,1716,0,1304,0,5309,0,0,0,0,0,1002,383,3924,5309,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2004,3924,0,1658,0,1326,0,5250,0,0,0,0,0,1040,247,3963,5250,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2005,3963,0,1613,0,1307,3,5273,0,0,0,0,0,1170,123,3980,5273,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2006,3980,0,1565,0,1330,2,5312,0,0,0,0,0,1260,63,3989,5312,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2007,3989,0,1506,0,1310,2,5301,0,0,0,0,0,1240,54,4007,5301,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2008,4007,0,1459,0,1313,1,5321,2,0,0,0,0,1150,38,4131,5321,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2009,4131,0,1452,0,1357,0,5488,1,0,0,0,0,1285,51,4151,5488,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2010,4151,0,1445,0,1351,1,5503,0,0,0,0,0,1250,102,4151,5503,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2011,4151,0,1478,0,1380,1,5532,1,0,0,0,0,1175,109,4247,5532,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2012,4247,0,1477,0,1379,2,5628,1,0,0,0,0,1175,85,4367,5628,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2013,4367,0,1519,0,1395,1,5763,0,0,0,0,0,1279,162,4322,5763,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2014,4322,0,1525,0,1385,1,5708,1,0,0,0,0,1200,143,4364,5708,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2015,4364,0,1533,0,1426,2,5792,7,0,0,0,0,1326,103,4356,5792,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2016,4356,0,1512,0,1375,1,5732,5,0,0,0,0,1285,144,4298,5732,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2017,4298,0,1502,0,1440,1,5739,3,0,0,0,0,1225,149,4362,5739,0,
11000,"Animal Numbers, Cattle",BO,Belarus,2018,4362,0,1500,0,1400,1,5763,7,0,0,0,0,1246,169,4341,5763,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2000,146272,0,29254,40956,38323,54,184649,0,0,11574,900,0,30467,3800,150382,184649,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2001,150382,0,30076,42107,41355,11,191748,0,0,11700,800,0,31860,3574,156314,191748,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2002,156314,0,31263,43768,43455,39,199808,1,0,12579,800,0,33519,4825,161463,199808,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2003,161463,0,32293,45210,44887,0,206350,3,0,12705,900,0,34398,6457,165492,206350,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2004,165492,0,33098,46338,46234,1,211727,16,0,12800,900,0,36955,5189,169567,211727,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2005,169567,0,33913,47749,47309,1,216877,113,0,14715,900,0,39430,5223,172111,216877,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2006,172111,0,34422,48190,48188,2,220301,246,0,16587,900,0,41225,5000,173830,220301,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2007,173830,0,34766,48672,48845,10,222685,438,0,15393,600,0,42345,4465,175437,222685,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2008,175437,0,35090,49122,49050,70,224557,414,0,13325,400,0,40438,4165,179540,224557,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2009,179540,0,35908,50271,49150,65,228755,530,0,12304,350,0,39466,3600,185159,228755,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2010,185159,0,37032,51845,49200,68,234427,655,0,11600,300,0,39400,3447,190925,234427,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2011,190925,0,37367,52263,49445,5,240375,405,0,10750,300,0,39100,3320,197550,240375,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2012,197550,0,37676,52669,49690,0,247240,512,0,11170,300,0,40205,3250,203273,247240,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2013,203273,0,38259,52986,50185,0,253458,689,0,11490,300,0,41590,3220,207959,253458,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2014,207959,0,38600,53660,49600,10,257569,649,0,10585,350,0,40385,3500,213035,257569,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2015,213035,0,38980,54210,48220,2,261257,212,0,10600,300,0,38365,3500,219180,261257,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2016,219180,0,39290,55025,48250,3,267433,293,0,9375,300,0,37595,3500,226045,267433,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2017,226045,0,39685,55850,48735,0,274780,407,0,9500,300,0,38723,3300,232350,274780,0,
11000,"Animal Numbers, Cattle",BR,Brazil,2018,232350,0,41820,58080,49500,0,281850,790,0,9600,300,0,39602,3300,238158,281850,0,
11000,"Animal Numbers, Cattle",CA,Canada,2000,13201,0,1103,4452,5505,353,19059,965,0,481,339,0,3836,650,13608,19059,0,
11000,"Animal Numbers, Cattle",CA,Canada,2001,13608,0,1091,4602,5582,302,19492,1307,0,507,343,0,3804,629,13752,19492,0,
11000,"Animal Numbers, Cattle",CA,Canada,2002,13752,0,1084,4636,5705,138,19595,1688,0,527,321,0,3851,590,13466,19595,0,
11000,"Animal Numbers, Cattle",CA,Canada,2003,13466,0,1066,4752,5671,63,19200,506,0,364,349,0,3574,565,14555,19200,0,
11000,"Animal Numbers, Cattle",CA,Canada,2004,14555,0,1055,5019,5444,19,20018,0,0,469,377,0,4450,643,14925,20018,0,
11000,"Animal Numbers, Cattle",CA,Canada,2005,14925,0,1041,5284,5518,21,20464,559,0,618,357,0,4400,850,14655,20464,0,
11000,"Animal Numbers, Cattle",CA,Canada,2006,14655,0,1019,5247,5327,38,20020,1032,0,735,329,0,3972,881,14135,20020,0,
11000,"Animal Numbers, Cattle",CA,Canada,2007,14135,0,998,4991,5420,54,19609,1412,0,746,330,0,3820,622,13755,19609,0,
11000,"Animal Numbers, Cattle",CA,Canada,2008,13755,0,985,4906,5278,49,19082,1598,0,792,322,0,3849,605,13030,19082,0,
11000,"Animal Numbers, Cattle",CA,Canada,2009,13030,0,966,4521,4888,54,17972,1092,0,643,299,0,3680,530,12670,17972,0,
11000,"Animal Numbers, Cattle",CA,Canada,2010,12670,0,966,4226,4758,56,17484,1089,0,605,294,0,3735,505,12155,17484,0,
11000,"Animal Numbers, Cattle",CA,Canada,2011,12155,0,966,4046,4618,73,16846,713,0,535,292,0,3394,509,12230,16846,0,
11000,"Animal Numbers, Cattle",CA,Canada,2012,12230,0,965,3962,4412,56,16698,836,0,449,283,0,3110,512,12240,16698,0,
11000,"Animal Numbers, Cattle",CA,Canada,2013,12240,0,968,3911,4411,48,16699,1062,0,490,264,0,3066,521,12050,16699,0,
11000,"Animal Numbers, Cattle",CA,Canada,2014,12050,0,959,3828,4496,45,16591,1267,0,448,251,0,3166,518,11640,16591,0,
11000,"Animal Numbers, Cattle",CA,Canada,2015,11640,0,946,3710,4198,36,15874,860,0,380,226,0,2912,492,11610,15874,0,
11000,"Animal Numbers, Cattle",CA,Canada,2016,11610,0,944,3675,4272,32,15914,789,0,423,242,0,3092,498,11535,15914,0,
11000,"Animal Numbers, Cattle",CA,Canada,2017,11535,0,945,3680,4358,141,16034,663,0,450,243,0,3295,501,11575,16034,0,
11000,"Animal Numbers, Cattle",CA,Canada,2018,11575,0,972,3700,4297,202,16074,650,0,520,245,0,3473,501,11450,16074,0,
11000,"Animal Numbers, Cattle",CH,China,2000,126983,0,4600,50000,35463,1,162447,65,0,0,0,0,38250,600,123532,162447,0,
11000,"Animal Numbers, Cattle",CH,China,2001,123532,0,5274,48000,33814,3,157349,57,0,0,0,0,38000,1200,118092,157349,0,
11000,"Animal Numbers, Cattle",CH,China,2002,118092,0,5662,49750,36883,11,154986,58,0,0,0,0,38750,500,115678,154986,0,
11000,"Animal Numbers, Cattle",CH,China,2003,115678,0,6873,49900,39466,50,155194,51,0,0,0,0,40000,799,114344,155194,0,
11000,"Animal Numbers, Cattle",CH,China,2004,114344,0,8932,50300,40087,132,154563,59,0,0,0,0,41250,900,112354,154563,0,
11000,"Animal Numbers, Cattle",CH,China,2005,112354,0,11080,53000,39441,50,151845,54,0,0,0,0,41500,383,109908,151845,0,
11000,"Animal Numbers, Cattle",CH,China,2006,109908,0,11090,50400,39827,15,149750,54,0,0,0,0,42220,2825,104651,149750,0,
11000,"Animal Numbers, Cattle",CH,China,2007,104651,0,11400,50585,43380,15,148046,51,0,0,0,0,43595,425,103975,148046,0,
11000,"Animal Numbers, Cattle",CH,China,2008,103975,0,12259,49700,42250,16,146241,28,0,0,0,0,44458,1075,100680,146241,0,
11000,"Animal Numbers, Cattle",CH,China,2009,100680,0,12335,52500,45675,47,146402,29,0,0,0,0,45000,1014,100359,146402,0,
11000,"Animal Numbers, Cattle",CH,China,2010,100359,0,12603,51000,45350,83,145792,31,0,0,0,0,46500,1061,98200,145792,0,
11000,"Animal Numbers, Cattle",CH,China,2011,98200,0,14201,46480,42800,103,141103,32,0,0,0,0,46000,1231,93840,141103,0,
11000,"Animal Numbers, Cattle",CH,China,2012,93840,0,14402,51000,45700,259,139799,29,0,0,0,0,47000,1397,91373,139799,0,
11000,"Animal Numbers, Cattle",CH,China,2013,91373,0,14939,52500,47720,98,139191,21,0,0,0,0,48000,1312,89858,139191,0,
11000,"Animal Numbers, Cattle",CH,China,2014,89858,0,15000,54000,50400,316,140574,20,0,0,0,0,49100,1381,90073,140574,0,
11000,"Animal Numbers, Cattle",CH,China,2015,90073,0,14000,53000,49660,129,139862,20,0,0,0,0,48000,1284,90558,139862,0,
11000,"Animal Numbers, Cattle",CH,China,2016,90558,0,13000,53000,48890,133,139581,19,0,0,0,0,50000,1217,88345,139581,0,
11000,"Animal Numbers, Cattle",CH,China,2017,88345,0,12300,53000,48800,121,137266,19,0,0,0,0,45700,1160,90387,137266,0,
11000,"Animal Numbers, Cattle",CH,China,2018,90387,0,12000,52000,47500,140,138027,15,0,0,0,0,46800,1212,90000,138027,0,
11000,"Animal Numbers, Cattle",CO,Colombia,2000,20300,0,2450,7150,4900,0,25200,0,0,1486,0,0,3715,885,20600,25200,0,
11000,"Animal Numbers, Cattle",CO,Colombia,2001,20600,0,2500,7225,5000,0,25600,4,0,1380,0,0,3450,819,21327,25600,0,
11000,"Animal Numbers, Cattle",CO,Colombia,2002,21327,0,2350,7000,4500,0,25827,0,0,1292,0,0,3275,902,21650,25827,0,
11000,"Animal Numbers, Cattle",CO,Colombia,2003,21650,0,2600,7400,5500,1,27151,0,0,1300,0,0,3250,414,23487,27151,0,
11000,"Animal Numbers, Cattle",CO,Colombia,2004,23487,0,2500,7300,5300,0,28787,300,0,1525,0,0,3630,587,24270,28787,0,
11000,"Animal Numbers, Cattle",CO,Colombia,2005,24270,0,3000,8200,6800,0,31070,129,0,1224,0,0,3757,359,26825,31070,0,
11000,"Animal Numbers, Cattle",CO,Colombia,2006,26825,0,2000,7000,3750,0,30575,245,0,1327,0,0,3927,1003,25400,30575,0,
11000,"Animal Numbers, Cattle",CO,Colombia,2007,25400,0,2200,7500,4850,0,30250,136,0,1347,0,0,4017,503,25594,30250,0,
11000,"Animal Numbers, Cattle",CO,Colombia,2008,25594,0,2200,8000,5670,0,31264,9,0,1662,0,0,4050,773,26432,31264,0,
11000,"Animal Numbers, Cattle",CO,Colombia,2009,26432,0,2000,7900,5450,0,31882,5,0,1714,0,0,3948,600,27329,31882,0,
11000,"Animal Numbers, Cattle",CO,Colombia,2010,27329,0,1600,6900,3400,0,30729,24,0,1315,0,0,3545,2004,25156,30729,0,
11000,"Animal Numbers, Cattle",CO,Colombia,2011,25156,0,1600,6800,3150,0,28306,61,0,1508,0,0,3819,847,23579,28306,0,
11000,"Animal Numbers, Cattle",CO,Colombia,2012,23579,0,1600,6700,3200,0,26779,299,0,1789,0,0,4034,896,21550,26779,0,
11000,"Animal Numbers, Cattle",CO,Colombia,2013,21550,0,1550,6650,3400,0,24950,236,0,1800,0,0,4200,614,19900,24950,0,
11000,"Animal Numbers, Cattle",CO,Colombia,2014,19900,0,1500,6600,3200,0,23100,85,0,1850,0,0,4150,465,18400,23100,0,
11000,"Animal Numbers, Cattle",CS,Costa Rica,2000,1360,0,172,790,395,0,1755,0,0,187,9,0,377,35,1343,1755,0,
11000,"Animal Numbers, Cattle",CS,Costa Rica,2001,1343,0,172,780,390,0,1733,0,0,185,10,0,375,35,1323,1733,0,
11000,"Animal Numbers, Cattle",CS,Costa Rica,2002,1323,0,172,780,390,0,1713,0,0,180,10,0,365,35,1313,1713,0,
11000,"Animal Numbers, Cattle",DR,Dominican Republic,2000,1923,0,150,240,366,0,2289,0,0,55,43,0,308,63,1918,2289,0,
11000,"Animal Numbers, Cattle",DR,Dominican Republic,2001,1918,0,150,240,368,0,2286,0,0,55,43,0,308,60,1918,2286,0,
11000,"Animal Numbers, Cattle",DR,Dominican Republic,2002,1918,0,150,240,368,0,2286,0,0,55,43,0,308,60,1918,2286,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2000,6275,0,4136,0,2158,271,8704,0,0,600,160,0,1967,463,6274,8704,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2001,6274,0,4148,0,2165,204,8643,0,0,560,163,0,1947,334,6362,8643,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2002,6362,0,4152,0,2217,145,8724,0,0,550,152,0,2009,265,6450,8724,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2003,6450,0,4170,0,2285,8,8743,0,0,530,160,0,1990,203,6550,8743,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2004,6550,0,4290,0,2260,2,8812,0,0,547,173,0,2028,260,6524,8812,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2005,6524,0,4234,0,2250,43,8817,0,0,552,183,0,2185,248,6384,8817,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2006,6384,0,4071,0,2150,19,8553,0,0,504,167,0,2042,292,6219,8553,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2007,6219,0,4000,0,1987,30,8236,0,0,425,130,0,1710,270,6256,8236,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2008,6256,0,3940,0,1825,17,8098,0,0,380,110,0,1595,255,6248,8098,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2009,6248,0,3934,0,1822,45,8115,0,0,390,100,0,1600,315,6200,8115,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2010,6200,0,3860,0,1650,140,7990,0,0,450,90,0,1590,300,6100,7990,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2011,6100,0,3885,0,1700,70,7870,0,0,300,90,0,1460,235,6175,7870,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2012,6175,0,3960,0,1550,95,7820,0,0,320,60,0,1300,340,6180,7820,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2013,6180,0,3980,0,1620,100,7900,0,0,340,80,0,1340,300,6260,7900,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2014,6260,0,3990,0,1700,200,8160,0,0,455,70,0,1455,220,6485,8160,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2015,6485,0,4010,0,1780,170,8435,0,0,470,80,0,1490,220,6725,8435,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2016,6725,0,4210,0,1850,300,8875,0,0,700,80,0,1680,200,6995,8875,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2017,6995,0,4260,0,1850,250,9095,0,0,710,80,0,1690,200,7205,9095,0,
11000,"Animal Numbers, Cattle",EG,Egypt,2018,7205,0,4350,0,1900,250,9355,0,0,730,50,0,1700,200,7455,9355,0,
11000,"Animal Numbers, Cattle",ES,El Salvador,2000,1136,0,292,566,173,60,1369,2,0,34,48,0,125,156,1086,1369,0,
11000,"Animal Numbers, Cattle",ES,El Salvador,2001,1086,0,291,565,172,62,1320,2,0,34,48,0,124,156,1038,1320,0,
11000,"Animal Numbers, Cattle",ES,El Salvador,2002,1038,0,291,565,170,62,1270,0,0,45,33,0,122,113,1035,1270,0,
11000,"Animal Numbers, Cattle",E4,European Union,2000,95000,0,27500,12750,34075,2,129077,454,0,13750,6615,0,32615,1353,94655,129077,0,
11000,"Animal Numbers, Cattle",E4,European Union,2001,94655,0,27126,12276,32650,4,127309,322,0,13300,6405,0,31265,1487,94235,127309,0,
11000,"Animal Numbers, Cattle",E4,European Union,2002,94235,0,27121,12216,32475,2,126712,543,0,13600,6350,0,31900,1489,92780,126712,0,
11000,"Animal Numbers, Cattle",E4,European Union,2003,92780,0,26625,12104,32100,5,124885,492,0,13000,6350,0,31150,1633,91610,124885,0,
11000,"Animal Numbers, Cattle",E4,European Union,2004,91610,0,26110,12101,32000,5,123615,445,0,12750,6100,0,30650,1789,90731,123615,0,
11000,"Animal Numbers, Cattle",E4,European Union,2005,90731,0,25421,12154,31900,4,122635,281,0,12750,6000,0,29900,2090,90364,122635,0,
11000,"Animal Numbers, Cattle",E4,European Union,2006,90364,0,24972,12134,30605,4,120973,294,0,12070,6050,0,29150,2200,89329,120973,0,
11000,"Animal Numbers, Cattle",E4,European Union,2007,89329,0,24418,12129,31700,4,121033,259,0,11827,6154,0,29149,1726,89899,121033,0,
11000,"Animal Numbers, Cattle",E4,European Union,2008,89899,0,24287,12512,31850,5,121754,318,0,12106,5981,0,29221,1807,90408,121754,0,
11000,"Animal Numbers, Cattle",E4,European Union,2009,90408,0,24406,12406,30000,6,120414,269,0,11907,6771,0,28712,1604,89829,120414,0,
11000,"Animal Numbers, Cattle",E4,European Union,2010,89829,0,23870,12413,29000,1,118830,492,0,11807,6985,0,28748,1759,87831,118830,0,
11000,"Animal Numbers, Cattle",E4,European Union,2011,87831,0,23314,12380,30100,1,117932,689,0,11683,7144,0,28541,1648,87054,117932,0,
11000,"Animal Numbers, Cattle",E4,European Union,2012,87054,0,23051,12190,29800,0,116854,678,0,11541,6946,0,27379,1691,87106,116854,0,
11000,"Animal Numbers, Cattle",E4,European Union,2013,87106,0,23193,12034,29050,0,116156,504,0,10810,6713,0,26229,1804,87619,116156,0,
11000,"Animal Numbers, Cattle",E4,European Union,2014,87619,0,23468,11934,29280,0,116899,499,0,10989,6533,0,26212,1782,88406,116899,0,
11000,"Animal Numbers, Cattle",E4,European Union,2015,88406,0,23559,12037,29900,0,118306,810,0,11325,6414,0,26529,1815,89152,118306,0,
11000,"Animal Numbers, Cattle",E4,European Union,2016,89152,0,23594,12312,30100,0,119252,997,0,11868,6762,0,27264,1839,89152,119252,0,
11000,"Animal Numbers, Cattle",E4,European Union,2017,89152,0,23525,12342,29550,0,118702,1028,0,11787,6602,0,27053,1802,88819,118702,0,
11000,"Animal Numbers, Cattle",E4,European Union,2018,88819,0,23311,12308,29080,0,117899,1104,0,12200,6550,0,27500,1787,87508,117899,0,
11000,"Animal Numbers, Cattle",GT,Guatemala,2000,1576,0,74,780,320,165,2061,98,0,130,0,0,350,65,1548,2061,0,
11000,"Animal Numbers, Cattle",GT,Guatemala,2001,1548,0,74,790,343,170,2061,98,0,130,0,0,350,65,1548,2061,0,
11000,"Animal Numbers, Cattle",GT,Guatemala,2002,1548,0,74,790,350,170,2068,100,0,130,0,0,355,65,1548,2068,0,
11000,"Animal Numbers, Cattle",GT,Guatemala,2003,1548,0,76,810,360,175,2083,105,0,135,0,0,365,65,1548,2083,0,
11000,"Animal Numbers, Cattle",HO,Honduras,2000,1693,0,0,0,287,35,2015,180,0,0,0,0,123,110,1602,2015,0,
11000,"Animal Numbers, Cattle",HO,Honduras,2001,1602,0,0,0,287,55,1944,170,0,0,0,0,123,110,1541,1944,0,
11000,"Animal Numbers, Cattle",HO,Honduras,2002,1541,0,0,0,287,55,1883,170,0,0,0,0,123,110,1480,1883,0,
11000,"Animal Numbers, Cattle",IN,India,2000,285220,0,113800,0,52600,2,337822,0,0,1400,2900,0,15250,37750,284822,337822,0,
11000,"Animal Numbers, Cattle",IN,India,2001,284822,0,114360,0,53000,2,337824,0,0,1300,2800,0,16500,36750,284574,337824,0,
11000,"Animal Numbers, Cattle",IN,India,2002,284574,0,114920,0,53500,5,338079,0,0,1250,2800,0,17750,36000,284329,338079,0,
11000,"Animal Numbers, Cattle",IN,India,2003,284329,0,115487,0,54500,5,338834,1,0,1350,3200,0,20000,35730,283103,338834,0,
11000,"Animal Numbers, Cattle",IN,India,2004,283103,0,105310,0,57000,5,340108,1,0,0,0,0,21500,30607,288000,340108,0,
11000,"Animal Numbers, Cattle",IN,India,2005,288000,0,106500,0,58000,2,346002,0,0,0,0,0,21700,31302,293000,346002,0,
11000,"Animal Numbers, Cattle",IN,India,2006,293000,0,107500,0,58500,0,351500,0,0,0,0,0,23500,30000,298000,351500,0,
11000,"Animal Numbers, Cattle",IN,India,2007,298000,0,109000,0,59000,0,357000,0,0,0,0,0,23750,28832,304418,357000,0,
11000,"Animal Numbers, Cattle",IN,India,2008,304418,0,111091,0,60000,0,364418,6,0,0,0,0,25500,32912,306000,364418,0,
11000,"Animal Numbers, Cattle",IN,India,2009,306000,0,112000,0,60000,0,366000,0,0,0,0,0,27500,34000,304500,366000,0,
11000,"Animal Numbers, Cattle",IN,India,2010,304500,0,114000,0,61000,0,365500,0,0,0,0,0,29000,34000,302500,365500,0,
11000,"Animal Numbers, Cattle",IN,India,2011,302500,0,116000,0,62500,0,365000,0,0,0,0,0,30000,35000,300000,365000,0,
