"","","","","","","January","January","February","February","March","March","April","April","May","May","June","June","July","July","August","August","September","September","October","October","November","November","December","December","Total","Total","","","","","",""
"Partner","","HS Code","Product","Year","UOM","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Value","Qty","Period/Period %  Change (Value)","Period/Period %  Change (Qty)","Reporter Code","Partner Code","Product Code",""
"India","3","3501101000","MLK PROT CNCNTRT","2015-2015","MT","0","0.0","307,674","40.6","122,400","17.0","26,450","2.3","0","0.0","0","0.0","0","0.0","0","0.0","176,400","28.6","225,222","40.0","0","0.0","112,611","20.0","970,757","148.5","","","US","IN","3501101000",""
"India","3","3501101000","MLK PROT CNCNTRT","2016-2016","MT","450,444","80.0","337,833","60.0","450,444","80.0","337,833","60.0","337,833","60.0","80,500","14.3","0","0.0","0","0.0","0","0.0","0","0.0","78,200","13.9","78,200","13.9","2,151,287","382.0","","0","US","IN","3501101000",""
"India","3","3501101000","MLK PROT CNCNTRT","2017-2017","MT","0","0.0","0","0.0","0","0.0","2,045","0.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,045","0.4","","","US","IN","3501101000",""
"India","3","3501101000","MLK PROT CNCNTRT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","275,400","51.0","0","0.0","0","0.0","0","0.0","275,400","51.0","","","US","IN","3501101000",""
"Netherlands","1","3501906000","CSNT/OC,NT-CA/GL","2015-2015","MT","6,778,909","946.1","5,196,228","663.0","5,165,786","674.5","4,024,545","507.8","4,323,585","606.4","3,775,284","525.6","5,165,071","821.2","5,625,656","919.7","3,826,031","586.6","5,290,520","868.1","1,061,889","169.2","3,751,149","588.3","53,984,653","7,876.3","253","248","US","NL","3501906000",""
"Netherlands","1","3501906000","CSNT/OC,NT-CA/GL","2016-2016","MT","3,350,661","554.2","3,661,972","571.0","4,328,454","679.6","3,716,884","603.6","2,695,084","437.1","4,505,497","765.8","4,455,782","733.2","4,486,249","839.4","4,776,522","833.7","5,200,854","842.0","6,837,945","1,183.6","5,973,424","1,012.6","53,989,328","9,055.7","-13","-14","US","NL","3501906000",""
"Netherlands","1","3501906000","CSNT/OC,NT-CA/GL","2017-2017","MT","3,456,583","525.8","6,230,949","1,010.0","8,554,693","1,360.5","5,389,199","819.4","6,361,432","1,057.2","4,879,381","797.3","6,846,746","1,172.6","5,491,253","934.6","6,969,555","1,185.4","2,430,878","409.6","3,033,105","522.4","4,808,737","837.2","64,452,511","10,632.0","59","60","US","NL","3501906000",""
"Netherlands","1","3501906000","CSNT/OC,NT-CA/GL","2018-2018","MT","4,670,301","798.4","4,812,919","853.0","5,163,582","938.7","3,100,583","576.0","2,439,737","457.8","1,394,322","258.0","3,381,825","698.1","5,303,123","1,083.9","3,977,543","783.8","4,655,971","899.4","2,649,752","502.1","1,574,211","299.6","43,123,869","8,148.7","-41","-40","US","NL","3501906000",""
"Netherlands","2","3501101000","MLK PROT CNCNTRT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","140,263","15.0","0","0.0","0","0.0","0","0.0","3,000","-","143,263","15.0","","","US","NL","3501101000",""
"Netherlands","2","3501101000","MLK PROT CNCNTRT","2017-2017","MT","2,014","0.3","0","0.0","90,752","10.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","92,766","10.5","","","US","NL","3501101000",""
"Netherlands","2","3501101000","MLK PROT CNCNTRT","2018-2018","MT","0","0.0","0","0.0","11,667","8.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","11,667","8.1","","","US","NL","3501101000",""
"Netherlands","3","3501105000","CASEN,XMPC,NESOI","2015-2015","MT","0","0.0","0","0.0","93,559","10.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","93,559","10.0","","","US","NL","3501105000",""
"Netherlands","3","3501105000","CASEN,XMPC,NESOI","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","2,544","0.3","0","0.0","0","0.0","0","0.0","0","0.0","269,231","30.0","0","0.0","0","0.0","271,775","30.3","","","US","NL","3501105000",""
"Netherlands","3","3501105000","CASEN,XMPC,NESOI","2017-2017","MT","166,102","17.1","77,036","8.0","4,307","0.5","56,367","6.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","303,812","31.6","","","US","NL","3501105000",""
"Netherlands","4","3501902000","CASEIN GLUES","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","4,358","1.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,358","1.6","","","US","NL","3501902000",""
"Denmark(*)","1","3501906000","CSNT/OC,NT-CA/GL","2015-2015","MT","1,364,005","145.0","744,414","69.4","1,950,695","211.6","1,664,082","190.8","1,039,743","116.2","2,117,990","254.8","1,733,456","217.2","2,147,505","267.5","1,265,940","177.1","1,095,729","148.3","2,300,879","284.0","2,178,750","327.0","19,603,188","2,408.8","-5","15","US","DA","3501906000",""
"Denmark(*)","1","3501906000","CSNT/OC,NT-CA/GL","2016-2016","MT","3,264,248","484.0","539,222","80.0","1,972,411","295.2","1,517,878","229.4","2,367,312","366.4","2,811,601","417.4","2,132,754","315.0","1,885,994","275.6","3,050,184","442.4","2,453,385","346.7","2,571,295","353.4","1,056,696","153.2","25,622,980","3,758.8","-59","-57","US","DA","3501906000",""
"Denmark(*)","1","3501906000","CSNT/OC,NT-CA/GL","2017-2017","MT","3,664,528","535.7","465,240","69.3","2,652,523","372.2","2,339,028","300.5","2,013,574","280.3","1,171,932","172.3","1,516,005","213.8","1,303,050","176.4","4,578,337","628.2","2,592,008","369.4","2,906,677","427.1","2,319,077","340.9","27,521,979","3,886.1","-20","-20","US","DA","3501906000",""
"Denmark(*)","1","3501906000","CSNT/OC,NT-CA/GL","2018-2018","MT","1,313,289","186.2","1,931,006","238.3","2,716,387","356.7","1,993,640","255.4","3,412,628","466.8","2,512,612","361.8","2,878,786","377.0","3,053,969","397.6","458,683","60.2","5,164,517","628.1","1,752,805","210.7","1,271,092","161.7","28,459,414","3,700.6","-27","-23","US","DA","3501906000",""
"Denmark(*)","2","3501105000","CASEN,XMPC,NESOI","2015-2015","MT","0","0.0","0","0.0","11,662","0.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","11,662","0.8","","","US","DA","3501105000",""
"Germany(*)","1","3501906000","CSNT/OC,NT-CA/GL","2015-2015","MT","2,042,418","203.2","949,175","114.8","748,154","96.9","2,082,232","231.8","1,881,769","224.4","1,650,097","212.6","1,871,973","245.9","1,526,002","217.9","1,133,977","173.7","1,860,730","269.8","2,592,195","378.7","2,135,491","310.0","20,474,213","2,679.6","-18","-18","US","GM","3501906000",""
"Germany(*)","1","3501906000","CSNT/OC,NT-CA/GL","2016-2016","MT","1,141,549","167.1","590,361","82.6","956,495","140.3","619,120","87.3","1,100,711","158.2","815,350","125.3","1,907,944","297.1","951,313","145.0","1,000,779","146.9","1,371,959","204.7","1,099,440","157.1","949,389","133.9","12,504,410","1,845.3","-14","-15","US","GM","3501906000",""
"Germany(*)","1","3501906000","CSNT/OC,NT-CA/GL","2017-2017","MT","1,129,923","147.7","1,405,347","172.0","2,697,654","317.1","1,993,316","250.7","2,804,475","344.2","1,535,147","190.5","1,690,101","200.8","925,897","113.6","1,190,373","137.2","251,772","29.4","673,042","85.4","1,165,244","145.4","17,462,291","2,134.1","73","70","US","GM","3501906000",""
"Germany(*)","1","3501906000","CSNT/OC,NT-CA/GL","2018-2018","MT","1,203,650","149.0","1,380,504","171.3","988,174","124.1","1,047,844","130.8","1,256,036","162.9","691,843","93.4","616,865","84.3","416,973","55.4","295,039","38.0","563,687","77.9","651,970","88.8","286,069","36.6","9,398,654","1,212.7","-56","-59","US","GM","3501906000",""
"Germany(*)","2","3501101000","MLK PROT CNCNTRT","2015-2015","MT","20,787","14.5","0","0.0","356,299","71.6","467,074","70.0","329,065","56.4","600,314","87.9","543,824","78.0","247,437","32.6","304,009","41.8","441,661","60.3","352,950","58.5","574,984","96.4","4,238,404","668.1","63","65","US","GM","3501101000",""
"Germany(*)","2","3501101000","MLK PROT CNCNTRT","2016-2016","MT","401,396","67.1","388,729","57.0","71,547","3.5","397,333","67.5","205,637","33.2","610,079","97.6","0","0.0","178,083","28.5","729,732","117.2","121,319","19.6","0","0.0","133,336","19.6","3,237,191","510.9","","","US","GM","3501101000",""
"Germany(*)","2","3501101000","MLK PROT CNCNTRT","2017-2017","MT","161,394","22.0","0","0.0","935,296","126.1","376,618","47.6","168,349","35.3","429,365","57.0","88,139","18.9","182,964","19.3","275,129","29.6","79,576","11.0","42,905","8.0","64,385","9.1","2,804,120","383.9","50","13","US","GM","3501101000",""
"Germany(*)","2","3501101000","MLK PROT CNCNTRT","2018-2018","MT","218,896","40.5","323,725","48.0","168,254","47.9","126,308","19.5","289,702","38.8","0","0.0","162,681","37.3","33,267","23.2","35,097","2.4","28,638","2.4","219,699","45.9","23,555","16.4","1,629,822","322.5","-89","-64","US","GM","3501101000",""
"Germany(*)","3","3501105000","CASEN,XMPC,NESOI","2015-2015","MT","9,628","0.1","0","0.0","8,857","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","121,264","19.3","141,314","19.0","39,256","7.7","320,319","46.2","-72","-60","US","GM","3501105000",""
"Germany(*)","3","3501105000","CASEN,XMPC,NESOI","2016-2016","MT","216,604","37.0","134,741","22.9","233,255","41.0","123,157","19.3","15,303","0.1","81,758","13.9","11,350","-","195,727","37.0","388,475","79.4","5,383","-","5,655","-","270,838","39.0","1,682,246","289.6","4,689","557,043","US","GM","3501105000",""
"Germany(*)","3","3501105000","CASEN,XMPC,NESOI","2017-2017","MT","5,475","-","5,485","-","167,040","20.1","319,662","38.8","157,436","19.5","127,436","20.0","29,815","0.1","3,851","-","122,299","19.3","13,967","0.1","16,356","3.3","239,236","40.0","1,208,058","161.2","1,363","1,119","US","GM","3501105000",""
"Germany(*)","3","3501105000","CASEN,XMPC,NESOI","2018-2018","MT","355,971","60.0","21,644","4.9","124,618","20.0","136,657","20.0","261,478","43.5","0","0.0","668,995","121.0","0","0.0","8,747","-","16,449","0.1","17,494","-","8,747","-","1,620,800","269.5","-50","-7","US","GM","3501105000",""
"Germany(*)","4","3501902000","CASEIN GLUES","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,811","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,811","0.1","","","US","GM","3501902000",""
"Germany(*)","4","3501902000","CASEIN GLUES","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,734","0.8","0","0.0","0","0.0","0","0.0","2,519","0.6","0","0.0","0","0.0","9,253","1.4","","","US","GM","3501902000",""
"Belarus","1","3501101000","MLK PROT CNCNTRT","2015-2015","MT","0","0.0","0","0.0","124,000","20.0","122,000","20.0","0","0.0","538,000","100.0","0","0.0","0","0.0","198,400","40.0","0","0.0","104,200","20.0","0","0.0","1,086,600","200.0","","","US","BO","3501101000",""
"Belarus","1","3501101000","MLK PROT CNCNTRT","2016-2016","MT","0","0.0","212,000","40.0","93,400","20.0","0","0.0","93,000","20.0","0","0.0","88,000","20.0","0","0.0","0","0.0","0","0.0","124,000","20.0","124,000","20.0","734,400","140.0","","0","US","BO","3501101000",""
"Belarus","1","3501101000","MLK PROT CNCNTRT","2017-2017","MT","442,000","80.0","106,000","20.0","0","0.0","248,200","40.0","340,000","60.0","0","0.0","0","0.0","0","0.0","0","0.0","122,200","20.0","120,000","20.0","0","0.0","1,378,400","240.0","","","US","BO","3501101000",""
"Belarus","1","3501101000","MLK PROT CNCNTRT","2018-2018","MT","330,200","60.0","216,800","40.0","108,000","20.0","108,000","20.0","220,200","40.0","113,200","20.0","112,200","20.0","220,000","40.0","210,200","40.0","209,000","40.0","204,000","40.0","202,000","40.0","2,253,800","420.0","-1","0","US","BO","3501101000",""
"Belgium-Luxembourg(*)","1","3501906000","CSNT/OC,NT-CA/GL","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","105,824","15.1","211,648","30.2","0","0.0","62,817","9.0","380,289","54.4","","","US","BE","3501906000",""
"Australia(*)","1","3501101000","MLK PROT CNCNTRT","2015-2015","MT","1,464,789","227.2","1,632,401","245.4","3,887,210","532.0","6,229,728","964.6","874,998","136.5","1,724,639","266.0","591,836","94.6","2,163,817","336.9","1,350,439","208.8","860,277","132.9","1,723,852","265.9","2,812,335","434.0","25,316,321","3,844.9","63","63","US","AS","3501101000",""
"Australia(*)","1","3501101000","MLK PROT CNCNTRT","2016-2016","MT","737,249","113.9","0","0.0","6,151,681","950.4","3,449,483","531.9","6,266,571","963.1","1,847,686","284.0","865,091","133.0","2,197,294","352.8","1,430,108","227.6","2,791,110","435.1","275,861","38.0","5,280,749","797.9","31,292,883","4,827.8","1,814","2,001","US","AS","3501101000",""
"Australia(*)","1","3501101000","MLK PROT CNCNTRT","2017-2017","MT","2,024,631","304.0","2,128,034","323.0","1,522,703","228.0","876,815","133.0","373,754","56.8","1,136,126","171.0","1,649,252","246.6","509,362","95.0","0","0.0","0","0.0","357,848","57.0","707,358","117.4","11,285,883","1,731.7","98","106","US","AS","3501101000",""
"Australia(*)","1","3501101000","MLK PROT CNCNTRT","2018-2018","MT","1,225,285","191.7","1,351,928","214.9","1,077,622","185.6","1,802,286","304.5","2,001,921","342.0","0","0.0","808,162","133.9","0","0.0","175,765","32.3","0","0.0","0","0.0","0","0.0","8,442,969","1,404.8","","","US","AS","3501101000",""
"Australia(*)","2","3501906000","CSNT/OC,NT-CA/GL","2016-2016","MT","0","0.0","0","0.0","370,553","57.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","370,553","57.0","","","US","AS","3501906000",""
"Austria","1","3501101000","MLK PROT CNCNTRT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","97,161","18.9","93,416","18.9","93,416","18.9","0","0.0","0","0.0","0","0.0","0","0.0","283,993","56.7","","","US","AU","3501101000",""
"Austria","1","3501101000","MLK PROT CNCNTRT","2017-2017","MT","0","0.0","0","0.0","0","0.0","5,498","0.5","5,498","0.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,996","1.0","","","US","AU","3501101000",""
"Austria","1","3501101000","MLK PROT CNCNTRT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","115,420","18.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","115,420","18.9","","","US","AU","3501101000",""
"Brazil","1","3501902000","CASEIN GLUES","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,919","0.6","0","0.0","0","0.0","0","0.0","0","0.0","3,919","0.6","","","US","BR","3501902000",""
"Canada","1","3501105000","CASEN,XMPC,NESOI","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,883","5.2","0","0.0","0","0.0","0","0.0","4,883","5.2","","","US","CA","3501105000",""
"Canada","1","3501105000","CASEN,XMPC,NESOI","2017-2017","MT","0","0.0","0","0.0","0","0.0","2,711","1.3","0","0.0","0","0.0","2,145","1.6","2,061","1.6","0","0.0","0","0.0","5,305","0.7","2,300","1.1","14,522","6.3","-57","42","US","CA","3501105000",""
"Canada","2","3501902000","CASEIN GLUES","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,060","0.2","0","0.0","0","0.0","2,060","0.2","","","US","CA","3501902000",""
"China","1","3501101000","MLK PROT CNCNTRT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","115,000","20.0","115,000","20.0","","","US","CH","3501101000",""
"China","1","3501101000","MLK PROT CNCNTRT","2017-2017","MT","102,000","20.0","0","0.0","0","0.0","103,000","20.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","99,000","20.0","304,000","60.0","","","US","CH","3501101000",""
"China","1","3501101000","MLK PROT CNCNTRT","2018-2018","MT","0","0.0","0","0.0","0","0.0","98,000","20.0","0","0.0","0","0.0","0","0.0","98,000","20.0","0","0.0","0","0.0","0","0.0","0","0.0","196,000","40.0","","","US","CH","3501101000",""
"China","2","3501906000","CSNT/OC,NT-CA/GL","2015-2015","MT","5,342","0.9","31,645","9.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","36,987","10.0","","","US","CH","3501906000",""
"Italy(*)","1","3501105000","CASEN,XMPC,NESOI","2017-2017","MT","0","0.0","31,238","4.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","31,238","4.0","","","US","IT","3501105000",""
"Italy(*)","1","3501105000","CASEN,XMPC,NESOI","2018-2018","MT","27,994","2.8","0","0.0","0","0.0","3,977","0.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","31,971","3.1","","","US","IT","3501105000",""
"Italy(*)","2","3501902000","CASEIN GLUES","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,692","0.3","0","0.0","3,692","0.3","","","US","IT","3501902000",""
"Italy(*)","3","3501906000","CSNT/OC,NT-CA/GL","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,300","0.3","0","0.0","0","0.0","0","0.0","4,273","0.2","0","0.0","7,573","0.5","","","US","IT","3501906000",""
"Italy(*)","3","3501906000","CSNT/OC,NT-CA/GL","2018-2018","MT","0","0.0","0","0.0","8,277","0.4","0","0.0","0","0.0","0","0.0","0","0.0","2,201","0.1","0","0.0","0","0.0","0","0.0","0","0.0","10,478","0.6","","","US","IT","3501906000",""
"Latvia","1","3501902000","CASEIN GLUES","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,772","0.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,772","0.4","","","US","LG","3501902000",""
"Lithuania","1","3501101000","MLK PROT CNCNTRT","2018-2018","MT","0","0.0","87,300","18.0","0","0.0","0","0.0","0","0.0","81,360","18.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","168,660","36.0","","","US","LH","3501101000",""
"Mexico","1","3501101000","MLK PROT CNCNTRT","2017-2017","MT","4,800","0.8","0","0.0","41,652","6.4","120,120","18.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","166,572","25.7","","","US","MX","3501101000",""
"Mexico","1","3501101000","MLK PROT CNCNTRT","2018-2018","MT","0","0.0","0","0.0","11,220","2.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","11,220","2.0","","","US","MX","3501101000",""
"Mexico","2","3501105000","CASEN,XMPC,NESOI","2017-2017","MT","6,480","0.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,480","0.8","","","US","MX","3501105000",""
"Mexico","2","3501105000","CASEN,XMPC,NESOI","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","11,200","1.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","11,200","1.6","","","US","MX","3501105000",""
"Switzerland(*)","1","3501906000","CSNT/OC,NT-CA/GL","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","168,642","24.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","168,642","24.1","","","US","SZ","3501906000",""
"Uganda","1","3501105000","CASEN,XMPC,NESOI","2015-2015","MT","1,730,900","226.0","1,114,640","148.0","711,960","102.0","237,320","34.0","237,320","32.9","348,500","49.3","321,300","51.0","315,180","51.0","306,340","50.4","96,220","16.4","369,240","68.0","648,241","118.7","6,437,161","947.8","76","75","US","UG","3501105000",""
"Uganda","1","3501105000","CASEN,XMPC,NESOI","2016-2016","MT","1,098,370","204.6","0","0.0","1,911,162","374.0","488,660","102.0","488,610","102.0","969,710","204.0","717,528","153.0","397,800","85.0","330,480","68.0","0","0.0","232,730","51.0","619,206","102.0","7,254,256","1,445.6","166","100","US","UG","3501105000",""
"Uganda","1","3501105000","CASEN,XMPC,NESOI","2017-2017","MT","1,146,470","187.0","973,842","153.0","884,148","136.0","0","0.0","445,828","68.0","670,244","102.0","221,412","34.0","221,412","34.0","0","0.0","225,166","34.0","0","0.0","1,669,978","272.0","6,458,500","1,020.0","","","US","UG","3501105000",""
"Uganda","1","3501105000","CASEN,XMPC,NESOI","2018-2018","MT","400,044","68.0","598,940","102.0","379,780","68.0","0","0.0","0","0.0","361,391","68.0","638,344","119.0","182,384","34.0","0","0.0","87,815","17.0","0","0.0","0","0.0","2,648,698","476.0","","","US","UG","3501105000",""
"United Kingdom","1","3501101000","MLK PROT CNCNTRT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","18,101","1.6","0","0.0","0","0.0","0","0.0","10,254","1.0","28,355","2.6","","","US","UK","3501101000",""
"United Kingdom","1","3501101000","MLK PROT CNCNTRT","2016-2016","MT","0","0.0","3,188","0.3","28,855","2.9","8,884","0.4","2,619","0.3","17,176","1.8","49,221","15.7","7,018","0.9","0","0.0","19,841","13.8","0","0.0","0","0.0","136,802","36.0","","","US","UK","3501101000",""
"United Kingdom","1","3501101000","MLK PROT CNCNTRT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20,580","14.4","0","0.0","20,580","14.4","","","US","UK","3501101000",""
"United Kingdom","1","3501101000","MLK PROT CNCNTRT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","23,520","16.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","23,520","16.4","","","US","UK","3501101000",""
"United Kingdom","2","3501105000","CASEN,XMPC,NESOI","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,999","0.7","3,999","0.7","","","US","UK","3501105000",""
"United Kingdom","2","3501105000","CASEN,XMPC,NESOI","2016-2016","MT","0","0.0","0","0.0","11,437","1.5","4,328","0.7","6,393","1.5","0","0.0","6,966","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","29,124","4.7","","","US","UK","3501105000",""
"United Kingdom","2","3501105000","CASEN,XMPC,NESOI","2018-2018","MT","0","0.0","0","0.0","0","0.0","121,475","19.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","121,475","19.0","","","US","UK","3501105000",""
"United Kingdom","3","3501902000","CASEIN GLUES","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,234","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,234","0.1","","","US","UK","3501902000",""
"United Kingdom","4","3501906000","CSNT/OC,NT-CA/GL","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","8,514","0.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,514","0.5","","","US","UK","3501906000",""
"Ukraine","1","3501105000","CASEN,XMPC,NESOI","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","315,900","58.5","210,600","39.0","0","0.0","0","0.0","0","0.0","0","0.0","526,500","97.5","","","US","UP","3501105000",""
"Uruguay","1","3501105000","CASEN,XMPC,NESOI","2015-2015","MT","1,170,200","80.0","1,462,750","100.0","0","0.0","0","0.0","241,837","27.0","1,447,989","220.0","1,943,765","300.0","0","0.0","251,324","40.0","0","0.0","0","0.0","0","0.0","6,517,865","767.0","","","US","UY","3501105000",""
