"","","","","","","January","January","February","February","March","March","April","April","May","May","June","June","July","July","August","August","September","September","October","October","November","November","December","December","Total","Total","","","","","",""
"World Total","3","0406905600","CH,SHMK,IOL,S4GR","2016-2016","MT","16,067,077","1,755.5","10,090,629","1,144.7","10,691,511","1,202.0","7,881,866","832.2","13,683,544","1,453.7","14,688,406","1,597.7","14,349,091","1,697.6","8,522,979","1,015.7","11,534,525","1,349.7","14,565,024","1,784.2","12,883,201","1,685.7","10,862,679","1,483.5","145,820,532","17,002.3","-16","-12","US","R00","0406905600",""
"World Total","3","0406905600","CH,SHMK,IOL,S4GR","2017-2017","MT","12,943,312","2,002.5","8,921,222","1,203.7","9,273,789","1,491.4","9,510,643","1,526.3","13,196,280","1,984.6","14,323,605","2,288.9","12,394,381","1,844.2","15,365,851","2,248.9","10,548,571","1,374.1","19,238,561","2,415.9","17,067,851","2,160.5","14,681,518","1,750.9","157,465,584","22,291.7","-14","-19","US","R00","0406905600",""
"World Total","3","0406905600","CH,SHMK,IOL,S4GR","2018-2018","MT","13,904,421","1,603.6","12,834,181","1,348.6","13,635,517","1,465.6","11,146,524","1,169.2","13,473,899","1,480.8","13,678,994","1,571.1","14,277,071","1,554.9","10,845,329","1,396.8","11,135,537","1,326.8","14,203,413","1,737.6","10,573,220","1,361.3","13,780,938","1,876.8","153,489,044","17,893.1","30","38","US","R00","0406905600",""
"World Total","4","0406904200","CH,IT-TYP,C-M,OQ","2015-2015","MT","4,800,036","403.6","7,228,220","664.7","8,435,316","803.1","6,717,029","662.4","6,283,889","616.0","4,781,713","493.7","6,433,597","627.7","6,080,968","635.9","8,524,707","831.0","13,615,471","1,301.1","11,093,423","1,109.7","8,513,710","879.8","92,508,079","9,028.7","-23","-21","US","R00","0406904200",""
"World Total","4","0406904200","CH,IT-TYP,C-M,OQ","2016-2016","MT","6,376,934","640.8","9,297,283","878.6","9,829,746","930.7","7,935,880","717.5","5,934,271","532.6","7,038,525","629.4","7,069,237","621.0","7,158,681","645.2","5,491,977","474.3","2,310,330","211.9","1,743,811","166.4","2,453,964","220.5","72,640,639","6,668.9","41","33","US","R00","0406904200",""
"World Total","4","0406904200","CH,IT-TYP,C-M,OQ","2017-2017","MT","2,364,124","230.7","4,325,865","376.1","7,327,259","592.0","9,002,892","748.0","7,151,895","577.2","5,457,873","423.9","2,020,756","176.7","4,857,979","361.9","2,328,620","177.0","5,810,390","435.8","6,592,150","473.5","3,367,834","257.4","60,607,637","4,830.2","-49","-46","US","R00","0406904200",""
"World Total","4","0406904200","CH,IT-TYP,C-M,OQ","2018-2018","MT","7,616,415","553.4","10,109,697","716.4","9,292,991","645.4","13,440,363","932.4","11,924,390","870.6","6,876,261","520.9","12,034,714","877.8","6,421,837","465.7","4,798,112","348.5","7,706,557","573.7","7,203,484","518.2","9,640,981","688.8","107,065,802","7,711.7","34","33","US","R00","0406904200",""
"World Total","5","0406904100","CH,IT-TYP,C-M,QT","2015-2015","MT","4,060,498","426.9","5,342,817","635.0","4,795,787","564.6","4,572,521","571.9","5,110,883","606.6","5,726,240","909.8","4,653,561","698.5","3,895,921","635.0","5,163,426","831.3","7,815,638","1,244.8","6,277,836","960.8","5,126,902","925.8","62,542,030","9,010.9","-18","-4","US","R00","0406904100",""
"World Total","5","0406904100","CH,IT-TYP,C-M,QT","2016-2016","MT","3,482,015","422.9","3,980,841","443.7","4,786,028","602.9","3,280,985","417.8","2,956,904","341.9","2,414,084","312.9","3,787,300","520.7","4,592,084","572.5","4,527,196","534.2","16,130,229","1,808.7","19,921,382","2,310.8","21,789,789","2,958.7","91,648,837","11,247.7","9","28","US","R00","0406904100",""
"World Total","5","0406904100","CH,IT-TYP,C-M,QT","2017-2017","MT","3,679,428","403.2","2,252,593","247.5","4,786,608","599.7","5,232,676","591.9","5,876,956","620.8","8,301,867","823.9","10,822,968","1,050.7","12,049,690","1,149.4","7,645,386","838.8","11,897,352","1,144.8","12,926,698","1,352.0","11,165,781","1,101.9","96,638,003","9,924.7","-14","-18","US","R00","0406904100",""
"World Total","5","0406904100","CH,IT-TYP,C-M,QT","2018-2018","MT","3,867,661","357.0","3,762,798","384.7","3,041,034","366.7","4,363,838","574.1","5,749,618","733.3","4,049,436","496.5","7,877,895","959.4","6,402,679","738.6","11,563,582","1,134.9","14,551,332","1,429.4","10,436,744","1,096.2","8,967,766","1,026.4","84,634,383","9,297.3","-14","-6","US","R00","0406904100",""
"World Total","6","0406904600","CH,SW-EM,QT","2015-2015","MT","9,359,697","1,693.9","10,458,658","1,982.4","10,255,096","1,888.8","9,673,583","1,884.7","10,995,442","2,092.4","11,212,129","2,208.5","9,792,961","1,911.8","11,619,753","2,259.8","10,994,706","2,141.4","9,350,460","1,789.3","10,864,214","2,098.6","11,876,228","2,552.2","126,452,927","24,503.9","9","22","US","R00","0406904600",""
"World Total","6","0406904600","CH,SW-EM,QT","2016-2016","MT","8,164,180","1,595.5","9,093,933","1,843.8","11,497,838","2,387.4","8,243,300","1,744.2","11,621,349","2,322.8","8,183,793","1,647.4","10,365,172","2,067.7","9,877,580","1,839.6","8,622,641","1,706.9","11,268,568","2,033.5","10,924,510","2,166.2","8,951,774","1,792.5","116,814,638","23,147.5","-18","-17","US","R00","0406904600",""
"World Total","6","0406904600","CH,SW-EM,QT","2017-2017","MT","7,159,598","1,400.1","7,570,633","1,500.8","10,462,220","1,977.7","9,288,731","1,992.6","10,338,351","2,113.0","10,738,263","2,079.5","9,265,357","1,879.0","11,568,578","2,299.6","9,304,744","1,826.3","13,447,277","2,504.7","10,937,265","2,021.0","8,335,774","1,667.1","118,416,791","23,261.3","-24","-18","US","R00","0406904600",""
"World Total","6","0406904600","CH,SW-EM,QT","2018-2018","MT","9,146,336","1,774.2","8,411,261","1,685.8","7,809,086","1,517.4","9,623,715","1,908.7","10,517,584","2,143.4","8,608,770","1,727.0","9,039,718","1,792.1","8,401,211","1,692.8","8,405,181","1,663.9","11,878,004","2,359.1","9,579,827","1,937.4","8,828,111","1,839.6","110,248,804","22,041.4","-8","-5","US","R00","0406904600",""
"World Total","7","0406905700","CH,PEC,IOL,NS4GR","2015-2015","MT","5,122,272","580.9","6,305,050","709.3","7,609,073","867.4","6,411,820","748.1","6,954,972","863.0","6,212,196","765.8","6,450,734","804.3","5,725,821","702.3","4,464,670","560.9","6,673,064","779.9","6,975,495","857.0","6,017,416","723.5","74,922,583","8,962.3","-14","-16","US","R00","0406905700",""
"World Total","7","0406905700","CH,PEC,IOL,NS4GR","2016-2016","MT","7,271,889","915.1","7,537,146","870.2","8,373,265","938.5","10,806,434","1,205.9","6,504,574","774.6","7,130,484","875.7","7,787,497","973.5","8,882,085","1,148.5","6,742,083","866.3","8,426,368","1,082.8","7,390,208","998.5","8,315,968","1,164.3","95,168,001","11,813.8","13","17","US","R00","0406905700",""
"World Total","7","0406905700","CH,PEC,IOL,NS4GR","2017-2017","MT","7,078,629","929.4","5,834,047","739.2","6,626,381","907.4","7,514,230","1,057.7","4,390,608","619.7","6,182,515","788.1","4,555,199","657.9","7,545,081","921.2","6,677,394","729.4","7,264,983","902.6","7,003,290","812.7","6,611,726","794.2","77,284,083","9,859.7","-6","-2","US","R00","0406905700",""
"World Total","7","0406905700","CH,PEC,IOL,NS4GR","2018-2018","MT","8,376,542","1,000.4","2,867,481","351.4","5,194,685","621.6","7,568,926","836.6","7,262,365","800.6","7,290,283","856.2","5,266,786","647.0","7,696,557","933.8","5,882,053","676.4","8,079,488","940.0","6,472,954","810.8","7,747,658","1,058.4","79,705,778","9,533.1","20","31","US","R00","0406905700",""
"World Total","8","0406900890","CH,CHDDR,QT","2015-2015","MT","4,250,388","845.1","3,672,277","748.2","2,096,162","394.8","1,809,586","347.7","2,501,096","461.8","2,450,696","433.8","7,684,786","2,121.5","4,255,657","1,069.5","3,613,678","557.1","4,428,648","724.1","7,387,755","1,757.5","4,223,421","917.6","48,374,150","10,378.7","-43","-48","US","R00","0406900890",""
"World Total","8","0406900890","CH,CHDDR,QT","2016-2016","MT","4,824,195","1,055.1","7,675,179","1,985.4","3,767,333","1,116.9","1,882,026","490.6","2,093,454","474.9","3,299,312","904.8","3,206,165","825.3","2,092,222","411.8","2,014,177","471.8","2,876,450","624.7","2,637,572","457.1","7,278,172","1,899.3","43,646,257","10,717.8","176","315","US","R00","0406900890",""
"World Total","8","0406900890","CH,CHDDR,QT","2017-2017","MT","5,875,726","1,486.7","4,056,014","941.0","7,292,150","1,775.5","2,566,829","578.7","2,658,086","438.4","1,996,701","323.4","3,546,659","670.8","754,710","137.0","1,759,107","280.9","4,252,613","738.7","5,326,474","882.0","7,171,741","1,300.4","47,256,810","9,553.5","35","47","US","R00","0406900890",""
"World Total","8","0406900890","CH,CHDDR,QT","2018-2018","MT","2,780,480","502.8","3,623,759","694.6","2,049,908","404.4","1,737,203","303.8","2,923,047","559.4","1,851,239","322.3","3,448,248","732.2","2,151,764","378.4","3,999,582","641.3","4,891,057","746.0","5,097,718","774.6","6,015,668","979.1","40,569,673","7,039.0","18","26","US","R00","0406900890",""
"World Total","9","0406909700","C/SB,IMX,>.5F,OQ","2015-2015","MT","5,161,204","544.0","4,602,280","579.6","8,769,491","1,011.1","6,207,120","637.4","5,188,804","711.2","8,789,969","1,400.0","7,833,719","1,437.1","5,820,873","729.6","5,167,253","552.6","8,013,476","871.6","7,699,597","712.0","12,068,390","1,622.8","85,322,176","10,809.1","57","128","US","R00","0406909700",""
"World Total","9","0406909700","C/SB,IMX,>.5F,OQ","2016-2016","MT","8,758,129","1,627.4","7,511,200","1,259.5","8,982,755","1,626.8","5,042,346","725.9","6,692,599","918.9","8,773,311","1,285.6","5,578,491","702.2","7,331,412","1,279.4","5,011,765","732.2","7,435,398","893.8","4,238,539","468.4","6,179,177","987.3","81,535,122","12,507.5","46","111","US","R00","0406909700",""
"World Total","9","0406909700","C/SB,IMX,>.5F,OQ","2017-2017","MT","5,057,390","883.5","5,306,995","910.1","4,779,202","854.7","3,208,599","446.6","5,577,056","808.5","6,639,195","1,022.0","3,272,726","482.7","3,206,895","450.6","4,695,017","457.4","10,180,321","1,060.0","8,037,109","678.7","6,183,490","644.7","66,143,995","8,699.4","-23","-5","US","R00","0406909700",""
"World Total","9","0406909700","C/SB,IMX,>.5F,OQ","2018-2018","MT","7,500,082","1,037.7","8,100,524","981.3","9,077,316","1,110.6","6,483,252","705.1","6,544,870","669.4","6,201,344","704.0","6,580,697","711.2","8,047,179","967.5","7,503,320","911.5","11,076,291","992.4","9,049,921","858.7","5,995,812","570.3","92,160,608","10,219.9","-34","-34","US","R00","0406909700",""
"World Total","10","0406901600","CH,ED-GOU,QT","2015-2015","MT","1,228,154","188.3","2,966,105","496.7","2,528,419","476.4","2,092,304","367.3","3,597,090","667.7","2,377,569","432.1","3,080,339","586.1","3,543,705","612.2","3,671,142","599.8","3,821,632","617.4","3,254,366","585.1","4,008,912","835.0","36,169,737","6,464.1","23","43","US","R00","0406901600",""
"World Total","10","0406901600","CH,ED-GOU,QT","2016-2016","MT","1,858,713","358.3","2,156,113","364.3","1,986,807","347.5","2,525,650","466.0","3,036,302","548.4","2,763,970","531.9","2,513,219","499.8","3,344,291","616.4","4,116,402","794.4","3,470,950","625.5","3,794,725","674.5","2,876,362","638.0","34,443,504","6,464.9","-24","-5","US","R00","0406901600",""
"World Total","10","0406901600","CH,ED-GOU,QT","2017-2017","MT","1,679,402","322.9","1,511,943","288.5","1,794,343","356.2","3,722,986","732.5","2,226,210","414.9","2,765,795","533.4","2,611,691","450.2","3,164,269","572.0","2,651,304","475.6","4,278,668","725.8","4,217,765","718.6","5,107,871","821.6","35,732,247","6,412.2","21","14","US","R00","0406901600",""
"World Total","10","0406901600","CH,ED-GOU,QT","2018-2018","MT","1,764,083","329.6","2,796,203","492.5","1,414,264","263.3","2,520,240","439.7","3,417,199","593.3","2,319,008","397.5","3,182,056","603.1","3,968,692","662.4","4,130,697","723.0","5,381,026","862.4","3,936,170","673.6","2,923,482","512.9","37,753,120","6,553.5","-26","-24","US","R00","0406901600",""
"World Total","11","0406109500","CH,F,OT,>.5%F,OQ","2015-2015","MT","6,005,711","1,009.8","4,757,059","799.9","5,834,520","904.2","6,026,382","1,007.5","6,621,206","1,164.8","7,365,622","1,248.7","5,423,067","910.5","5,382,942","899.2","4,123,114","712.7","2,581,971","437.9","4,332,288","727.1","2,862,292","496.8","61,316,174","10,319.1","-34","-32","US","R00","0406109500",""
"World Total","11","0406109500","CH,F,OT,>.5%F,OQ","2016-2016","MT","1,556,722","258.3","3,937,637","755.7","4,415,931","830.3","4,107,768","757.8","5,659,460","1,063.2","6,147,247","1,130.0","4,676,489","890.5","5,377,633","1,047.3","3,952,376","771.9","3,349,967","649.6","2,978,156","612.9","2,167,203","426.0","48,326,589","9,193.5","-27","-31","US","R00","0406109500",""
"World Total","11","0406109500","CH,F,OT,>.5%F,OQ","2017-2017","MT","3,162,183","630.7","3,626,697","739.4","4,139,285","879.2","3,961,421","849.2","5,292,717","1,095.8","5,750,772","1,179.6","5,062,850","1,012.0","5,562,438","1,081.1","4,185,726","788.3","4,256,821","799.4","3,082,278","594.6","2,867,540","547.0","50,950,728","10,196.3","-7","-8","US","R00","0406109500",""
"World Total","11","0406109500","CH,F,OT,>.5%F,OQ","2018-2018","MT","2,093,565","386.8","2,106,297","390.5","4,327,101","816.4","4,229,223","703.2","5,020,267","880.8","4,254,886","701.9","3,928,461","680.6","3,159,763","538.0","2,205,552","366.8","3,597,662","621.6","2,942,898","507.6","2,455,484","388.9","40,321,159","6,982.8","-17","-23","US","R00","0406109500",""
"World Total","12","0406305100","CH,PR-G,QT","2015-2015","MT","963,707","204.5","624,123","87.7","699,784","164.1","1,007,228","251.7","1,162,545","259.5","1,088,838","263.4","764,399","199.4","1,128,089","285.5","970,945","219.0","704,054","178.3","1,459,800","228.8","892,355","239.8","11,465,867","2,581.7","-39","5","US","R00","0406305100",""
"World Total","12","0406305100","CH,PR-G,QT","2016-2016","MT","425,993","106.6","581,976","145.2","613,407","142.6","746,236","182.2","1,001,081","195.0","937,460","230.8","876,505","220.1","1,378,737","312.4","703,865","177.8","847,355","198.0","1,117,979","250.0","964,330","257.1","10,194,924","2,417.9","-14","3","US","R00","0406305100",""
"World Total","12","0406305100","CH,PR-G,QT","2017-2017","MT","417,576","96.4","1,057,413","261.9","962,388","211.2","1,020,222","266.1","829,285","202.0","1,157,348","255.5","921,865","224.0","406,946","95.5","464,584","114.6","1,071,801","236.2","1,065,707","246.2","869,140","200.0","10,244,275","2,409.6","-18","-19","US","R00","0406305100",""
"World Total","12","0406305100","CH,PR-G,QT","2018-2018","MT","710,396","156.2","475,085","112.7","929,145","205.0","1,583,910","360.4","1,014,703","221.4","927,858","222.0","457,948","110.1","808,958","187.6","780,706","188.4","1,119,602","264.9","1,357,728","304.1","1,632,598","345.1","11,798,637","2,677.9","20","13","US","R00","0406305100",""
"World Total","13","0406405400","CH,B-V,IOL,QT","2015-2015","MT","764,596","100.3","1,446,978","210.5","1,797,563","248.0","1,345,212","189.5","1,840,319","279.5","931,008","121.1","1,624,783","202.8","1,523,237","214.2","1,376,634","173.6","1,518,927","184.5","1,607,973","196.3","1,201,133","162.6","16,978,363","2,282.8","-25","-17","US","R00","0406405400",""
"World Total","13","0406405400","CH,B-V,IOL,QT","2016-2016","MT","680,035","94.7","1,755,376","239.8","1,826,489","266.9","1,321,444","186.5","1,498,482","213.6","1,373,915","212.2","1,483,270","233.0","1,442,776","186.3","1,206,649","149.0","2,069,925","265.2","1,690,422","267.3","1,112,734","160.7","17,461,517","2,475.3","-34","-40","US","R00","0406405400",""
"World Total","13","0406405400","CH,B-V,IOL,QT","2017-2017","MT","1,409,299","199.9","1,251,869","188.4","1,545,653","230.3","1,239,902","184.4","1,347,345","205.5","1,653,424","233.8","1,455,461","235.7","1,555,196","223.0","1,205,831","162.9","2,133,169","270.9","1,865,530","256.1","1,569,672","263.8","18,232,351","2,654.7","-16","3","US","R00","0406405400",""
"World Total","13","0406405400","CH,B-V,IOL,QT","2018-2018","MT","1,374,839","179.2","1,387,702","202.3","1,301,959","181.8","1,245,899","181.4","1,446,564","210.7","1,326,477","202.6","1,427,396","224.6","1,381,957","202.8","1,316,835","178.4","1,758,422","244.9","1,577,051","220.2","1,201,707","174.4","16,746,808","2,403.3","-24","-21","US","R00","0406405400",""
"World Total","14","0406901200","CH,CHDDR,OQ","2015-2015","MT","1,161,396","130.3","2,734,842","289.8","1,495,093","172.5","2,630,584","339.3","1,752,368","209.6","2,061,905","283.5","3,786,794","705.7","2,596,018","378.0","1,492,944","161.1","3,267,144","340.7","2,987,735","377.7","4,069,359","749.0","30,036,182","4,137.3","36","98","US","R00","0406901200",""
"World Total","14","0406901200","CH,CHDDR,OQ","2016-2016","MT","2,284,443","312.1","3,839,091","538.9","3,393,377","467.0","2,638,154","379.0","3,945,330","585.2","2,531,629","338.1","3,000,791","451.4","2,819,911","453.7","2,201,012","349.3","5,756,029","735.6","2,892,949","452.8","1,852,439","306.3","37,155,155","5,369.4","-36","-32","US","R00","0406901200",""
"World Total","14","0406901200","CH,CHDDR,OQ","2017-2017","MT","2,034,102","332.2","1,747,018","289.8","1,706,417","272.7","1,888,275","297.1","1,952,599","324.8","3,286,857","545.6","1,918,290","313.4","2,752,193","409.5","855,468","134.5","1,791,152","213.0","848,622","78.8","902,175","137.0","21,683,168","3,348.3","6","74","US","R00","0406901200",""
"World Total","14","0406901200","CH,CHDDR,OQ","2018-2018","MT","2,730,257","331.0","2,864,764","375.5","2,611,051","368.8","4,012,940","583.3","3,637,114","562.4","2,641,696","385.1","3,195,916","470.1","4,041,243","545.8","2,222,251","271.5","2,140,637","249.3","726,119","83.4","1,033,351","125.9","31,857,339","4,352.1","42","51","US","R00","0406901200",""
"World Total","15","0406308900","CH,PR-MX,>.5F,QT","2015-2015","MT","639,292","92.9","784,127","109.5","768,698","112.2","687,914","124.5","1,083,157","209.7","716,144","98.1","202,312","35.0","427,658","57.2","182,948","31.5","564,375","81.6","517,367","73.0","134,800","23.5","6,708,792","1,048.5","-74","-68","US","R00","0406308900",""
"World Total","15","0406308900","CH,PR-MX,>.5F,QT","2016-2016","MT","740,227","112.6","829,092","189.7","1,189,356","230.8","1,023,056","202.4","151,631","32.7","785,232","173.7","385,525","84.9","319,400","80.7","224,665","60.4","459,279","127.4","496,309","129.9","378,641","125.6","6,982,413","1,550.8","-24","-3","US","R00","0406308900",""
"World Total","15","0406308900","CH,PR-MX,>.5F,QT","2017-2017","MT","281,720","99.4","183,980","43.0","1,361,933","256.7","729,072","125.9","174,266","41.6","718,581","139.8","649,946","129.0","610,242","117.0","594,159","112.9","1,756,652","365.4","845,609","160.7","912,539","167.8","8,818,699","1,759.3","8","4","US","R00","0406308900",""
"World Total","15","0406308900","CH,PR-MX,>.5F,QT","2018-2018","MT","296,406","55.8","243,152","42.5","270,434","50.2","727,218","118.3","652,894","110.8","1,209,747","192.0","1,883,609","347.5","1,469,970","260.2","946,216","189.9","1,289,431","231.8","1,092,083","205.0","994,235","185.2","11,075,395","1,989.0","-9","-10","US","R00","0406308900",""
"World Total","16","0406108400","CH,F,OT,>.5%F,QT","2015-2015","MT","444,293","131.3","313,275","95.1","464,022","140.0","444,517","137.5","504,581","152.8","590,552","173.5","569,561","180.5","569,126","184.8","483,927","145.1","745,707","223.6","615,919","189.0","433,605","125.9","6,179,085","1,879.0","-30","-33","US","R00","0406108400",""
"World Total","16","0406108400","CH,F,OT,>.5%F,QT","2016-2016","MT","387,939","120.0","448,436","127.5","543,332","155.0","562,522","163.8","590,619","174.0","561,079","171.5","563,893","165.9","670,078","216.0","607,291","185.0","713,778","204.3","1,203,851","328.8","667,574","205.8","7,520,392","2,217.5","-45","-37","US","R00","0406108400",""
"World Total","16","0406108400","CH,F,OT,>.5%F,QT","2017-2017","MT","417,251","120.6","420,671","128.3","579,573","175.0","521,274","129.6","613,250","187.1","653,615","193.8","534,149","161.0","642,664","182.5","537,562","158.4","711,209","202.9","720,186","209.2","651,522","180.4","7,002,926","2,028.9","-10","-14","US","R00","0406108400",""
"World Total","16","0406108400","CH,F,OT,>.5%F,QT","2018-2018","MT","579,471","146.4","625,775","170.5","544,068","150.2","617,814","168.4","1,101,132","264.6","960,637","237.6","1,098,295","262.5","876,154","229.6","887,481","210.2","851,424","211.6","951,685","229.3","921,206","214.0","10,015,142","2,495.0","-3","-7","US","R00","0406108400",""
"World Total","17","0406901800","CH,ED-GOU,OQ","2015-2015","MT","75,622","13.8","194,229","24.4","402,739","55.1","118,959","17.1","203,196","32.1","116,062","18.4","78,395","14.6","190,940","36.4","247,465","40.4","493,396","78.8","242,541","37.2","312,867","50.1","2,676,411","418.5","29","35","US","R00","0406901800",""
"World Total","17","0406901800","CH,ED-GOU,OQ","2016-2016","MT","121,080","23.2","271,587","41.7","380,637","65.7","342,622","58.0","355,137","53.8","573,775","68.0","277,266","44.2","118,097","25.4","455,931","79.0","587,332","82.4","442,177","68.6","556,234","86.3","4,481,875","696.3","26","26","US","R00","0406901800",""
"World Total","17","0406901800","CH,ED-GOU,OQ","2017-2017","MT","231,346","33.0","538,406","89.0","524,266","86.2","581,748","90.7","219,855","34.0","230,601","43.9","265,116","46.3","263,386","57.8","321,810","45.9","377,205","55.3","180,787","30.0","517,111","82.3","4,251,637","694.5","186","175","US","R00","0406901800",""
"World Total","17","0406901800","CH,ED-GOU,OQ","2018-2018","MT","686,018","77.1","877,785","95.0","603,214","80.2","919,330","107.3","500,676","67.1","471,684","68.2","507,773","59.3","1,097,126","119.3","274,978","34.4","672,901","78.2","1,011,916","128.8","873,284","122.9","8,496,685","1,037.8","-14","-5","US","R00","0406901800",""
"World Total","18","0406407000","CH,B-V,XOL,OQ","2015-2015","MT","664,470","73.9","766,453","75.6","754,571","72.7","748,761","77.5","678,531","65.0","746,853","73.1","1,112,544","105.8","817,374","77.7","494,248","54.5","627,893","70.5","387,840","45.4","528,074","60.8","8,327,612","852.5","36","34","US","R00","0406407000",""
"World Total","18","0406407000","CH,B-V,XOL,OQ","2016-2016","MT","840,101","90.0","724,498","74.7","690,473","77.8","691,395","66.1","811,994","73.3","625,554","60.9","501,047","53.1","67,642","10.4","53,015","8.5","138,990","12.1","67,977","8.7","27,790","3.5","5,240,476","539.0","-59","-60","US","R00","0406407000",""
"World Total","18","0406407000","CH,B-V,XOL,OQ","2017-2017","MT","174,191","20.3","63,950","9.0","21,370","2.6","42,369","5.3","177,774","15.0","36,215","4.4","120,407","24.4","119,110","14.0","33,260","3.5","664,452","73.0","854,033","94.2","714,613","81.9","3,021,744","347.7","-16","-13","US","R00","0406407000",""
"World Total","18","0406407000","CH,B-V,XOL,OQ","2018-2018","MT","519,855","53.9","258,980","26.2","234,326","25.8","453,530","48.9","609,466","70.8","331,625","34.4","491,465","53.6","477,319","52.3","528,955","58.0","848,788","101.7","754,334","91.8","810,169","99.0","6,318,812","716.3","7","8","US","R00","0406407000",""
"World Total","19","0406905900","CH,SHP MK,NESOI","2015-2015","MT","246,514","44.4","574,285","230.0","720,407","103.7","734,576","110.6","661,601","89.2","504,474","56.2","612,405","101.8","497,212","69.4","491,776","58.4","699,396","87.5","415,315","46.7","603,025","70.6","6,760,986","1,068.7","45","51","US","R00","0406905900",""
