"","","","","","","January","January","February","February","March","March","April","April","May","May","June","June","July","July","August","August","September","September","October","October","November","November","December","December","Total","Total","","","","","",""
"France(*)","29","0406900890","CH,CHDDR,QT","2016-2016","MT","0","0.0","4,597","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,597","1.0","","","US","FR","0406900890",""
"France(*)","29","0406900890","CH,CHDDR,QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,562","1.0","0","0.0","0","0.0","0","0.0","5,562","1.0","","","US","FR","0406900890",""
"France(*)","29","0406900890","CH,CHDDR,QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","13,763","2.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","13,763","2.0","","","US","FR","0406900890",""
"France(*)","30","0406901200","CH,CHDDR,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,588","0.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,588","0.3","","","US","FR","0406901200",""
"France(*)","30","0406901200","CH,CHDDR,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","93,650","18.6","0","0.0","88,673","17.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","182,323","36.2","","","US","FR","0406901200",""
"France(*)","30","0406901200","CH,CHDDR,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","25,389","2.7","0","0.0","0","0.0","106,968","14.2","0","0.0","7,059","0.6","0","0.0","0","0.0","139,416","17.4","","","US","FR","0406901200",""
"France(*)","31","0406901600","CH,ED-GOU,QT","2015-2015","MT","0","0.0","0","0.0","5,112","0.5","0","0.0","2,197","0.2","0","0.0","0","0.0","3,120","0.3","0","0.0","0","0.0","0","0.0","0","0.0","10,429","1.1","","","US","FR","0406901600",""
"France(*)","31","0406901600","CH,ED-GOU,QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","23,025","3.2","0","0.0","0","0.0","0","0.0","23,025","3.2","","","US","FR","0406901600",""
"France(*)","32","0406902000","CH,GJT,GTMK/W,ET","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,369","0.8","0","0.0","2,085","0.2","2,012","0.2","12,466","1.2","-4","3","US","FR","0406902000",""
"France(*)","32","0406902000","CH,GJT,GTMK/W,ET","2016-2016","MT","3,009","0.3","0","0.0","0","0.0","0","0.0","2,510","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,057","0.2","0","0.0","7,576","0.7","","","US","FR","0406902000",""
"France(*)","32","0406902000","CH,GJT,GTMK/W,ET","2018-2018","MT","0","0.0","2,474","0.2","0","0.0","0","0.0","2,891","0.3","0","0.0","0","0.0","0","0.0","0","0.0","2,012","0.2","2,384","0.2","0","0.0","9,761","0.9","","","US","FR","0406902000",""
"France(*)","33","0406902500","CH,GJETOST,NES0I","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,501","0.2","3,501","0.2","","","US","FR","0406902500",""
"France(*)","33","0406902500","CH,GJETOST,NES0I","2017-2017","MT","2,415","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,415","0.2","","","US","FR","0406902500",""
"France(*)","34","0406903200","CH,GYA.IOL,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,326","0.2","3,382","0.2","6,708","0.5","2","0","US","FR","0406903200",""
"France(*)","35","0406904100","CH,IT-TYP,C-M,QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20,484","2.0","0","0.0","0","0.0","0","0.0","0","0.0","20,484","2.0","","","US","FR","0406904100",""
"France(*)","35","0406904100","CH,IT-TYP,C-M,QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","246,483","25.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","246,483","25.0","","","US","FR","0406904100",""
"France(*)","35","0406904100","CH,IT-TYP,C-M,QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","8,637","1.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,637","1.1","","","US","FR","0406904100",""
"France(*)","36","0406904200","CH,IT-TYP,C-M,OQ","2015-2015","MT","2,384","0.1","2,196","0.1","2,187","0.1","2,407","0.1","0","0.0","0","0.0","6,528","0.4","0","0.0","159,008","11.1","0","0.0","0","0.0","0","0.0","174,710","11.9","","","US","FR","0406904200",""
"France(*)","36","0406904200","CH,IT-TYP,C-M,OQ","2016-2016","MT","61,985","6.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,886","0.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","64,871","6.7","","","US","FR","0406904200",""
"France(*)","36","0406904200","CH,IT-TYP,C-M,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,513","0.1","18,466","1.0","14,955","0.9","35,934","2.0","-19","-16","US","FR","0406904200",""
"France(*)","36","0406904200","CH,IT-TYP,C-M,OQ","2018-2018","MT","0","0.0","0","0.0","2,341","0.1","20,950","1.2","21,532","2.5","0","0.0","37,669","2.1","6,007","0.4","0","0.0","0","0.0","10,708","0.7","0","0.0","99,207","7.0","","","US","FR","0406904200",""
"France(*)","37","0406907800","C/SB,IMX,CHD,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,636","2.1","0","0.0","0","0.0","0","0.0","12,626","1.6","0","0.0","22,262","3.7","","","US","FR","0406907800",""
"France(*)","38","0406909000","C/SB,IMX,SW-E,QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","146,576","30.5","149,150","23.4","20,749","3.4","316,475","57.3","-86","-86","US","FR","0406909000",""
"France(*)","38","0406909000","C/SB,IMX,SW-E,QT","2016-2016","MT","0","0.0","7,109","1.2","0","0.0","0","0.0","0","0.0","0","0.0","3,303","0.5","0","0.0","0","0.0","132,631","20.4","134,927","20.6","2,931","0.5","280,901","43.2","-98","-97","US","FR","0406909000",""
"France(*)","38","0406909000","C/SB,IMX,SW-E,QT","2017-2017","MT","0","0.0","0","0.0","7,104","1.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","147,618","20.6","147,341","20.6","0","0.0","302,063","42.4","","","US","FR","0406909000",""
"France(*)","38","0406909000","C/SB,IMX,SW-E,QT","2018-2018","MT","0","0.0","3,870","0.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,596","0.5","317,812","42.7","0","0.0","325,278","43.8","","","US","FR","0406909000",""
"France(*)","39","0406909200","C/SB,IMX,SW-E,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,421","0.7","4,421","0.7","","","US","FR","0406909200",""
"Switzerland(*)","1","0406909700","C/SB,IMX,>.5F,OQ","2015-2015","MT","3,176,608","195.7","1,990,532","122.0","4,478,825","280.0","3,768,359","234.7","1,832,237","113.8","1,666,399","102.3","1,470,913","90.2","2,606,470","165.3","2,719,454","164.7","4,752,287","292.7","4,957,708","310.1","5,445,230","354.8","38,865,022","2,426.4","10","14","US","SZ","0406909700",""
"Switzerland(*)","1","0406909700","C/SB,IMX,>.5F,OQ","2016-2016","MT","1,517,397","93.8","1,872,683","119.4","1,560,220","94.4","1,526,465","94.8","2,377,704","151.5","2,818,965","176.5","1,568,347","100.0","1,463,645","95.1","2,007,760","127.3","4,731,440","304.3","2,607,930","166.0","1,989,651","140.0","26,042,207","1,663.1","-24","-16","US","SZ","0406909700",""
"Switzerland(*)","1","0406909700","C/SB,IMX,>.5F,OQ","2017-2017","MT","746,848","46.2","950,450","61.9","539,079","33.5","926,230","60.1","1,847,313","115.5","1,871,670","117.6","688,536","41.4","1,213,966","75.9","2,990,322","184.8","5,175,396","318.1","4,819,058","299.6","3,252,905","200.6","25,021,773","1,555.0","-32","-33","US","SZ","0406909700",""
"Switzerland(*)","1","0406909700","C/SB,IMX,>.5F,OQ","2018-2018","MT","2,339,826","142.5","3,370,855","209.6","3,636,249","222.9","2,195,122","136.8","3,135,563","194.7","2,401,150","149.5","2,701,515","164.3","2,599,740","154.4","3,387,540","207.2","6,687,289","412.3","5,549,157","339.2","3,180,048","195.9","41,184,054","2,529.2","-43","-42","US","SZ","0406909700",""
"Switzerland(*)","2","0406909500","C/SB,IMX,>.5F,QT","2015-2015","MT","723,767","48.8","835,974","57.0","1,209,620","84.3","1,086,786","81.1","926,373","62.9","1,163,204","80.4","1,511,056","107.8","1,426,268","102.1","1,216,430","81.6","2,574,117","177.2","1,741,391","119.9","1,134,958","86.6","15,549,944","1,089.7","-35","-28","US","SZ","0406909500",""
"Switzerland(*)","2","0406909500","C/SB,IMX,>.5F,QT","2016-2016","MT","2,127,826","154.9","1,687,976","124.7","1,093,050","76.8","1,208,243","87.9","945,862","69.6","762,349","56.0","1,196,693","86.8","1,304,597","93.4","1,913,043","139.6","2,694,925","196.9","2,380,600","174.0","1,902,861","143.1","19,218,025","1,403.7","-20","-18","US","SZ","0406909500",""
"Switzerland(*)","2","0406909500","C/SB,IMX,>.5F,QT","2017-2017","MT","2,115,049","153.6","1,782,768","131.5","2,709,061","198.3","516,181","37.5","497,684","39.0","1,353,282","102.4","934,803","67.4","1,715,737","123.9","2,033,675","154.7","2,608,357","222.0","2,409,118","202.2","1,713,971","127.8","20,389,686","1,560.5","-29","-37","US","SZ","0406909500",""
"Switzerland(*)","2","0406909500","C/SB,IMX,>.5F,QT","2018-2018","MT","1,210,794","90.0","1,730,552","131.5","1,885,569","143.0","1,277,179","93.1","1,278,588","94.3","1,397,918","106.6","678,091","51.1","2,109,164","157.5","2,024,705","153.9","2,052,148","159.5","2,415,231","174.8","2,695,171","200.7","20,755,110","1,555.8","12","15","US","SZ","0406909500",""
"Switzerland(*)","3","0406904600","CH,SW-EM,QT","2015-2015","MT","2,250,323","309.9","3,000,401","463.5","2,761,730","368.5","2,805,830","397.4","2,662,544","402.6","2,522,481","395.0","2,070,185","336.0","2,326,576","370.8","2,196,163","306.5","2,777,074","407.1","2,472,053","351.6","1,667,383","222.1","29,512,743","4,331.1","-33","-37","US","SZ","0406904600",""
"Switzerland(*)","3","0406904600","CH,SW-EM,QT","2016-2016","MT","3,490,771","550.7","2,065,625","317.0","2,123,124","377.7","2,065,298","367.1","2,008,604","358.6","2,058,188","376.7","2,193,094","396.7","1,506,800","227.7","1,927,484","306.7","1,967,185","304.5","2,123,435","343.9","3,035,756","536.4","26,565,364","4,463.7","43","56","US","SZ","0406904600",""
"Switzerland(*)","3","0406904600","CH,SW-EM,QT","2017-2017","MT","1,796,323","288.7","2,036,092","327.2","1,924,958","333.0","2,565,437","479.9","2,014,382","353.3","2,627,335","459.1","2,278,069","406.8","2,496,876","440.1","2,157,805","354.4","2,494,966","436.5","2,276,565","322.1","1,350,459","218.6","26,019,267","4,419.8","-41","-32","US","SZ","0406904600",""
"Switzerland(*)","3","0406904600","CH,SW-EM,QT","2018-2018","MT","3,253,454","586.6","2,360,618","399.6","1,773,282","282.1","1,456,524","262.2","2,107,688","352.7","2,307,223","399.8","2,057,302","367.5","1,830,642","306.6","2,565,813","431.6","2,861,569","453.2","1,869,413","298.5","1,532,075","259.9","25,975,603","4,400.4","-18","-13","US","SZ","0406904600",""
"Switzerland(*)","4","0406904800","CH,SW-EM,OQ","2015-2015","MT","0","0.0","4,065","0.3","48,389","3.9","0","0.0","6,485","0.4","0","0.0","2,921","0.2","44,627","3.3","48,132","18.3","0","0.0","29,199","2.2","11,760","1.0","195,578","29.4","-60","-53","US","SZ","0406904800",""
"Switzerland(*)","4","0406904800","CH,SW-EM,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","31,139","2.2","0","0.0","22,938","1.7","157,156","14.9","0","0.0","0","0.0","2,089","0.1","0","0.0","213,322","18.9","","","US","SZ","0406904800",""
"Switzerland(*)","4","0406904800","CH,SW-EM,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,283","0.3","3,497","0.2","0","0.0","3,571","0.2","51,568","5.9","94,665","12.4","9,355","0.7","167,939","19.7","-90","-95","US","SZ","0406904800",""
"Switzerland(*)","4","0406904800","CH,SW-EM,OQ","2018-2018","MT","7,142","0.4","11,057","0.5","13,512","0.7","23,700","1.7","114,013","14.3","27,704","2.4","19,704","1.6","23,871","1.7","21,488","1.6","57,917","19.8","53,669","14.5","61,823","17.7","435,600","76.8","15","22","US","SZ","0406904800",""
"Switzerland(*)","5","0406308100","CH,PR-MX,S-E,QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","56,163","5.6","172,315","20.8","0","0.0","0","0.0","228,478","26.4","","","US","SZ","0406308100",""
"Switzerland(*)","5","0406308100","CH,PR-MX,S-E,QT","2016-2016","MT","56,206","5.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","60,513","10.3","285,701","70.6","38,453","5.9","0","0.0","440,873","92.5","","","US","SZ","0406308100",""
"Switzerland(*)","5","0406308100","CH,PR-MX,S-E,QT","2017-2017","MT","0","0.0","0","0.0","14,495","2.3","9,812","1.5","48,610","7.7","38,783","6.1","9,695","1.5","157,605","25.2","262,219","44.2","273,907","42.5","198,528","29.7","138,221","22.4","1,151,875","183.1","-30","-25","US","SZ","0406308100",""
"Switzerland(*)","5","0406308100","CH,PR-MX,S-E,QT","2018-2018","MT","20,372","3.2","110,823","17.5","23,966","3.7","15,145","2.3","8,962","1.4","0","0.0","25,391","4.0","147,052","23.9","122,892","19.6","237,887","36.7","101,771","15.9","49,465","7.9","863,726","136.3","-51","-51","US","SZ","0406308100",""
"Switzerland(*)","6","0406909900","C/SB,IMX,OQ","2015-2015","MT","17,875","0.6","6,633","0.2","9,310","0.3","13,265","0.4","9,023","0.3","10,179","0.3","3,025","0.1","4,923","0.2","5,126","0.1","25,937","0.8","57,150","1.9","47,983","1.5","210,429","6.6","-16","-18","US","SZ","0406909900",""
"Switzerland(*)","6","0406909900","C/SB,IMX,OQ","2016-2016","MT","3,518","0.1","10,021","0.4","4,896","0.2","20,219","1.1","7,084","0.3","15,328","0.6","16,672","0.6","3,460","0.1","19,991","0.7","46,821","2.0","49,631","1.8","44,591","1.5","242,232","9.4","-10","-16","US","SZ","0406909900",""
"Switzerland(*)","6","0406909900","C/SB,IMX,OQ","2017-2017","MT","11,388","0.4","16,644","0.5","13,055","0.4","2,733","0.1","0","0.0","10,263","0.4","4,816","0.2","6,440","0.2","17,360","0.6","36,577","1.3","55,367","1.9","42,499","1.5","217,142","7.5","-23","-24","US","SZ","0406909900",""
"Switzerland(*)","6","0406909900","C/SB,IMX,OQ","2018-2018","MT","7,284","0.2","13,032","0.4","4,444","0.1","3,112","0.1","5,851","0.2","8,050","0.3","9,452","0.3","4,741","0.1","16,705","0.6","45,070","1.6","43,949","1.6","44,422","1.6","206,112","7.1","1","0","US","SZ","0406909900",""
"Switzerland(*)","7","0406909000","C/SB,IMX,SW-E,QT","2015-2015","MT","97,016","13.3","82,813","12.4","50,549","6.9","236,009","33.7","33,287","4.8","27,543","3.8","29,325","3.7","258,246","41.0","380,334","54.0","408,891","53.3","626,419","88.3","188,035","27.4","2,418,467","342.7","-70","-69","US","SZ","0406909000",""
"Switzerland(*)","7","0406909000","C/SB,IMX,SW-E,QT","2016-2016","MT","128,337","19.1","91,293","13.4","88,876","12.8","36,948","5.5","0","0.0","23,970","3.5","106,952","17.0","95,950","15.2","509,079","80.1","548,485","74.1","508,853","71.3","148,848","22.2","2,287,591","334.1","-71","-69","US","SZ","0406909000",""
"Switzerland(*)","7","0406909000","C/SB,IMX,SW-E,QT","2017-2017","MT","37,240","5.5","110,268","17.2","13,920","1.9","0","0.0","0","0.0","26,679","5.1","5,060","0.9","7,985","0.9","159,372","23.9","728,621","94.8","302,479","39.1","54,038","7.8","1,445,662","197.1","-82","-80","US","SZ","0406909000",""
"Switzerland(*)","7","0406909000","C/SB,IMX,SW-E,QT","2018-2018","MT","19,600","3.1","27,596","4.5","49,740","7.5","36,238","5.6","2,408","0.2","78,708","12.2","20,495","3.1","54,934","8.6","78,313","10.7","744,127","96.2","303,171","38.6","34,679","4.7","1,450,009","194.9","-89","-88","US","SZ","0406909000",""
"Switzerland(*)","8","0406209500","MX,G/P,>.5%F","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,397","0.1","0","0.0","2,397","0.1","","","US","SZ","0406209500",""
"Switzerland(*)","9","0406305100","CH,PR-G,QT","2015-2015","MT","19,619","1.6","295,018","19.0","0","0.0","16,092","1.3","295,507","19.2","30,883","2.6","0","0.0","21,002","2.8","148,923","19.9","0","0.0","676,271","44.7","0","0.0","1,503,315","111.1","","","US","SZ","0406305100",""
"Switzerland(*)","9","0406305100","CH,PR-G,QT","2016-2016","MT","0","0.0","0","0.0","29,714","2.6","0","0.0","336,215","23.3","42,331","4.5","0","0.0","381,473","68.0","15,796","2.9","48,792","7.5","327,416","59.9","0","0.0","1,181,737","168.7","","","US","SZ","0406305100",""
"Switzerland(*)","9","0406305100","CH,PR-G,QT","2017-2017","MT","0","0.0","2,566","0.3","333,999","61.5","0","0.0","19,242","3.3","367,833","66.6","7,903","0.7","0","0.0","7,459","1.0","290,478","52.8","4,280","0.5","0","0.0","1,033,760","186.6","","","US","SZ","0406305100",""
"Switzerland(*)","9","0406305100","CH,PR-G,QT","2018-2018","MT","14,573","2.3","3,201","0.4","0","0.0","15,247","2.3","320,426","58.8","24,890","4.0","0","0.0","71,462","11.4","99,889","16.0","20,279","3.2","340,496","62.5","0","0.0","910,463","160.8","","","US","SZ","0406305100",""
"Switzerland(*)","10","0406305300","CH,PR-G,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","15,619","1.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15,619","1.0","","","US","SZ","0406305300",""
"Switzerland(*)","11","0406308300","CH,PR-MX,S-W,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,518","1.3","0","0.0","6,518","1.3","","","US","SZ","0406308300",""
"Switzerland(*)","11","0406308300","CH,PR-MX,S-W,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","3,427","0.7","0","0.0","0","0.0","0","0.0","0","0.0","231,162","64.5","0","0.0","0","0.0","0","0.0","234,589","65.2","","","US","SZ","0406308300",""
"Switzerland(*)","12","0406407000","CH,B-V,XOL,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,594","0.5","0","0.0","2,006","0.1","2,565","0.1","8,165","0.6","28","19","US","SZ","0406407000",""
"Switzerland(*)","13","0406905600","CH,SHMK,IOL,S4GR","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","310,761","19.5","0","0.0","0","0.0","310,761","19.5","","","US","SZ","0406905600",""
"Switzerland(*)","13","0406905600","CH,SHMK,IOL,S4GR","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","278,754","17.5","39,595","2.5","0","0.0","0","0.0","318,349","20.0","","","US","SZ","0406905600",""
"Switzerland(*)","13","0406905600","CH,SHMK,IOL,S4GR","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","228,294","14.3","0","0.0","0","0.0","228,294","14.3","","","US","SZ","0406905600",""
"Switzerland(*)","14","0406905700","CH,PEC,IOL,NS4GR","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,908","0.1","2,908","0.1","","","US","SZ","0406905700",""
"Switzerland(*)","14","0406905700","CH,PEC,IOL,NS4GR","2018-2018","MT","0","0.0","2,082","0.1","0","0.0","0","0.0","0","0.0","2,014","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,096","0.1","","","US","SZ","0406905700",""
"Switzerland(*)","15","0406905900","CH,SHP MK,NESOI","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","280,438","213.4","0","0.0","280,438","213.4","","","US","SZ","0406905900",""
"Switzerland(*)","16","0406909200","C/SB,IMX,SW-E,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,358","0.2","22,010","3.1","0","0.0","24,368","3.3","","","US","SZ","0406909200",""
"Switzerland(*)","16","0406909200","C/SB,IMX,SW-E,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","25,466","3.4","0","0.0","25,466","3.4","","","US","SZ","0406909200",""
"Spain","1","0406905600","CH,SHMK,IOL,S4GR","2015-2015","MT","2,021,755","178.5","1,963,154","183.4","2,406,599","232.0","1,020,813","99.8","1,673,704","155.4","2,164,043","204.3","1,807,481","171.2","2,265,347","218.0","2,092,770","197.3","2,785,403","260.6","2,294,661","218.1","1,891,428","188.2","24,387,158","2,306.8","-18","-14","US","SP","0406905600",""
"Spain","1","0406905600","CH,SHMK,IOL,S4GR","2016-2016","MT","3,171,216","307.9","2,395,740","228.9","2,248,135","212.9","1,797,112","163.7","1,853,529","169.8","3,095,506","295.1","2,675,504","249.7","2,575,231","243.9","2,100,296","197.7","3,595,944","339.5","2,741,119","267.6","1,994,344","197.4","30,243,676","2,874.0","-27","-26","US","SP","0406905600",""
"Spain","1","0406905600","CH,SHMK,IOL,S4GR","2017-2017","MT","1,312,847","130.6","2,529,654","249.9","1,337,128","135.4","2,059,584","200.9","2,649,467","258.1","2,481,615","236.4","2,776,070","259.9","3,078,336","277.0","2,093,553","185.7","2,880,695","259.1","2,783,999","247.4","2,391,758","207.3","28,374,706","2,647.7","-14","-16","US","SP","0406905600",""
"Spain","1","0406905600","CH,SHMK,IOL,S4GR","2018-2018","MT","2,276,397","207.5","2,650,199","226.7","2,645,570","233.7","3,338,636","294.0","2,094,622","183.8","2,299,739","209.7","4,024,210","363.3","1,939,731","182.1","3,155,159","292.5","3,728,158","342.0","2,486,872","235.5","2,642,876","250.7","33,282,169","3,021.6","6","6","US","SP","0406905600",""
"Spain","2","0406905700","CH,PEC,IOL,NS4GR","2015-2015","MT","1,793,968","149.8","1,778,889","157.7","2,389,047","213.6","2,012,604","185.6","2,884,697","262.4","2,459,205","225.0","2,402,162","224.1","1,600,984","150.4","1,198,205","109.2","3,199,275","284.7","2,334,351","213.1","1,835,690","169.0","25,889,077","2,344.5","-21","-21","US","SP","0406905700",""
"Spain","2","0406905700","CH,PEC,IOL,NS4GR","2016-2016","MT","1,926,197","179.2","1,592,801","147.9","1,514,389","140.1","2,430,850","223.3","1,863,646","167.1","2,294,212","206.7","2,593,219","235.1","2,463,737","221.0","2,092,013","187.7","2,537,010","230.3","2,424,819","221.8","1,572,970","146.4","25,305,863","2,306.5","-35","-34","US","SP","0406905700",""
"Spain","2","0406905700","CH,PEC,IOL,NS4GR","2017-2017","MT","2,857,417","268.4","2,458,342","234.9","2,387,335","228.8","1,996,725","191.8","1,119,790","104.6","2,287,460","208.5","909,421","82.8","3,159,565","280.2","3,345,749","288.4","2,283,706","199.0","3,540,200","304.7","1,991,649","170.1","28,337,359","2,562.3","-44","-44","US","SP","0406905700",""
"Spain","2","0406905700","CH,PEC,IOL,NS4GR","2018-2018","MT","3,137,926","270.8","1,335,043","114.7","1,194,435","99.3","3,207,866","274.1","3,283,581","280.5","3,099,033","273.9","2,166,661","190.0","2,883,727","251.0","2,279,491","210.8","3,123,058","285.0","1,803,716","168.0","2,076,333","197.1","29,590,870","2,615.3","15","17","US","SP","0406905700",""
"Spain","3","0406909900","C/SB,IMX,OQ","2015-2015","MT","646,489","58.2","735,457","69.9","946,344","81.9","791,698","76.0","1,063,630","95.7","1,188,647","107.7","1,198,832","105.4","704,494","64.1","1,429,708","118.0","2,182,695","175.1","1,491,944","126.6","779,769","72.8","13,159,707","1,151.4","-48","-43","US","SP","0406909900",""
"Spain","3","0406909900","C/SB,IMX,OQ","2016-2016","MT","934,682","86.2","917,368","84.8","933,618","82.1","1,098,371","96.4","1,177,992","104.1","916,788","83.6","899,332","79.2","1,506,182","135.0","1,242,063","113.4","1,482,836","126.0","1,636,669","139.1","995,943","89.9","13,741,844","1,219.9","-39","-35","US","SP","0406909900",""
"Spain","3","0406909900","C/SB,IMX,OQ","2017-2017","MT","1,333,340","120.1","993,948","90.3","879,858","82.1","1,125,014","103.6","888,220","84.5","1,342,934","120.8","1,168,774","107.0","1,512,690","125.2","1,692,344","144.3","1,934,159","165.1","2,041,065","168.4","1,122,887","96.2","16,035,233","1,407.6","-45","-43","US","SP","0406909900",""
"Spain","3","0406909900","C/SB,IMX,OQ","2018-2018","MT","1,464,515","124.2","1,365,880","114.0","1,178,930","101.5","1,616,948","131.0","1,698,124","139.2","1,559,143","126.2","1,425,917","129.4","2,186,830","190.0","2,259,250","197.1","1,929,590","161.7","2,544,807","199.6","1,386,107","131.7","20,616,041","1,745.7","-46","-34","US","SP","0406909900",""
"Spain","4","0406109500","CH,F,OT,>.5%F,OQ","2015-2015","MT","3,769,156","606.5","3,090,576","535.5","2,675,205","434.3","3,402,661","548.4","3,827,372","651.7","4,076,445","692.9","3,439,813","594.6","2,775,313","487.8","1,773,201","304.9","1,028,517","177.4","1,086,149","194.7","684,844","123.4","31,629,252","5,352.1","-37","-37","US","SP","0406109500",""
"Spain","4","0406109500","CH,F,OT,>.5%F,OQ","2016-2016","MT","218,264","36.6","2,637,142","510.7","2,652,382","511.0","1,815,175","344.9","3,059,185","577.5","2,889,552","539.6","1,511,545","285.3","2,086,556","394.5","931,313","178.4","264,942","51.7","638,411","122.2","514,870","104.7","19,219,337","3,657.1","-19","-14","US","SP","0406109500",""
"Spain","4","0406109500","CH,F,OT,>.5%F,OQ","2017-2017","MT","1,420,596","289.4","1,818,447","383.5","1,638,613","343.9","1,806,954","379.9","2,879,963","594.7","2,794,494","559.8","2,454,841","489.1","2,229,450","418.0","1,493,030","274.2","1,040,290","199.4","753,905","146.6","762,696","145.4","21,093,279","4,224.0","1","-1","US","SP","0406109500",""
"Spain","4","0406109500","CH,F,OT,>.5%F,OQ","2018-2018","MT","485,500","90.8","602,770","108.0","2,035,016","361.4","2,220,693","396.1","3,015,534","558.8","2,226,293","415.4","1,907,111","362.1","1,162,367","217.1","610,696","110.2","1,567,302","291.2","1,161,119","220.5","915,254","166.9","17,909,655","3,298.5","-21","-24","US","SP","0406109500",""
