"","","","","","","January","January","February","February","March","March","April","April","May","May","June","June","July","July","August","August","September","September","October","October","November","November","December","December","Total","Total","","","","","",""
"Brazil","1","0402994500","MK,CDN,SW,AC,OQ","2015-2015","MT","29,232","13.3","0","0.0","0","0.0","0","0.0","102,744","48.3","25,272","12.3","0","0.0","25,056","11.4","25,056","11.4","0","0.0","0","0.0","0","0.0","207,360","96.7","","","US","BR","0402994500",""
"Brazil","1","0402994500","MK,CDN,SW,AC,OQ","2016-2016","MT","25,056","11.4","0","0.0","0","0.0","88,128","51.2","0","0.0","42,432","24.6","241,164","145.0","95,116","53.9","17,556","9.0","23,677","12.2","1,342,629","632.3","43,050","20.3","1,918,808","959.9","-97","-97","US","BR","0402994500",""
"Brazil","1","0402994500","MK,CDN,SW,AC,OQ","2017-2017","MT","0","0.0","131,590","58.2","2,004,438","868.2","1,033,026","467.0","212,795","96.2","266,012","116.5","118,080","51.8","413,255","180.9","72,744","36.5","212,469","92.1","41,671","20.4","93,590","47.1","4,599,670","2,034.9","125","131","US","BR","0402994500",""
"Brazil","1","0402994500","MK,CDN,SW,AC,OQ","2018-2018","MT","23,400","12.3","66,965","38.3","27,217","13.4","39,600","20.9","61,769","32.8","47,425","24.9","17,640","10.0","106,300","57.3","56,797","29.4","121,864","66.6","50,250","31.3","58,213","28.9","677,440","365.9","16","-8","US","BR","0402994500",""
"Brazil","2","0402215000","MC,C/NS","2018-2018","MT","0","0.0","0","0.0","3,861","0.9","0","0.0","0","0.0","2,717","0.6","0","0.0","0","0.0","2,922","0.7","0","0.0","3,098","0.7","0","0.0","12,598","2.8","","","US","BR","0402215000",""
"Brazil","3","0402919000","MC,C/NS,NAC,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,571","19.9","0","0.0","0","0.0","0","0.0","0","0.0","6,571","19.9","","","US","BR","0402919000",""
"Brazil","4","0402990300","MK,CDN,SW,AC","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","47,040","22.8","0","0.0","0","0.0","0","0.0","38,400","22.8","38,400","22.8","0","0.0","67,200","45.5","191,040","113.8","","","US","BR","0402990300",""
"Brazil","4","0402990300","MK,CDN,SW,AC","2016-2016","MT","0","0.0","71,765","49.3","79,133","53.5","0","0.0","0","0.0","11,175","3.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","162,073","106.7","","","US","BR","0402990300",""
"Brazil","5","0402991000","MK,CDN,SW,AC,QT","2015-2015","MT","41,160","19.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","38,400","26.6","0","0.0","79,560","46.5","","","US","BR","0402991000",""
"Brazil","5","0402991000","MK,CDN,SW,AC,QT","2016-2016","MT","0","0.0","0","0.0","38,400","22.8","35,256","19.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","73,656","42.5","","","US","BR","0402991000",""
"Brazil","5","0402991000","MK,CDN,SW,AC,QT","2017-2017","MT","3,441,799","1,577.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,441,799","1,577.1","","","US","BR","0402991000",""
"Brazil","5","0402991000","MK,CDN,SW,AC,QT","2018-2018","MT","79,040","46.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","79,040","46.9","","","US","BR","0402991000",""
"Brazil","6","0402995500","MK,CDN,SW,NAC,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","76,464","36.2","53,982","42.8","130,446","78.9","-29","18","US","BR","0402995500",""
"Brazil","6","0402995500","MK,CDN,SW,NAC,OQ","2017-2017","MT","0","0.0","56,784","45.5","12,936","6.6","0","0.0","0","0.0","0","0.0","0","0.0","47,594","24.3","0","0.0","26,196","14.0","0","0.0","0","0.0","143,510","90.4","","","US","BR","0402995500",""
"Brazil","6","0402995500","MK,CDN,SW,NAC,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15,360","9.5","34,939","22.8","0","0.0","36,000","22.8","0","0.0","0","0.0","0","0.0","86,299","55.0","","","US","BR","0402995500",""
"Canada","1","0402991000","MK,CDN,SW,AC,QT","2015-2015","MT","0","0.0","0","0.0","87,840","37.2","184,464","77.4","93,696","39.7","0","0.0","46,848","19.9","46,772","19.9","93,696","39.7","140,544","64.8","0","0.0","0","0.0","693,860","298.5","","","US","CA","0402991000",""
"Canada","1","0402991000","MK,CDN,SW,AC,QT","2016-2016","MT","0","0.0","87,840","37.2","43,920","18.6","46,848","19.9","46,848","19.9","93,696","39.7","140,544","59.6","46,562","53.2","47,616","19.9","47,616","19.9","95,232","39.7","0","0.0","696,722","327.5","","","US","CA","0402991000",""
"Canada","1","0402991000","MK,CDN,SW,AC,QT","2017-2017","MT","0","0.0","44,640","18.6","89,280","37.2","47,616","19.9","95,232","39.7","142,848","59.6","47,616","19.9","47,010","19.9","95,232","39.7","95,232","39.7","44,640","18.6","0","0.0","749,346","312.7","","","US","CA","0402991000",""
"Canada","1","0402991000","MK,CDN,SW,AC,QT","2018-2018","MT","89,280","37.2","44,640","18.6","89,280","37.2","44,640","18.6","95,542","39.8","47,926","20.0","95,232","39.7","47,616","19.9","47,616","19.9","142,335","72.8","47,286","19.9","44,330","18.6","835,723","362.3","-6","-6","US","CA","0402991000",""
"Canada","2","0402212500","MC,C.NS.P,G/S,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","18,920","36.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,204","0.6","21,124","37.5","","","US","CA","0402212500",""
"Canada","3","0402101000","M/C,P,<1.5%F,QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","432,288","228.0","0","0.0","0","0.0","0","0.0","0","0.0","432,288","228.0","","","US","CA","0402101000",""
"Canada","4","0402291000","M.C,C/SW,PW/S,QT","2015-2015","MT","62,235","19.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","62,235","19.5","","","US","CA","0402291000",""
"Canada","4","0402291000","M.C,C/SW,PW/S,QT","2018-2018","MT","47,981","19.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","47,981","19.6","","","US","CA","0402291000",""
"Canada","5","0402295000","M/C,C/SW,PW/S,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15,377","6.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15,377","6.2","","","US","CA","0402295000",""
"Canada","6","0402911000","MC,C/NS,AC,QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","46,848","19.9","0","0.0","0","0.0","46,848","19.9","0","0.0","93,696","39.7","","","US","CA","0402911000",""
"Canada","6","0402911000","MC,C/NS,AC,QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","47,616","19.9","0","0.0","0","0.0","47,616","19.9","","","US","CA","0402911000",""
"Canada","6","0402911000","MC,C/NS,AC,QT","2017-2017","MT","0","0.0","44,640","18.6","0","0.0","44,640","18.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","89,280","37.2","","","US","CA","0402911000",""
"Canada","6","0402911000","MC,C/NS,AC,QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","47,616","19.9","47,616","19.9","47,616","19.9","0","0.0","0","0.0","47,286","19.9","0","0.0","190,134","79.4","","","US","CA","0402911000",""
"Canada","7","0402995500","MK,CDN,SW,NAC,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","43,920","126.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","43,920","126.0","","","US","CA","0402995500",""
"Ireland","1","0402101000","M/C,P,<1.5%F,QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","42,048","6.2","42,048","6.2","","","US","EI","0402101000",""
"Ireland","2","0402105000","MK/CM,<1.5%F,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","10,060","5.0","17,798","10.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","27,858","15.0","","","US","EI","0402105000",""
"Ireland","3","0402212700","MC,C/NS,3-35","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","46,560","109.1","143,399","336.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","189,959","445.3","","","US","EI","0402212700",""
"Ireland","4","0402215000","MC,C/NS","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","46,560","20.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","46,560","20.0","","","US","EI","0402215000",""
"Ireland","4","0402215000","MC,C/NS","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,680","1.0","3,680","1.0","0","0.0","0","0.0","7,360","2.0","","","US","EI","0402215000",""
"Ireland","5","0402219000","MC,C/NS,>35,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,200","13.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,200","13.2","","","US","EI","0402219000",""
"Germany(*)","1","0402215000","MC,C/NS","2015-2015","MT","177,460","7.0","96,462","3.8","68,311","3.1","81,963","3.9","73,773","3.9","67,801","3.1","175,928","8.1","134,426","6.7","152,504","6.4","132,827","6.2","104,906","5.2","80,769","3.9","1,347,130","61.3","-23","-25","US","GM","0402215000",""
"Germany(*)","1","0402215000","MC,C/NS","2016-2016","MT","141,249","7.6","67,824","3.5","85,160","3.9","63,014","3.1","9,449","0.4","58,745","2.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","425,441","20.9","","","US","GM","0402215000",""
"Germany(*)","1","0402215000","MC,C/NS","2017-2017","MT","39,219","2.3","0","0.0","0","0.0","15,338","0.9","86,174","4.4","38,944","1.9","54,900","2.8","29,812","1.3","113,635","5.5","45,258","2.3","0","0.0","148,574","7.6","571,854","29.0","","","US","GM","0402215000",""
"Germany(*)","1","0402215000","MC,C/NS","2018-2018","MT","83,894","4.7","45,314","2.1","32,390","1.6","18,216","1.0","35,529","1.8","33,909","1.7","64,268","3.5","23,855","1.4","0","0.0","47,087","2.4","0","0.0","40,043","2.1","424,505","22.3","","","US","GM","0402215000",""
"Germany(*)","2","0402105000","MK/CM,<1.5%F,OQ","2015-2015","MT","18,454","2.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,938","0.6","0","0.0","23,392","3.2","","","US","GM","0402105000",""
"Germany(*)","2","0402105000","MK/CM,<1.5%F,OQ","2018-2018","MT","0","0.0","17,250","3.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17,250","3.8","","","US","GM","0402105000",""
"Germany(*)","3","0402213000","MC,C/NS,3-35,QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","153,900","18.0","0","0.0","0","0.0","153,900","18.0","0","0.0","0","0.0","307,800","36.0","","","US","GM","0402213000",""
"Germany(*)","3","0402213000","MC,C/NS,3-35,QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","153,900","18.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","153,900","18.0","","","US","GM","0402213000",""
"Germany(*)","4","0402295000","M/C,C/SW,PW/S,OQ","2015-2015","MT","75,735","12.0","47,748","6.0","62,809","10.0","92,135","16.0","271,157","54.0","165,403","32.0","361,895","69.6","122,378","24.0","165,389","32.4","88,490","16.4","111,444","24.0","47,179","10.0","1,611,762","306.4","-58","-58","US","GM","0402295000",""
"Germany(*)","4","0402295000","M/C,C/SW,PW/S,OQ","2016-2016","MT","48,323","10.0","70,814","14.4","222,692","50.4","167,001","36.0","347,229","77.4","657,378","152.4","406,356","94.7","656,440","153.0","0","0.0","157,782","36.0","106,242","24.0","189,560","48.0","3,029,817","696.3","78","100","US","GM","0402295000",""
"Germany(*)","4","0402295000","M/C,C/SW,PW/S,OQ","2017-2017","MT","361,068","93.0","0","0.0","637,352","166.2","0","0.0","0","0.0","535,718","120.0","0","0.0","215,315","46.2","0","0.0","0","0.0","0","0.0","0","0.0","1,749,453","425.4","","","US","GM","0402295000",""
"Germany(*)","5","0402917000","MC,C/NS,AC,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","81,126","18.6","0","0.0","81,126","18.6","","","US","GM","0402917000",""
"Germany(*)","6","0402994500","MK,CDN,SW,AC,OQ","2017-2017","MT","31,493","8.7","84,442","49.4","0","0.0","0","0.0","64,892","17.9","0","0.0","0","0.0","0","0.0","0","0.0","33,488","9.2","32,873","9.1","37,971","10.5","285,159","104.8","16","16","US","GM","0402994500",""
"Germany(*)","6","0402994500","MK,CDN,SW,AC,OQ","2018-2018","MT","30,338","8.4","36,727","10.1","42,060","11.6","93,247","25.7","34,436","9.5","90,003","24.8","96,070","72.2","0","0.0","43,029","32.4","0","0.0","0","0.0","0","0.0","465,910","194.7","","","US","GM","0402994500",""
"Germany(*)","7","0402999000","M/C,CNC,SW OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","66,139","61.6","66,139","61.6","","","US","GM","0402999000",""
"Germany(*)","7","0402999000","M/C,CNC,SW OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,100","4.8","0","0.0","0","0.0","0","0.0","0","0.0","6,100","4.8","","","US","GM","0402999000",""
"United Kingdom","1","0402215000","MC,C/NS","2015-2015","MT","16,024","1.6","31,322","4.7","7,456","1.0","13,935","2.0","0","0.0","15,750","2.2","24,337","3.9","33,432","5.3","3,248","0.4","9,364","1.4","10,455","1.7","19,676","2.8","184,999","26.9","88","67","US","UK","0402215000",""
"United Kingdom","1","0402215000","MC,C/NS","2016-2016","MT","11,453","1.6","4,639","0.8","5,750","0.9","15,978","2.6","0","0.0","10,452","1.5","6,903","0.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","55,175","8.4","","","US","UK","0402215000",""
"United Kingdom","1","0402215000","MC,C/NS","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,678","0.7","3,518","0.4","11,814","1.1","24,775","2.9","7,780","0.9","30,656","3.5","86,221","9.6","294","303","US","UK","0402215000",""
"United Kingdom","1","0402215000","MC,C/NS","2018-2018","MT","24,244","2.7","15,908","1.6","5,538","0.4","8,562","0.8","0","0.0","0","0.0","2,466","0.2","0","0.0","0","0.0","19,561","2.2","12,005","1.4","15,133","1.6","103,417","11.0","26","18","US","UK","0402215000",""
"United Kingdom","2","0402100500","MK/CM,<1.5%F","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,762","3.2","4,762","3.2","","","US","UK","0402100500",""
"United Kingdom","3","0402295000","M/C,C/SW,PW/S,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,957","0.2","2,957","0.2","","","US","UK","0402295000",""
"United Kingdom","4","0402919000","MC,C/NS,NAC,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,800","2.5","0","0.0","0","0.0","3,800","2.5","","","US","UK","0402919000",""
"United Kingdom","5","0402994500","MK,CDN,SW,AC,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","36,423","22.9","0","0.0","0","0.0","0","0.0","0","0.0","36,423","22.9","","","US","UK","0402994500",""
"Italy(*)","1","0402999000","M/C,CNC,SW OQ","2015-2015","MT","0","0.0","2,544","0.8","0","0.0","0","0.0","3,009","0.8","0","0.0","4,471","1.2","0","0.0","3,827","1.0","0","0.0","0","0.0","3,393","0.8","17,244","4.4","","","US","IT","0402999000",""
"Italy(*)","1","0402999000","M/C,CNC,SW OQ","2016-2016","MT","0","0.0","0","0.0","4,408","1.2","0","0.0","4,613","1.2","0","0.0","5,957","1.5","0","0.0","0","0.0","2,973","0.8","0","0.0","2,843","0.8","20,794","5.4","","","US","IT","0402999000",""
"Italy(*)","1","0402999000","M/C,CNC,SW OQ","2017-2017","MT","0","0.0","2,889","0.8","4,302","1.2","0","0.0","4,406","1.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,744","1.2","0","0.0","16,341","4.2","","","US","IT","0402999000",""
"Italy(*)","1","0402999000","M/C,CNC,SW OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,217","1.5","0","0.0","3,092","0.8","0","0.0","6,154","1.5","15,463","3.8","","","US","IT","0402999000",""
"Italy(*)","2","0402295000","M/C,C/SW,PW/S,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","2,540","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,540","0.1","","","US","IT","0402295000",""
"Italy(*)","2","0402295000","M/C,C/SW,PW/S,OQ","2016-2016","MT","6,182","1.2","0","0.0","0","0.0","2,398","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,580","1.3","","","US","IT","0402295000",""
"Italy(*)","2","0402295000","M/C,C/SW,PW/S,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,308","0.5","2,308","0.5","","","US","IT","0402295000",""
"Italy(*)","3","0402213000","MC,C/NS,3-35,QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","121,767","13.2","0","0.0","0","0.0","0","0.0","37,262","4.2","0","0.0","0","0.0","0","0.0","0","0.0","159,029","17.4","","","US","IT","0402213000",""
"Italy(*)","4","0402215000","MC,C/NS","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,749","0.3","2,749","0.3","","","US","IT","0402215000",""
"Italy(*)","5","0402917000","MC,C/NS,AC,OQ","2015-2015","MT","0","0.0","0","0.0","62,840","17.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","62,840","17.5","","","US","IT","0402917000",""
"Italy(*)","5","0402917000","MC,C/NS,AC,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","75,314","14.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","75,314","14.3","","","US","IT","0402917000",""
"Italy(*)","6","0402919000","MC,C/NS,NAC,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","33,923","26.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,216","0.9","38,139","27.7","","","US","IT","0402919000",""
"Italy(*)","6","0402919000","MC,C/NS,NAC,OQ","2016-2016","MT","7,563","6.0","0","0.0","7,399","1.7","3,826","0.8","7,719","1.7","87,347","17.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","82,965","250.9","196,819","278.3","","","US","IT","0402919000",""
"Italy(*)","6","0402919000","MC,C/NS,NAC,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","92,486","279.7","0","0.0","0","0.0","92,393","279.4","184,879","559.1","","","US","IT","0402919000",""
"Italy(*)","6","0402919000","MC,C/NS,NAC,OQ","2018-2018","MT","0","0.0","94,985","287.2","0","0.0","134,576","374.0","0","0.0","93,559","282.9","0","0.0","137,754","317.7","0","0.0","106,605","299.4","91,296","276.1","0","0.0","658,775","1,837.4","","","US","IT","0402919000",""
"Italy(*)","7","0402997000","M/C,CNC,SW,QT","2018-2018","MT","4,859","1.2","0","0.0","6,665","1.5","0","0.0","0","0.0","6,272","1.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17,796","4.2","","","US","IT","0402997000",""
"Spain","1","0402215000","MC,C/NS","2015-2015","MT","2,928","0.3","4,308","0.4","19,445","2.3","11,377","1.2","9,506","1.1","0","0.0","7,758","0.8","7,743","0.7","0","0.0","0","0.0","9,718","1.0","12,288","1.2","85,071","9.1","26","17","US","SP","0402215000",""
"Spain","1","0402215000","MC,C/NS","2016-2016","MT","0","0.0","2,701","0.3","6,377","0.7","0","0.0","6,256","0.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15,334","1.6","","","US","SP","0402215000",""
"Spain","1","0402215000","MC,C/NS","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,235","0.6","6,223","0.6","0","0.0","7,460","0.7","4,539","0.4","24,457","2.2","-39","-40","US","SP","0402215000",""
"Spain","1","0402215000","MC,C/NS","2018-2018","MT","15,452","1.4","0","0.0","3,695","0.3","0","0.0","0","0.0","0","0.0","0","0.0","3,254","0.3","5,989","0.5","3,779","0.4","5,274","0.5","7,997","0.8","45,440","4.3","52","59","US","SP","0402215000",""
"Spain","2","0402991000","MK,CDN,SW,AC,QT","2017-2017","MT","7,546","7.4","0","0.0","0","0.0","0","0.0","6,679","7.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","14,225","15.0","","","US","SP","0402991000",""
"France(*)","1","0402100500","MK/CM,<1.5%F","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,256","1.5","2,256","1.5","","","US","FR","0402100500",""
"France(*)","2","0402101000","M/C,P,<1.5%F,QT","2015-2015","MT","63,976","124.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","63,976","124.5","","","US","FR","0402101000",""
"France(*)","3","0402105000","MK/CM,<1.5%F,OQ","2015-2015","MT","53,046","10.0","40,023","10.0","40,023","10.0","0","0.0","41,152","10.0","0","0.0","0","0.0","0","0.0","80,532","20.0","82,485","20.0","78,745","20.0","113,865","30.0","529,871","130.0","45","50","US","FR","0402105000",""
"France(*)","3","0402105000","MK/CM,<1.5%F,OQ","2016-2016","MT","38,832","10.0","116,937","30.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","40,386","11.8","0","0.0","0","0.0","0","0.0","196,155","51.8","","","US","FR","0402105000",""
"France(*)","3","0402105000","MK/CM,<1.5%F,OQ","2017-2017","MT","36,614","10.0","0","0.0","40,890","10.0","0","0.0","0","0.0","40,347","10.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","117,851","30.0","","","US","FR","0402105000",""
"France(*)","3","0402105000","MK/CM,<1.5%F,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","47,575","92.6","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","42,917","10.0","0","0.0","90,492","102.6","","","US","FR","0402105000",""
"France(*)","4","0402210500","MC,C/NS/P,G/S,QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","376,200","732.4","0","0.0","0","0.0","0","0.0","0","0.0","376,200","732.4","","","US","FR","0402210500",""
"France(*)","5","0402213000","MC,C/NS,3-35,QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","156,028","19.0","24,636","3.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","180,664","22.0","","","US","FR","0402213000",""
"France(*)","6","0402913000","MC,C/NS,NAC,QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","7,898","2.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,898","2.5","","","US","FR","0402913000",""
"France(*)","7","0402919000","MC,C/NS,NAC,OQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,182","7.3","0","0.0","0","0.0","0","0.0","0","0.0","9,182","7.3","","","US","FR","0402919000",""
"France(*)","7","0402919000","MC,C/NS,NAC,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,740","1.5","0","0.0","0","0.0","0","0.0","4,740","1.5","","","US","FR","0402919000",""
"France(*)","7","0402919000","MC,C/NS,NAC,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","20,986","16.6","4,227","1.0","22,888","18.1","0","0.0","0","0.0","48,101","35.7","","","US","FR","0402919000",""
"France(*)","7","0402919000","MC,C/NS,NAC,OQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","34,026","7.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","34,026","7.0","","","US","FR","0402919000",""
"France(*)","8","0402994500","MK,CDN,SW,AC,OQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,160","1.7","2,160","1.7","","","US","FR","0402994500",""
"France(*)","8","0402994500","MK,CDN,SW,AC,OQ","2018-2018","MT","3,249","2.6","0","0.0","2,160","1.7","2,169","1.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,160","1.7","0","0.0","9,738","7.8","","","US","FR","0402994500",""
"United Arab Emirates","1","0402212500","MC,C.NS.P,G/S,OQ","2016-2016","MT","2,090","2.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,090","2.0","","","US","AE","0402212500",""
"United Arab Emirates","2","0402215000","MC,C/NS","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","106,500","21.3","0","0.0","28,921","5.8","0","0.0","52,341","10.5","117,000","23.4","304,762","61.0","124","124","US","AE","0402215000",""
"United Arab Emirates","2","0402215000","MC,C/NS","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","90,256","16.5","0","0.0","0","0.0","14,758","3.0","0","0.0","5,124","0.1","0","0.0","0","0.0","110,138","19.5","","","US","AE","0402215000",""
"United Arab Emirates","3","0402219000","MC,C/NS,>35,OQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17,927","17.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","17,927","17.1","","","US","AE","0402219000",""
